Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
53,2.99,Short,M,No,45,Yes,Yes,Yes,No,No,Yes,No
54,5,Medium,F,No,32,Yes,Yes,Yes,No,No,Yes,No
55,4.16,Short,M,No,41,No,No,No,No,No,No,No
56,8.82,Long,F,No,33,Yes,No,No,No,Yes,No,Yes
57,4.62,Short,M,Yes,50,Yes,Yes,No,No,No,No,No
58,9.53,Long,M,Yes,44,No,No,No,No,No,No,No
59,7.54,Medium,M,No,53,No,No,No,No,No,Yes,No
60,6.88,Medium,M,Yes,19,No,No,Yes,No,Yes,Yes,No
61,9.44,Long,F,No,39,No,No,No,No,Yes,No,No
62,7.57,Medium,F,Yes,20,No,No,No,No,No,No,No
63,3.64,Long,M,Yes,47,No,No,No,No,No,No,No
64,9.97,Long,F,No,20,No,No,No,No,Yes,No,No
65,2.52,Long,F,No,21,Yes,No,Yes,No,No,Yes,No
66,7.25,Short,M,No,53,No,No,No,No,Yes,No,No
67,3.33,Long,M,No,52,Yes,No,No,No,No,No,No
68,9.73,Medium,M,Yes,52,Yes,Yes,No,No,Yes,No,No
69,7.16,Medium,F,Yes,29,Yes,No,No,No,Yes,Yes,No
70,6.19,Medium,F,Yes,42,No,No,No,No,Yes,No,No
71,9.87,Short,F,No,57,No,No,No,No,No,No,Yes
72,3.78,Medium,M,No,34,No,No,No,No,Yes,No,No
73,8.67,Medium,F,Yes,48,Yes,Yes,Yes,No,No,Yes,No
74,2.14,Long,F,Yes,24,No,Yes,No,No,Yes,Yes,No
75,4.47,Medium,F,No,30,No,No,No,No,No,No,Yes
76,3.88,Medium,M,Yes,46,No,No,No,No,No,No,No
77,9.24,Long,M,No,39,No,No,No,No,Yes,No,No
78,4.38,Short,M,Yes,23,No,No,Yes,No,Yes,Yes,No
79,3.66,Long,M,No,31,No,No,No,No,No,Yes,No
80,9.98,Long,M,Yes,22,No,Yes,No,No,No,No,No
81,3.17,Medium,F,No,27,No,No,No,Yes,Yes,No,No
82,5.1,Long,F,No,47,No,No,No,No,No,No,No
83,5.6,Long,M,Yes,24,No,Yes,No,No,No,Yes,No
84,7.82,Long,M,Yes,21,Yes,Yes,No,No,No,Yes,No
85,7.35,Long,F,Yes,51,No,No,No,No,No,Yes,Yes
86,3.27,Long,M,Yes,26,No,No,No,No,Yes,No,No
87,2.62,Long,F,Yes,31,No,No,No,No,Yes,No,No
88,7.31,Long,M,No,25,No,No,No,No,No,No,No
89,8.67,Medium,M,No,37,Yes,No,No,No,No,Yes,No
90,9.2,Long,F,No,20,No,Yes,Yes,No,Yes,Yes,Yes
91,4.21,Short,F,Yes,43,No,Yes,No,No,No,No,No
92,8.42,Medium,F,Yes,47,No,No,No,No,No,No,No
93,5.51,Long,F,Yes,39,Yes,Yes,No,No,No,Yes,No
94,2.81,Long,F,Yes,55,No,No,No,No,No,No,No
95,4.39,Medium,M,No,47,No,No,No,No,Yes,No,No
96,6.33,Long,F,Yes,45,Yes,No,Yes,Yes,Yes,No,No
97,8.19,Medium,M,No,50,No,No,No,No,Yes,No,No
98,7.77,Medium,F,Yes,31,No,No,No,No,Yes,Yes,No
99,9.34,Short,M,No,34,No,No,No,No,Yes,No,Yes
100,6.48,Medium,M,No,46,No,No,No,No,Yes,No,Yes
101,4.58,Long,M,Yes,21,Yes,Yes,No,No,No,Yes,No
102,5.09,Medium,F,No,31,No,No,No,No,Yes,No,No
103,3.03,Medium,M,No,27,Yes,No,No,No,Yes,No,No
104,2.64,Long,F,Yes,33,No,No,No,No,No,No,No
105,3.65,Short,F,No,38,No,No,No,No,No,No,Yes
106,7.05,Medium,F,No,36,No,No,No,No,No,No,No
107,5.36,Long,F,Yes,22,No,No,No,No,No,No,No
108,5.03,Medium,F,Yes,45,No,No,No,No,No,No,No
109,4.45,Long,F,No,52,No,No,No,No,No,No,No
110,7.05,Long,F,No,39,No,No,No,No,No,No,No
111,3.25,Short,F,Yes,50,No,No,No,No,Yes,No,No
112,4.55,Short,M,No,34,Yes,Yes,No,No,No,Yes,No
113,5.41,Short,M,Yes,45,No,No,No,No,No,No,No
114,5.47,Medium,M,Yes,32,No,No,No,No,No,No,No
115,8.53,Long,M,No,38,No,No,No,No,Yes,Yes,No
116,5.58,Short,F,No,42,Yes,No,No,No,No,No,Yes
117,4.29,Short,M,Yes,23,No,No,No,No,No,No,No
118,6.77,Medium,F,No,21,Yes,No,No,No,No,No,No
119,3.75,Short,F,No,36,No,Yes,No,No,No,Yes,No
120,3.03,Medium,F,Yes,26,Yes,Yes,Yes,No,Yes,No,Yes
121,7.64,Long,M,No,39,No,No,No,No,No,Yes,No
122,8.84,Long,M,Yes,35,No,No,No,No,No,No,No
123,4.49,Short,M,Yes,24,No,No,No,No,No,No,No
124,3.08,Long,M,Yes,39,No,No,No,No,No,Yes,No
125,6.56,Long,F,Yes,42,No,No,No,No,Yes,Yes,No
126,3.33,Long,F,No,24,No,Yes,Yes,Yes,No,Yes,Yes
127,2.95,Long,F,Yes,54,No,No,No,No,No,No,No
128,6.19,Short,M,Yes,39,No,No,No,No,Yes,No,No
129,7.32,Short,F,No,22,Yes,Yes,Yes,Yes,No,No,No
130,5.38,Medium,M,Yes,46,Yes,No,No,No,No,No,No
131,3.34,Short,M,No,17,No,No,No,No,No,No,No
132,10.07,Medium,M,Yes,47,No,No,No,No,No,No,No
133,8.74,Long,M,Yes,30,No,Yes,Yes,No,Yes,Yes,No
134,4.97,Medium,M,No,29,Yes,No,No,Yes,No,No,No
135,5.28,Long,M,Yes,28,Yes,Yes,No,No,No,Yes,Yes
136,9.13,Long,F,No,50,No,No,No,No,Yes,Yes,No
137,7.39,Long,M,No,39,Yes,Yes,No,No,No,Yes,No
138,2.54,Medium,M,Yes,32,No,No,No,No,Yes,No,No
139,6.15,Short,M,Yes,42,No,No,Yes,No,No,Yes,No
140,2.8,Long,M,Yes,49,No,Yes,No,Yes,No,No,No
141,6.45,Short,M,No,32,Yes,No,No,No,No,No,Yes
142,4.75,Short,F,No,44,No,No,Yes,No,Yes,Yes,No
143,7.5,Short,M,No,42,No,No,No,No,No,No,No
144,6.06,Long,F,No,47,No,No,No,No,Yes,No,No
145,2.27,Medium,M,Yes,31,No,No,No,No,No,Yes,No
146,2.44,Short,M,No,39,Yes,Yes,Yes,No,No,Yes,No
147,7.89,Medium,M,Yes,40,No,No,No,Yes,No,No,No
148,6.86,Medium,F,No,45,No,No,No,No,No,No,No
149,4.1,Short,M,No,24,Yes,No,No,No,No,Yes,No
150,9.32,Medium,M,Yes,51,No,Yes,Yes,Yes,No,Yes,No
151,8.67,Medium,M,No,32,No,No,No,No,No,Yes,No
152,4.91,Medium,F,No,21,No,No,No,No,Yes,No,Yes
153,6.56,Long,F,Yes,22,No,No,No,No,No,No,No
154,2.38,Short,F,No,47,No,No,No,No,Yes,No,Yes
155,9.24,Medium,M,No,51,No,Yes,No,No,No,No,Yes
156,2.11,Long,F,No,31,No,No,Yes,No,Yes,No,No
157,4.28,Long,F,Yes,34,Yes,Yes,No,No,No,No,No
158,2.35,Short,F,No,22,No,No,No,No,No,Yes,No
159,5.96,Long,M,Yes,32,No,Yes,No,Yes,Yes,Yes,No
160,9.56,Short,M,No,32,Yes,Yes,No,No,No,Yes,No
161,7.24,Medium,F,Yes,31,Yes,Yes,No,No,No,Yes,No
162,6.5,Medium,F,No,43,Yes,No,No,No,No,Yes,No
163,4.33,Short,M,Yes,32,No,No,No,No,No,No,No
164,6.38,Medium,M,No,24,No,Yes,No,No,No,Yes,No
165,3.08,Long,M,Yes,42,No,Yes,Yes,Yes,Yes,Yes,Yes
166,5.54,Short,F,No,27,No,No,No,No,No,No,No
167,3.58,Short,F,Yes,52,No,No,No,No,No,No,No
168,8.89,Medium,F,Yes,32,No,No,No,No,Yes,No,No
169,9.78,Medium,F,Yes,56,Yes,Yes,Yes,Yes,No,Yes,No
170,6.65,Long,M,Yes,41,Yes,No,No,No,No,Yes,No
171,6.71,Short,M,No,23,Yes,No,No,No,No,Yes,No
172,5.83,Long,M,Yes,24,Yes,Yes,No,No,Yes,Yes,Yes
173,3.91,Medium,F,No,48,Yes,No,No,No,No,No,No
174,2.85,Long,F,Yes,26,No,No,No,No,No,No,No
175,6.13,Short,M,Yes,42,No,Yes,Yes,No,No,Yes,Yes
176,9.39,Long,F,No,41,No,No,No,No,Yes,No,No
177,5.3,Medium,F,No,36,Yes,Yes,No,No,No,No,No
178,4.36,Long,F,No,26,No,No,No,No,Yes,No,No
179,9.32,Long,F,Yes,49,No,No,No,Yes,No,No,No
180,4.83,Long,M,Yes,28,Yes,No,No,No,No,No,No
181,7.15,Short,F,Yes,24,Yes,Yes,Yes,No,Yes,Yes,No
182,7.26,Medium,M,Yes,21,No,No,No,No,No,No,No
183,4.56,Long,M,Yes,46,Yes,Yes,No,No,Yes,Yes,No
184,9.91,Short,F,No,27,No,No,No,No,No,No,No
185,4.21,Long,F,Yes,41,No,No,No,No,No,No,No
186,7.2,Long,F,Yes,46,No,No,Yes,Yes,Yes,Yes,Yes
187,5.98,Medium,M,No,38,No,No,No,No,No,Yes,No
188,4.86,Medium,F,Yes,27,No,No,No,No,No,No,No
189,2.09,Long,F,No,40,Yes,No,No,No,No,Yes,No
190,7.44,Long,F,No,26,Yes,No,No,No,No,Yes,No
191,8.65,Medium,M,Yes,22,No,No,No,No,No,No,No
192,4.24,Medium,F,No,42,Yes,Yes,No,No,No,Yes,No
193,2.13,Short,M,Yes,24,Yes,No,No,No,No,No,No
194,3,Medium,M,No,43,Yes,Yes,Yes,No,No,Yes,No
195,6.68,Medium,F,No,36,No,No,No,No,No,No,No
196,7.32,Medium,F,Yes,28,No,No,No,No,No,No,No
197,7.88,Medium,F,Yes,53,No,Yes,Yes,No,Yes,No,Yes
198,3,Long,F,Yes,49,Yes,Yes,Yes,No,Yes,Yes,No
199,3.46,Short,M,No,23,Yes,No,No,No,No,No,Yes
200,2.29,Medium,F,No,23,Yes,Yes,No,No,No,No,No
201,2.88,Long,F,Yes,29,Yes,Yes,No,No,No,Yes,No
202,3.95,Medium,M,No,34,No,No,No,No,No,No,No
203,7.15,Long,F,Yes,27,No,Yes,No,No,No,Yes,No
204,6.7,Long,M,Yes,26,No,No,No,No,No,No,No
205,8.57,Medium,F,No,20,No,No,No,No,Yes,No,Yes
206,6.38,Short,F,Yes,24,No,No,No,No,No,No,No
207,5.39,Long,M,Yes,35,Yes,No,No,Yes,Yes,No,No
208,4.58,Medium,M,No,21,Yes,Yes,Yes,No,Yes,Yes,No
209,2.74,Short,M,Yes,24,Yes,Yes,No,Yes,No,Yes,No
210,3.39,Long,F,No,44,Yes,Yes,No,No,Yes,No,No
211,2.95,Short,F,No,45,Yes,No,No,Yes,No,No,Yes
212,6.44,Medium,F,No,43,No,No,No,No,No,No,No
213,2.91,Long,F,No,42,Yes,Yes,No,No,Yes,Yes,No
214,4.56,Long,F,No,52,No,No,No,No,Yes,Yes,No
215,2.88,Short,F,Yes,55,Yes,Yes,No,No,No,Yes,No
216,7.26,Medium,M,Yes,44,No,No,No,No,No,No,No
217,3.77,Medium,M,No,30,No,No,No,No,No,No,No
218,2.85,Medium,M,No,50,Yes,No,No,Yes,No,No,No
219,2.25,Medium,F,No,23,No,No,No,No,No,No,No
220,4.49,Medium,M,No,48,No,No,No,No,No,No,No
221,8.63,Long,M,No,36,Yes,No,Yes,No,Yes,Yes,Yes
222,5.67,Medium,F,Yes,32,Yes,No,No,No,No,Yes,No
223,7.29,Medium,M,No,39,No,No,No,No,Yes,No,No
224,5.85,Medium,M,No,39,Yes,Yes,No,No,No,Yes,No
225,2.89,Medium,F,Yes,27,Yes,No,No,No,Yes,Yes,No
226,3.83,Long,M,Yes,25,Yes,No,No,No,Yes,Yes,No
227,2.73,Medium,F,No,24,Yes,Yes,Yes,No,No,Yes,No
228,3.37,Long,F,No,29,No,No,No,No,Yes,No,No
229,7.09,Long,F,No,52,No,No,No,No,No,No,No
230,6.13,Short,F,No,45,No,Yes,No,No,Yes,No,Yes
231,4.57,Medium,M,Yes,47,No,No,No,No,Yes,No,No
232,7.54,Long,F,No,41,Yes,No,No,No,No,No,No
233,6.5,Medium,F,No,24,No,No,No,No,Yes,No,No
234,6.85,Short,F,No,44,No,No,No,No,No,Yes,No
235,2.32,Long,M,Yes,26,No,Yes,Yes,No,Yes,Yes,No
236,3.56,Short,F,No,35,No,No,No,No,Yes,No,No
237,4.57,Medium,F,No,30,No,No,No,No,No,No,No
238,6.27,Long,F,Yes,54,No,No,No,No,No,No,Yes
239,5.45,Long,F,No,49,No,No,No,No,Yes,Yes,No
240,5.63,Medium,F,Yes,50,Yes,Yes,No,No,No,Yes,No
241,3.47,Short,F,Yes,52,Yes,No,No,No,No,Yes,No
242,2.68,Medium,F,Yes,34,Yes,Yes,No,No,Yes,Yes,No
243,5.24,Short,F,No,30,No,No,No,No,No,Yes,No
244,3.21,Short,F,Yes,27,No,No,No,No,Yes,No,No
245,3.4,Long,F,No,44,Yes,Yes,No,No,No,Yes,No
246,3.24,Long,M,No,42,No,No,No,No,Yes,No,Yes
247,6.01,Medium,M,Yes,36,No,Yes,No,No,Yes,Yes,No
248,6.4,Medium,M,No,53,No,No,No,No,Yes,Yes,No
249,9.32,Long,F,Yes,50,No,No,No,No,No,Yes,No
250,3.36,Short,M,No,21,Yes,Yes,No,No,No,Yes,No
251,2.33,Medium,F,No,25,No,No,No,No,Yes,No,No
252,2.99,Long,F,No,27,No,No,No,No,No,No,No
253,7.79,Medium,F,Yes,53,No,No,Yes,No,No,Yes,No
254,3.96,Medium,F,Yes,37,No,No,No,No,No,No,No
255,8.93,Long,M,Yes,44,No,No,No,No,No,Yes,No
256,9.96,Medium,F,No,32,No,No,No,No,No,No,Yes
257,6.64,Medium,M,No,21,No,No,No,No,No,No,No
258,6.14,Medium,M,Yes,35,No,No,No,No,No,No,No
259,8.57,Long,M,Yes,38,No,No,No,No,No,No,No
260,5.28,Short,F,No,29,No,No,No,No,No,No,No
261,5.38,Long,M,Yes,42,No,No,No,No,No,No,No
262,4.93,Short,M,Yes,20,No,Yes,No,No,Yes,Yes,No
263,6.05,Long,M,Yes,55,Yes,Yes,Yes,No,No,No,No
264,7,Short,F,No,45,No,No,Yes,No,No,Yes,No
265,3.82,Short,F,Yes,51,No,No,Yes,No,No,Yes,No
266,9.94,Medium,F,No,37,Yes,No,No,No,No,No,No
267,3.03,Long,M,No,26,Yes,Yes,No,No,No,Yes,No
268,4.76,Long,F,Yes,23,No,Yes,Yes,No,No,Yes,No
269,2.89,Medium,F,No,24,No,No,No,No,No,No,No
270,5.49,Long,F,Yes,38,No,No,No,No,No,No,No
271,2.58,Short,M,Yes,27,No,No,No,No,Yes,No,No
272,8.68,Medium,F,No,18,Yes,No,No,No,No,No,No
273,7.85,Long,M,No,40,Yes,Yes,No,No,No,No,No
274,5.82,Short,M,Yes,35,No,No,No,No,No,Yes,No
275,9.48,Long,M,Yes,47,Yes,Yes,No,No,No,Yes,No
276,8.28,Long,M,Yes,43,Yes,No,No,No,No,No,Yes
277,6.4,Short,F,Yes,44,No,No,No,No,No,No,Yes
278,7.72,Short,M,No,26,Yes,No,No,No,No,No,No
279,5.2,Long,F,No,26,No,No,No,No,No,No,Yes
280,2.9,Long,F,No,45,No,Yes,No,No,Yes,Yes,No
281,3.48,Medium,M,No,41,No,No,No,Yes,Yes,No,No
282,3.41,Long,F,Yes,36,No,No,Yes,No,Yes,Yes,No
283,3.82,Medium,M,Yes,54,No,No,No,No,Yes,Yes,No
284,4.63,Short,F,Yes,22,No,No,No,No,No,Yes,No
285,2.68,Long,M,No,51,Yes,No,No,No,No,No,Yes
286,3.48,Long,F,No,51,Yes,Yes,No,No,Yes,Yes,Yes
287,4.22,Long,M,No,23,Yes,Yes,No,No,No,Yes,No
288,6.53,Long,M,No,21,Yes,Yes,No,No,No,Yes,No
289,8.08,Medium,F,No,36,Yes,No,No,No,No,Yes,No
290,7.23,Short,F,No,20,Yes,No,No,No,No,No,No
291,5.95,Short,F,Yes,33,Yes,Yes,No,No,Yes,No,No
292,8.7,Medium,F,No,46,No,No,No,Yes,No,No,Yes
293,9.8,Medium,M,No,29,No,Yes,No,No,No,Yes,Yes
294,8.69,Long,F,No,52,Yes,Yes,No,No,Yes,Yes,Yes
295,5.94,Medium,F,No,25,Yes,No,No,No,No,Yes,No
296,3.01,Short,M,No,21,Yes,Yes,Yes,No,No,Yes,No
297,3.03,Medium,M,No,28,No,No,No,No,Yes,No,Yes
298,5.13,Medium,F,No,39,No,No,No,No,Yes,No,No
299,8.55,Short,M,Yes,41,No,Yes,Yes,No,Yes,Yes,No
300,5.22,Short,M,Yes,25,Yes,No,No,No,No,No,No
301,8.34,Long,M,Yes,46,No,No,No,No,Yes,No,No
302,3.82,Long,F,No,29,No,No,No,No,No,No,No
303,5.46,Long,F,Yes,43,No,Yes,No,No,No,Yes,No
304,7.57,Long,M,Yes,48,No,No,No,Yes,No,No,No
305,8.62,Medium,M,Yes,32,No,No,No,No,No,No,No
306,6.3,Medium,F,Yes,41,No,No,No,No,No,No,No
307,9.39,Medium,M,No,44,Yes,No,No,No,No,No,No
308,10.04,Long,M,Yes,19,Yes,Yes,Yes,No,No,No,No
309,8.95,Medium,M,No,35,Yes,No,No,No,Yes,No,No
310,2.64,Long,M,Yes,51,Yes,Yes,Yes,Yes,Yes,Yes,No
311,5.54,Long,M,Yes,27,No,No,No,No,No,No,No
312,5.49,Long,F,No,32,No,No,Yes,No,Yes,No,No
313,2.26,Long,M,No,20,No,No,No,No,No,No,No
314,2.53,Short,M,No,36,No,No,No,No,No,No,No
315,6.62,Medium,F,No,28,No,Yes,No,No,No,No,No
316,4.53,Long,M,Yes,47,No,No,No,No,No,No,Yes
317,5.99,Long,F,No,50,No,No,No,No,No,No,No
318,9,Medium,M,No,35,Yes,No,No,No,No,No,No
319,8.05,Long,M,Yes,24,Yes,Yes,Yes,Yes,No,Yes,No
320,8.35,Medium,F,Yes,54,Yes,No,No,No,Yes,No,No
321,3.74,Medium,M,Yes,29,Yes,Yes,No,No,No,Yes,Yes
322,6.1,Long,M,No,20,No,No,No,No,No,Yes,No
323,7.1,Long,F,Yes,37,No,Yes,No,No,No,Yes,No
324,6.75,Medium,F,No,41,No,No,No,No,No,No,No
325,2.58,Long,F,Yes,33,No,No,No,No,No,Yes,No
326,8.47,Long,M,No,49,No,No,No,No,Yes,No,No
327,8.49,Long,M,No,23,No,No,No,No,No,No,Yes
328,5.57,Long,F,Yes,25,No,No,No,No,Yes,No,No
329,3.98,Medium,M,No,32,Yes,No,No,No,Yes,No,No
330,6.59,Long,F,No,24,No,No,No,No,No,Yes,No
331,2.85,Medium,F,Yes,34,Yes,Yes,Yes,No,No,Yes,No
332,6.47,Long,M,Yes,42,Yes,No,No,No,Yes,No,No
333,5.27,Medium,F,No,31,Yes,No,No,No,Yes,Yes,No
334,5.86,Medium,M,Yes,50,No,Yes,No,No,No,No,No
335,9.41,Medium,F,No,41,No,No,No,No,Yes,Yes,No
336,5.69,Long,M,No,30,Yes,Yes,Yes,No,No,Yes,Yes
337,6.09,Long,F,Yes,54,No,No,No,No,No,No,No
338,3.8,Medium,M,Yes,29,No,No,No,Yes,Yes,Yes,Yes
339,8.19,Short,F,Yes,28,No,No,No,No,No,No,Yes
340,6.5,Medium,M,No,51,No,No,No,No,Yes,No,No
341,7.83,Medium,F,Yes,33,Yes,Yes,Yes,No,No,No,No
342,2.16,Short,F,No,44,Yes,Yes,Yes,No,Yes,No,No
343,3.36,Medium,F,No,51,No,No,No,No,Yes,No,No
344,7.32,Short,F,No,22,No,No,No,No,No,No,No
345,3.21,Medium,M,No,30,No,No,No,No,No,Yes,No
346,3.89,Long,M,Yes,31,No,No,No,Yes,Yes,No,No
347,7.61,Medium,M,No,50,No,No,No,No,No,Yes,No
348,7.26,Long,M,Yes,20,No,Yes,No,No,No,No,No
349,6.53,Long,M,No,56,Yes,No,Yes,No,Yes,Yes,No
350,2.13,Medium,F,No,25,Yes,Yes,Yes,No,No,Yes,No
351,5.04,Medium,F,Yes,45,Yes,No,No,Yes,Yes,No,No
352,4.73,Long,F,Yes,53,Yes,Yes,Yes,No,No,Yes,No
353,5.27,Short,F,No,22,No,No,No,No,No,No,No
354,9.9,Medium,M,Yes,20,No,No,No,No,Yes,No,No
355,7.08,Long,F,Yes,36,Yes,Yes,No,No,No,Yes,No
356,3.2,Long,F,Yes,51,No,No,No,Yes,Yes,No,No
357,9.16,Long,F,Yes,50,No,No,No,No,No,No,No
358,8.77,Short,F,No,37,No,Yes,Yes,No,Yes,Yes,No
359,5.92,Medium,M,Yes,28,No,No,No,No,No,No,No
360,7.06,Medium,M,Yes,21,No,Yes,Yes,No,No,Yes,No
361,3.84,Medium,M,Yes,51,Yes,No,No,No,No,No,No
362,5.25,Medium,M,No,46,No,Yes,No,No,No,Yes,No
363,8.19,Long,F,No,38,No,Yes,No,No,No,Yes,No
364,9.3,Medium,M,No,48,Yes,Yes,No,No,Yes,Yes,No
365,2.27,Medium,F,No,24,Yes,Yes,No,No,Yes,Yes,No
366,3.57,Long,F,No,17,No,No,No,No,No,No,Yes
367,2.24,Medium,M,Yes,50,Yes,No,No,No,No,No,No
368,4.55,Medium,F,No,27,No,No,No,No,Yes,No,No
369,4.17,Medium,M,Yes,20,No,No,No,No,Yes,Yes,No
370,7.68,Short,F,No,56,No,No,No,No,No,No,No
371,3.36,Long,F,Yes,36,No,No,No,No,No,Yes,No
372,4.04,Long,M,Yes,46,No,No,No,No,No,No,No
373,7.8,Short,F,No,32,No,Yes,No,Yes,No,No,No
374,7.86,Medium,M,No,28,Yes,Yes,Yes,No,Yes,Yes,Yes
375,9.66,Long,M,Yes,29,No,Yes,No,No,Yes,Yes,No
376,7.49,Short,F,No,23,Yes,No,No,No,No,Yes,No
377,9.43,Long,M,No,36,No,Yes,No,No,No,Yes,No
378,3.16,Long,F,Yes,21,Yes,No,Yes,No,No,Yes,No
379,4.02,Short,M,No,27,Yes,Yes,Yes,No,No,Yes,No
380,9.97,Long,M,Yes,46,Yes,Yes,No,No,No,Yes,No
381,7.69,Medium,F,Yes,43,No,No,No,No,No,No,No
382,9.31,Short,M,No,39,No,Yes,Yes,Yes,No,Yes,No
383,2.27,Medium,F,Yes,40,No,No,No,No,No,Yes,No
384,5.57,Long,M,Yes,26,No,Yes,Yes,No,No,Yes,No
385,3.43,Short,F,No,53,No,Yes,No,No,No,Yes,No
386,5.24,Medium,F,No,35,Yes,No,No,No,Yes,No,No
387,9.36,Long,M,Yes,43,Yes,Yes,No,No,Yes,No,No
388,5.92,Long,M,Yes,34,Yes,No,Yes,No,No,No,No
389,8.71,Medium,M,No,42,No,No,No,No,No,No,No
390,4.3,Long,F,Yes,20,No,No,No,No,Yes,No,No
391,3.97,Medium,M,Yes,36,No,No,No,No,Yes,No,No
392,4.69,Long,M,No,21,No,Yes,No,No,Yes,No,No
393,5.78,Long,M,Yes,30,No,No,No,No,No,Yes,No
394,4.58,Long,M,No,18,No,No,No,No,No,No,No
395,3.21,Long,M,Yes,51,No,No,No,No,No,No,Yes
396,8,Long,F,Yes,49,Yes,Yes,Yes,No,No,Yes,No
397,2.42,Long,M,No,21,Yes,No,No,No,No,No,No
398,7.02,Short,F,No,32,Yes,No,No,Yes,No,No,Yes
399,2.87,Medium,F,Yes,34,No,No,No,No,No,No,No
400,7.96,Medium,F,Yes,50,Yes,No,Yes,No,No,Yes,Yes
401,8.55,Long,M,No,43,Yes,Yes,No,Yes,Yes,No,Yes
402,7.04,Medium,M,Yes,29,No,Yes,No,No,No,Yes,No
403,4.75,Long,M,Yes,53,No,Yes,No,No,No,No,No
404,9.75,Long,M,Yes,29,No,No,No,No,Yes,No,No
405,2.47,Short,M,No,21,No,No,No,No,No,No,No
406,3.52,Short,F,No,21,Yes,Yes,No,Yes,Yes,Yes,Yes
407,2.7,Long,M,Yes,50,Yes,Yes,No,No,Yes,Yes,No
408,2.88,Short,F,No,45,No,No,No,No,No,No,No
