Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
51,3.8,Long,F,Yes,46,No,Yes,Yes,No,No,Yes,No
52,4.72,Medium,F,No,42,Yes,No,Yes,No,Yes,Yes,No
53,4.89,Long,M,Yes,31,Yes,Yes,Yes,No,No,Yes,No
54,9.04,Medium,F,Yes,34,No,No,No,No,No,No,No
55,5.03,Medium,F,Yes,45,No,No,No,No,No,No,No
56,8.36,Long,F,No,37,Yes,Yes,Yes,No,No,Yes,Yes
57,5.45,Short,F,Yes,28,Yes,No,Yes,No,No,Yes,No
58,5.47,Long,M,Yes,29,No,No,No,No,Yes,No,No
59,5.75,Medium,M,Yes,51,No,No,No,No,Yes,No,No
60,10.02,Medium,F,Yes,49,No,No,No,No,No,No,No
61,2.11,Long,M,Yes,47,Yes,Yes,No,No,Yes,Yes,No
62,2.95,Long,F,No,26,No,No,No,No,No,No,No
63,4.28,Long,M,Yes,43,No,Yes,No,No,Yes,Yes,No
64,6.39,Medium,M,No,44,Yes,Yes,No,No,No,Yes,No
65,2.3,Short,F,Yes,29,Yes,Yes,Yes,No,No,Yes,No
66,9.53,Short,M,No,33,Yes,No,No,Yes,Yes,No,Yes
67,2.48,Long,F,No,31,No,No,No,No,No,No,No
68,9.91,Long,M,Yes,23,No,No,No,No,No,No,No
69,3.82,Long,M,Yes,45,No,No,No,No,No,No,No
70,10.1,Medium,M,Yes,24,No,No,No,No,No,No,No
71,9.39,Long,F,No,41,No,No,No,No,Yes,No,No
72,10.15,Medium,M,Yes,23,No,No,No,No,No,No,No
73,2.72,Medium,M,Yes,52,No,No,No,No,No,No,No
74,6.38,Long,F,Yes,52,No,No,No,No,No,Yes,Yes
75,4.58,Short,M,No,46,No,No,No,No,No,Yes,Yes
76,6.97,Long,M,Yes,30,No,No,No,No,Yes,No,No
77,2.34,Long,F,Yes,23,No,No,No,No,No,No,No
78,2.56,Long,F,No,53,Yes,Yes,Yes,No,No,Yes,No
79,6.15,Medium,M,Yes,37,No,No,No,No,Yes,No,No
80,6.41,Medium,F,No,30,No,No,No,Yes,No,No,No
81,3.82,Medium,M,Yes,54,No,No,No,No,Yes,Yes,No
82,2.62,Long,F,No,55,Yes,No,No,No,Yes,No,No
83,5.83,Medium,M,Yes,30,No,No,No,No,No,No,No
84,9.32,Medium,M,Yes,51,No,Yes,Yes,Yes,No,Yes,No
85,2.67,Medium,M,Yes,47,No,No,No,No,No,No,No
86,4.64,Medium,F,Yes,22,Yes,Yes,No,No,Yes,Yes,No
87,9,Long,F,Yes,40,No,No,Yes,No,No,Yes,No
88,4.57,Medium,F,No,30,No,No,No,No,No,No,No
89,5.44,Long,F,Yes,41,Yes,No,No,No,No,No,No
90,6.15,Medium,F,No,48,No,No,No,No,No,No,No
91,9.65,Short,M,Yes,22,Yes,Yes,Yes,No,No,Yes,No
92,2.62,Long,F,No,42,No,Yes,Yes,No,Yes,Yes,No
93,4.91,Medium,F,Yes,22,No,No,Yes,No,No,No,No
94,3.28,Short,M,No,33,No,No,No,No,Yes,No,No
95,8.21,Medium,M,Yes,39,No,No,No,No,No,Yes,No
96,7.4,Long,F,Yes,51,Yes,No,No,No,Yes,No,No
97,5.49,Long,F,Yes,38,No,No,No,No,No,No,No
98,8.03,Long,F,No,39,Yes,Yes,Yes,No,No,Yes,No
99,4.65,Long,F,Yes,29,Yes,Yes,No,No,No,Yes,No
100,8.36,Medium,F,Yes,33,Yes,No,No,Yes,No,No,Yes
101,2.42,Medium,F,No,18,No,Yes,No,No,No,No,No
102,4.76,Short,M,No,50,No,No,No,No,Yes,Yes,No
103,7.89,Short,F,Yes,27,No,No,No,No,No,No,No
104,3.5,Long,F,No,46,No,Yes,Yes,Yes,Yes,Yes,Yes
105,4.33,Medium,M,Yes,39,Yes,Yes,Yes,No,No,Yes,Yes
106,6.26,Medium,M,No,23,No,No,No,No,No,No,No
107,3.21,Short,F,Yes,27,No,No,No,No,Yes,No,No
108,7.18,Short,F,Yes,32,No,Yes,No,No,No,No,No
109,9.25,Medium,F,Yes,22,Yes,No,No,No,No,No,Yes
110,3.43,Long,F,No,19,No,No,No,No,No,Yes,No
111,4.63,Long,M,Yes,28,Yes,Yes,Yes,No,No,No,No
112,3.52,Short,F,No,21,Yes,Yes,No,Yes,Yes,Yes,Yes
113,5.04,Long,M,Yes,34,No,No,No,No,No,No,No
114,9.48,Long,F,Yes,33,Yes,Yes,No,No,No,Yes,Yes
115,9.49,Medium,F,Yes,24,No,No,No,No,No,No,No
116,4.01,Long,F,Yes,47,No,No,No,Yes,Yes,No,No
117,9.66,Long,M,Yes,29,No,Yes,No,No,Yes,Yes,No
118,2.28,Long,M,Yes,37,No,Yes,No,Yes,No,Yes,No
119,2.4,Long,F,Yes,27,Yes,No,No,No,No,No,No
120,5.97,Medium,F,Yes,45,Yes,No,Yes,No,Yes,Yes,No
121,6.05,Long,M,Yes,38,No,No,No,No,No,Yes,No
122,2.38,Short,F,No,47,No,No,No,No,Yes,No,Yes
123,2.26,Short,F,Yes,52,No,Yes,No,No,Yes,No,No
124,2.2,Short,M,Yes,25,Yes,Yes,No,No,No,Yes,No
125,5.77,Medium,M,No,39,No,No,No,No,Yes,Yes,Yes
126,5.38,Medium,M,Yes,45,Yes,Yes,Yes,No,Yes,Yes,No
127,3.77,Medium,M,No,31,No,No,No,No,Yes,No,Yes
128,6.4,Short,M,No,35,Yes,Yes,No,Yes,Yes,Yes,Yes
129,7.24,Long,F,No,47,No,No,No,No,No,No,No
130,4.03,Medium,M,No,52,No,No,No,No,No,Yes,No
131,8.83,Short,F,No,49,No,No,No,No,No,No,No
132,2.8,Long,M,No,34,Yes,Yes,Yes,Yes,No,No,Yes
133,9.57,Long,M,No,29,Yes,No,No,No,No,Yes,No
134,9.69,Long,M,Yes,26,No,Yes,No,No,No,No,No
135,3.12,Long,M,Yes,36,No,No,No,No,Yes,No,No
136,9,Long,F,No,51,No,No,No,No,No,No,No
137,5.49,Long,F,No,45,Yes,No,No,No,No,No,Yes
138,9.66,Medium,M,No,39,Yes,Yes,Yes,No,Yes,No,No
139,8.86,Long,F,No,45,Yes,Yes,No,No,No,No,No
140,9.3,Medium,F,Yes,50,No,Yes,Yes,No,No,Yes,No
141,8.31,Long,F,Yes,44,No,No,Yes,No,No,No,No
142,9.96,Long,F,No,25,No,No,No,No,No,No,No
143,8.51,Medium,F,No,47,Yes,No,No,No,Yes,No,No
144,9.43,Medium,F,No,46,No,No,Yes,No,No,Yes,Yes
145,7.72,Long,F,Yes,20,No,No,No,No,No,No,No
146,7.25,Medium,M,Yes,46,No,No,No,No,No,No,Yes
147,2.33,Long,M,Yes,27,Yes,No,No,No,Yes,No,No
148,7.32,Long,M,Yes,48,Yes,No,No,No,No,No,No
149,2.69,Medium,F,No,40,No,No,No,No,No,No,No
150,3.5,Long,M,No,37,No,No,No,No,Yes,No,Yes
151,4.78,Long,F,No,32,No,Yes,No,No,No,No,No
152,3.89,Medium,M,Yes,36,No,No,No,No,No,Yes,No
153,2.64,Short,F,Yes,35,No,No,No,No,No,No,No
154,5.61,Long,F,No,50,Yes,No,No,No,No,Yes,No
155,7.68,Medium,F,No,40,No,No,No,No,No,No,No
156,5.65,Long,F,No,30,No,No,No,No,Yes,Yes,No
157,6.93,Medium,M,No,36,Yes,Yes,Yes,No,No,Yes,Yes
158,5.05,Long,F,No,23,No,No,No,No,Yes,No,No
159,6.1,Long,F,No,48,No,Yes,No,No,No,Yes,No
160,6.84,Long,F,Yes,45,No,No,No,No,No,Yes,No
161,8.71,Medium,M,No,42,No,No,No,No,No,No,No
162,5.13,Short,F,Yes,28,Yes,Yes,No,No,No,Yes,No
163,7.9,Medium,F,Yes,54,No,No,No,No,No,No,No
164,9.39,Medium,M,No,44,Yes,No,No,No,No,No,No
165,4.23,Long,M,Yes,18,Yes,No,No,No,No,Yes,No
166,6.56,Medium,F,No,41,No,No,No,No,No,Yes,No
167,3.03,Long,M,No,26,Yes,Yes,No,No,No,Yes,No
168,8.96,Short,F,Yes,52,No,No,No,No,No,No,No
169,5.61,Long,F,No,32,Yes,No,No,Yes,No,Yes,No
170,9.69,Short,M,Yes,19,No,No,Yes,No,No,Yes,No
171,3.17,Medium,F,No,27,No,No,No,Yes,Yes,No,No
172,2.85,Short,F,No,31,Yes,Yes,Yes,No,No,Yes,No
173,9.44,Long,F,Yes,47,No,No,No,No,No,No,No
174,2.34,Long,F,Yes,24,No,No,No,No,No,No,No
175,6.38,Medium,M,No,24,No,Yes,No,No,No,Yes,No
176,3.74,Long,F,Yes,35,No,No,No,No,No,No,No
177,5.4,Long,M,Yes,40,No,No,No,No,No,No,No
178,5.97,Long,F,No,36,No,No,No,No,Yes,No,No
179,6.12,Long,F,No,50,Yes,Yes,Yes,No,No,No,No
180,3.75,Long,F,Yes,44,No,No,No,No,No,No,No
181,2.82,Long,M,Yes,52,No,No,No,No,No,No,No
182,6.41,Medium,F,No,27,Yes,Yes,Yes,No,No,Yes,No
183,9.25,Long,F,No,22,No,No,No,No,No,No,Yes
184,2.61,Long,F,No,24,Yes,No,No,No,Yes,No,No
185,3.22,Medium,F,No,28,Yes,No,No,No,Yes,No,Yes
186,8.68,Medium,M,No,28,No,No,No,No,Yes,No,Yes
187,5.82,Medium,M,Yes,52,Yes,Yes,No,No,No,Yes,No
188,3.03,Medium,F,Yes,26,Yes,Yes,Yes,No,Yes,No,Yes
189,7.32,Medium,F,Yes,28,No,No,No,No,No,No,No
190,7.3,Medium,F,Yes,30,No,No,No,No,No,No,No
191,4.62,Medium,F,No,28,Yes,No,No,No,No,No,No
192,4.49,Short,M,Yes,24,No,No,No,No,No,No,No
193,2.94,Long,F,Yes,45,Yes,Yes,No,No,No,Yes,No
194,7.45,Medium,M,No,22,No,No,No,No,No,No,No
195,7.74,Medium,F,No,40,No,No,No,No,Yes,Yes,No
196,5.41,Long,F,Yes,53,No,No,No,No,Yes,No,No
197,7.09,Long,M,No,42,Yes,Yes,No,No,No,Yes,Yes
198,8.76,Medium,M,No,20,Yes,No,No,No,No,No,No
199,2.34,Short,M,No,43,No,No,No,No,No,No,No
200,2.17,Long,F,No,39,No,No,No,No,Yes,No,No
201,8.95,Medium,M,Yes,27,No,No,No,No,Yes,No,No
202,7.49,Medium,F,Yes,22,No,No,No,No,Yes,No,No
203,6.38,Short,F,No,34,No,No,No,Yes,No,No,No
204,2.74,Short,F,No,46,Yes,No,No,No,Yes,No,No
205,6.01,Medium,M,Yes,36,No,Yes,No,No,Yes,Yes,No
206,7.08,Short,F,No,54,Yes,Yes,Yes,No,Yes,Yes,No
207,9.05,Short,F,Yes,50,No,Yes,No,No,No,Yes,No
208,9.3,Medium,M,No,48,Yes,Yes,No,No,Yes,Yes,No
209,9.1,Medium,M,No,32,No,No,No,No,No,Yes,No
210,7.61,Long,F,Yes,22,No,Yes,No,No,No,Yes,Yes
211,2.4,Medium,M,No,20,No,No,No,No,No,No,No
212,8.78,Medium,M,No,22,No,No,No,No,No,No,No
213,7.08,Long,F,Yes,36,Yes,Yes,No,No,No,Yes,No
214,2.75,Medium,F,Yes,53,Yes,No,No,No,No,No,No
215,8.8,Long,M,Yes,52,No,No,No,No,No,No,No
216,3.63,Medium,M,Yes,27,No,Yes,No,No,Yes,No,Yes
217,8.63,Medium,M,No,43,Yes,No,Yes,Yes,No,Yes,No
218,8.99,Medium,M,Yes,28,No,No,No,No,No,No,No
219,3.19,Long,M,No,41,Yes,Yes,Yes,No,Yes,Yes,Yes
220,8.85,Medium,F,Yes,32,No,No,No,No,No,Yes,No
221,2.36,Medium,M,No,31,No,Yes,No,No,No,No,No
222,8.94,Long,F,Yes,40,No,No,No,No,No,No,No
223,5.97,Short,M,Yes,19,Yes,No,No,No,Yes,No,No
224,2.49,Long,F,No,53,Yes,Yes,Yes,No,No,Yes,No
225,4.23,Long,M,Yes,43,Yes,Yes,Yes,Yes,Yes,No,No
226,7.94,Medium,F,Yes,52,No,No,No,No,No,No,No
227,7.54,Long,F,No,54,No,No,No,Yes,Yes,No,No
228,3.34,Long,M,Yes,49,No,No,No,No,No,No,No
229,4.38,Long,F,No,53,Yes,No,No,No,No,No,No
230,2.53,Long,F,No,47,Yes,Yes,Yes,No,No,Yes,No
231,5.77,Medium,M,No,50,No,No,No,Yes,Yes,No,No
232,5.23,Long,F,No,24,No,No,Yes,No,No,No,No
233,3.46,Medium,F,Yes,27,No,Yes,Yes,No,No,Yes,No
234,3.57,Long,F,No,17,No,No,No,No,No,No,Yes
235,2.47,Medium,M,No,26,No,No,No,No,No,No,Yes
236,6.56,Medium,M,No,52,Yes,Yes,Yes,No,No,Yes,Yes
237,9.84,Medium,M,Yes,39,No,Yes,Yes,No,No,Yes,No
238,4.79,Short,M,No,48,Yes,Yes,No,No,Yes,No,No
239,4.58,Short,M,No,44,Yes,Yes,Yes,No,No,No,No
240,10,Short,F,No,31,Yes,No,No,No,Yes,Yes,No
241,6.05,Long,F,No,49,No,No,No,No,No,No,No
242,4.43,Short,M,No,46,No,No,No,No,No,Yes,No
243,3.54,Long,F,No,50,Yes,No,No,Yes,Yes,No,No
244,8.06,Short,F,Yes,39,Yes,Yes,No,No,No,Yes,No
245,7.59,Medium,F,No,38,Yes,No,Yes,Yes,Yes,No,No
246,4.64,Short,F,No,50,Yes,No,No,No,Yes,No,No
247,5.01,Medium,F,Yes,42,No,No,No,No,No,No,No
248,7.23,Medium,F,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes
249,6.36,Short,F,Yes,23,Yes,Yes,Yes,Yes,Yes,Yes,No
250,8.79,Long,F,No,30,No,No,No,No,No,No,No
251,4.36,Long,M,Yes,27,Yes,Yes,No,No,No,Yes,No
252,6.48,Medium,M,No,52,No,No,No,No,No,No,Yes
253,5.77,Short,M,No,27,No,No,No,No,No,No,No
254,2.28,Medium,M,No,31,No,No,No,No,No,No,No
255,5.98,Short,F,No,39,No,No,No,No,No,No,No
256,9.32,Long,F,Yes,49,No,No,No,Yes,No,No,No
257,4.21,Short,F,Yes,43,No,Yes,No,No,No,No,No
258,9.34,Short,M,No,34,No,No,No,No,Yes,No,Yes
259,2.97,Medium,M,No,38,No,No,No,No,No,Yes,No
260,3,Long,M,Yes,50,Yes,No,No,No,No,No,No
261,4.97,Medium,M,No,29,Yes,No,No,Yes,No,No,No
262,5.62,Medium,M,Yes,33,No,Yes,Yes,Yes,No,Yes,Yes
263,8.58,Long,M,No,33,No,No,No,No,No,No,Yes
264,2.18,Medium,F,No,20,Yes,Yes,Yes,No,No,Yes,No
265,2.66,Long,F,Yes,31,No,No,No,No,No,No,No
266,6.32,Short,M,No,34,No,No,No,No,No,Yes,No
267,7.48,Medium,F,No,27,Yes,No,No,No,No,No,No
268,2.87,Long,M,Yes,53,Yes,No,No,No,Yes,No,No
269,2.21,Long,F,Yes,29,Yes,No,No,Yes,No,No,Yes
270,7.58,Medium,F,No,55,No,No,No,Yes,Yes,No,No
271,8.81,Long,M,No,50,No,No,No,No,No,No,No
272,4.22,Long,F,Yes,24,No,Yes,No,No,No,Yes,No
273,8.84,Long,M,Yes,30,No,No,No,No,No,No,No
274,9.42,Long,F,Yes,34,No,No,No,No,No,No,No
275,5.32,Long,M,Yes,35,Yes,No,No,No,Yes,No,No
276,3.98,Medium,M,No,32,Yes,No,No,No,Yes,No,No
277,5.69,Long,M,No,30,Yes,Yes,Yes,No,No,Yes,Yes
278,5,Medium,F,Yes,19,No,Yes,Yes,Yes,No,Yes,No
279,2.41,Short,M,No,44,No,No,No,No,No,No,No
280,2.87,Short,F,No,45,Yes,Yes,No,No,No,Yes,No
281,7.05,Medium,F,Yes,29,No,No,No,No,No,No,No
282,4.8,Medium,F,Yes,39,No,No,No,No,Yes,No,No
283,6.47,Long,M,Yes,42,Yes,No,No,No,Yes,No,No
284,3.3,Long,M,Yes,49,No,Yes,Yes,No,Yes,Yes,No
285,2.77,Long,M,Yes,30,No,No,No,No,No,No,No
286,6.43,Medium,M,No,51,No,Yes,Yes,No,No,Yes,No
287,8.76,Long,F,No,20,No,No,No,No,No,No,No
288,9.44,Medium,M,No,47,Yes,Yes,No,No,No,Yes,No
289,9.73,Short,M,No,46,No,No,No,No,No,Yes,No
290,8.34,Short,M,No,24,No,Yes,Yes,No,No,Yes,No
291,2.17,Long,M,Yes,49,No,Yes,No,No,No,Yes,No
292,8.62,Long,M,Yes,40,Yes,Yes,Yes,No,Yes,Yes,Yes
293,9.52,Long,M,Yes,42,Yes,No,No,No,No,Yes,No
294,8.89,Medium,F,Yes,32,No,No,No,No,Yes,No,No
295,3.45,Long,F,No,49,No,No,No,No,No,No,No
296,8.1,Medium,M,No,22,Yes,Yes,Yes,No,Yes,Yes,No
297,4.86,Short,F,No,26,No,No,No,No,Yes,No,No
298,6.33,Medium,M,No,32,Yes,Yes,Yes,No,Yes,No,Yes
299,4.73,Short,F,No,44,No,No,No,No,No,No,No
300,9.98,Long,M,Yes,22,No,Yes,No,No,No,No,No
301,2.99,Long,F,No,27,No,No,No,No,No,No,No
302,4.76,Short,M,Yes,49,No,Yes,No,No,No,No,Yes
303,2.98,Long,F,Yes,54,No,No,No,No,Yes,No,No
304,5.85,Long,F,No,42,No,Yes,Yes,No,No,Yes,Yes
305,2.35,Short,F,No,22,No,No,No,No,No,Yes,No
306,6.57,Medium,F,No,39,No,No,No,No,No,Yes,No
307,8.05,Medium,M,Yes,43,Yes,Yes,No,No,No,No,No
308,5.02,Long,M,No,54,No,Yes,No,No,No,Yes,No
309,5.57,Medium,F,Yes,30,No,No,No,No,No,No,No
310,7.67,Medium,F,Yes,31,No,No,No,No,No,No,No
311,5.86,Medium,M,Yes,52,No,No,No,No,No,No,No
312,8.7,Medium,M,No,31,No,No,No,No,Yes,No,No
313,9.35,Medium,M,No,36,Yes,No,Yes,No,No,Yes,No
314,7.54,Long,M,No,25,No,Yes,No,No,Yes,Yes,No
315,2.07,Long,F,Yes,27,No,No,No,No,No,No,No
316,3.45,Short,F,No,54,No,No,No,No,Yes,No,No
317,3.78,Medium,M,Yes,52,No,No,No,No,No,Yes,No
318,2.08,Medium,M,Yes,51,No,No,No,No,No,No,No
319,7.52,Short,F,Yes,44,Yes,No,Yes,No,Yes,No,Yes
320,5.85,Long,F,No,27,Yes,Yes,No,No,Yes,Yes,No
321,6.45,Long,M,Yes,28,Yes,No,No,No,Yes,No,No
322,7.72,Long,M,No,53,Yes,Yes,No,No,No,Yes,Yes
323,3.37,Long,F,No,29,No,No,No,No,Yes,No,No
324,4.52,Medium,F,Yes,24,Yes,No,No,No,Yes,No,No
325,9.43,Long,M,No,27,No,No,No,Yes,Yes,No,No
326,4.39,Medium,F,Yes,37,No,No,No,No,Yes,No,No
327,9.42,Medium,F,Yes,55,Yes,Yes,Yes,No,No,Yes,No
328,2.22,Medium,M,Yes,43,Yes,Yes,No,No,Yes,Yes,No
329,6.31,Medium,M,No,53,No,No,No,No,No,No,No
330,4.58,Short,M,No,37,No,No,No,No,Yes,No,No
331,3.48,Long,F,No,51,Yes,Yes,No,No,Yes,Yes,Yes
332,3.09,Long,F,No,27,Yes,Yes,No,Yes,Yes,Yes,No
333,9.38,Long,F,Yes,50,No,No,No,No,No,No,No
334,6.2,Medium,F,No,49,No,No,No,No,No,Yes,No
335,9.73,Medium,M,Yes,52,Yes,Yes,No,No,Yes,No,No
336,6.59,Long,F,Yes,35,No,No,No,No,No,No,No
337,8.32,Medium,M,Yes,27,No,Yes,No,No,No,No,No
338,3.47,Long,F,Yes,52,Yes,Yes,Yes,No,No,Yes,No
339,7.85,Short,M,Yes,51,No,No,No,No,No,No,No
340,7.9,Short,F,No,30,No,No,No,No,No,No,No
341,3.3,Long,F,Yes,31,Yes,Yes,Yes,No,No,Yes,No
342,3.37,Long,M,Yes,46,Yes,No,No,No,Yes,No,No
343,5.31,Short,M,Yes,28,No,No,No,No,No,No,No
344,8.81,Long,F,No,22,No,No,No,No,Yes,No,No
345,7.97,Short,F,Yes,36,No,No,No,No,No,No,No
346,3.9,Medium,F,No,47,No,Yes,Yes,No,No,Yes,No
347,7.02,Short,F,No,34,Yes,No,No,No,No,No,No
348,9.27,Long,F,Yes,39,Yes,No,No,No,No,No,No
349,7.1,Medium,M,Yes,20,Yes,Yes,No,No,Yes,Yes,No
350,7.27,Long,M,No,33,No,No,No,No,No,Yes,No
351,2.4,Short,M,No,21,Yes,No,Yes,Yes,No,Yes,No
352,7.62,Medium,F,Yes,23,No,No,No,No,No,No,Yes
353,2.96,Long,M,Yes,45,No,No,No,No,No,No,Yes
354,8.52,Long,M,Yes,18,Yes,No,No,No,No,No,No
355,6.11,Long,F,No,48,No,No,No,No,No,No,No
356,9.88,Short,F,No,29,Yes,Yes,No,No,No,Yes,No
357,10.01,Medium,F,Yes,50,No,No,Yes,No,Yes,Yes,Yes
358,5.9,Medium,F,No,35,No,No,No,No,Yes,No,No
359,5.83,Long,M,Yes,24,Yes,Yes,No,No,Yes,Yes,Yes
360,7.87,Long,M,Yes,21,Yes,No,No,No,No,No,No
361,6.42,Long,M,Yes,38,No,No,No,No,No,No,Yes
362,7.21,Medium,M,No,43,No,Yes,No,No,No,No,No
363,2.78,Medium,F,Yes,47,No,No,No,No,Yes,No,No
364,5.23,Medium,F,Yes,33,No,No,No,No,No,No,No
365,5.25,Medium,F,Yes,32,No,No,No,Yes,No,No,Yes
366,2.03,Short,F,No,40,No,No,No,No,Yes,No,No
367,6.39,Medium,M,No,52,Yes,Yes,No,Yes,No,Yes,No
368,3.81,Medium,F,Yes,22,No,No,No,No,No,Yes,Yes
369,5.83,Short,M,No,21,Yes,Yes,Yes,No,No,Yes,No
370,10.05,Medium,M,Yes,28,Yes,No,Yes,No,No,No,No
371,5.13,Long,M,Yes,34,Yes,Yes,Yes,No,No,Yes,Yes
372,7.54,Long,F,Yes,31,Yes,No,Yes,No,No,Yes,No
373,4.8,Medium,F,Yes,50,Yes,Yes,No,Yes,Yes,Yes,No
374,3.86,Long,M,Yes,43,No,No,No,No,No,No,No
375,6.37,Long,F,Yes,30,No,No,No,No,No,No,No
376,6.58,Medium,M,No,52,No,No,No,No,No,Yes,No
377,5.6,Short,F,No,42,No,No,No,Yes,Yes,No,Yes
378,4.12,Long,M,Yes,41,No,No,No,No,Yes,Yes,No
379,4.55,Medium,M,Yes,50,Yes,No,No,No,No,No,No
380,8.02,Long,F,Yes,36,Yes,Yes,No,No,No,No,No
381,2.77,Medium,F,Yes,51,No,Yes,No,No,No,Yes,No
382,9.97,Short,M,No,54,Yes,No,Yes,No,No,Yes,No
383,3.87,Medium,M,No,21,No,No,No,No,No,No,No
384,8.69,Long,F,No,52,Yes,Yes,No,No,Yes,Yes,Yes
385,3.81,Medium,M,Yes,48,No,No,No,No,No,Yes,No
386,8.3,Medium,M,Yes,28,Yes,Yes,No,No,No,Yes,No
387,3.35,Long,M,Yes,24,No,No,No,No,Yes,No,No
388,7.89,Short,M,No,28,Yes,Yes,Yes,No,Yes,Yes,No
389,4.46,Medium,M,No,43,No,No,No,No,No,No,Yes
390,7.46,Medium,M,No,39,No,Yes,No,No,No,Yes,No
391,3.2,Long,F,Yes,51,No,No,No,Yes,Yes,No,No
392,8.83,Long,M,Yes,30,No,Yes,No,No,Yes,No,No
393,7.23,Short,F,No,20,Yes,No,No,No,No,No,No
394,8.92,Short,F,No,50,Yes,No,No,No,No,Yes,Yes
395,2.84,Short,F,No,27,Yes,Yes,Yes,No,Yes,Yes,No
396,3.39,Long,F,No,49,Yes,No,No,No,Yes,No,No
397,6.06,Long,F,No,47,No,No,No,No,Yes,No,No
398,3.56,Short,F,No,35,No,No,No,No,Yes,No,No
399,6.49,Medium,M,Yes,39,No,No,No,Yes,No,Yes,No
400,7.62,Long,F,Yes,42,Yes,Yes,Yes,No,No,Yes,No
401,4.92,Medium,F,Yes,30,No,No,No,No,No,No,No
402,5.13,Short,M,Yes,25,Yes,No,No,No,No,No,No
403,8.43,Short,F,Yes,28,Yes,No,No,No,Yes,No,No
404,5.61,Short,F,No,39,Yes,No,No,No,No,No,No
405,2.32,Medium,F,Yes,44,No,No,No,No,No,No,No
406,4.57,Medium,M,Yes,21,No,No,No,No,No,No,No
407,2.48,Medium,F,No,52,Yes,No,No,No,Yes,No,No
