Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
50,3.23,Short,M,No,20,No,No,No,No,No,No,No
51,9.43,Medium,F,No,45,No,Yes,Yes,No,Yes,Yes,No
52,8.55,Long,M,Yes,36,No,No,No,No,Yes,No,No
53,6.62,Medium,F,No,28,No,Yes,No,No,No,No,No
54,6.22,Long,M,Yes,35,No,No,No,No,No,Yes,No
55,5.58,Medium,F,Yes,43,No,Yes,No,Yes,No,No,No
56,4.29,Medium,M,Yes,38,No,No,No,No,No,No,No
57,6.09,Short,M,Yes,40,Yes,No,No,No,Yes,No,No
58,5.65,Long,F,No,30,No,No,No,No,Yes,Yes,No
59,7.77,Short,M,Yes,42,No,No,No,No,No,No,No
60,2.8,Long,M,No,34,Yes,Yes,Yes,Yes,No,No,Yes
61,5.79,Long,M,Yes,23,No,No,No,No,No,No,No
62,4.34,Medium,F,Yes,36,Yes,No,No,No,No,No,No
63,7.48,Long,M,Yes,28,Yes,No,No,No,No,No,No
64,3.47,Long,F,Yes,52,Yes,Yes,Yes,No,No,Yes,No
65,8.58,Medium,F,No,46,No,No,No,No,Yes,Yes,No
66,3.43,Short,F,No,53,No,Yes,No,No,No,Yes,No
67,8.67,Long,F,No,56,No,No,No,No,Yes,No,No
68,5.69,Long,M,No,30,Yes,Yes,Yes,No,No,Yes,Yes
69,7.25,Medium,F,Yes,52,Yes,No,No,No,No,No,No
70,6.14,Long,M,Yes,42,No,Yes,Yes,No,No,Yes,Yes
71,6.12,Long,F,No,50,Yes,Yes,Yes,No,No,No,No
72,2.99,Long,F,No,27,No,No,No,No,No,No,No
73,9.07,Medium,M,No,35,Yes,No,Yes,Yes,No,Yes,No
74,5.67,Long,F,No,34,Yes,No,No,No,Yes,No,No
75,2.85,Medium,F,No,24,No,No,No,No,No,No,Yes
76,3.76,Medium,M,No,43,No,No,No,No,No,Yes,No
77,7.35,Long,M,No,23,No,Yes,No,No,No,Yes,No
78,2.19,Long,M,No,24,No,Yes,No,No,No,No,No
79,3.82,Medium,M,Yes,33,Yes,No,No,No,Yes,Yes,No
80,5.13,Long,M,Yes,34,Yes,Yes,Yes,No,No,Yes,Yes
81,7.29,Long,M,No,24,Yes,No,Yes,No,No,No,No
82,6.59,Medium,M,No,23,No,Yes,No,No,No,Yes,No
83,8.77,Short,F,No,37,No,Yes,Yes,No,Yes,Yes,No
84,9,Medium,M,No,46,No,Yes,No,No,No,Yes,No
85,2.9,Long,F,No,45,No,Yes,No,No,Yes,Yes,No
86,5.6,Medium,F,Yes,45,Yes,No,No,Yes,No,No,Yes
87,7.62,Long,F,Yes,42,Yes,Yes,Yes,No,No,Yes,No
88,4.18,Long,M,Yes,21,No,No,No,No,No,No,No
89,7.59,Medium,F,No,38,Yes,No,Yes,Yes,Yes,No,No
90,4.06,Medium,M,No,44,Yes,No,No,No,No,Yes,No
91,8.79,Long,F,Yes,33,Yes,Yes,Yes,No,No,Yes,No
92,4.24,Medium,F,No,42,Yes,Yes,No,No,No,Yes,No
93,6.94,Medium,M,Yes,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes
94,7.8,Medium,F,Yes,38,No,No,No,No,No,No,No
95,8.55,Long,M,No,43,Yes,Yes,No,Yes,Yes,No,Yes
96,4.39,Medium,F,No,34,No,No,No,No,Yes,No,No
97,7.31,Long,M,No,25,No,No,No,No,No,No,No
98,8.47,Long,M,No,49,No,No,No,No,Yes,No,No
99,8.35,Long,F,Yes,48,No,No,No,No,No,Yes,No
100,6.1,Medium,M,No,52,No,No,No,No,No,No,No
101,6.58,Long,F,Yes,52,No,No,No,Yes,No,No,Yes
102,7.76,Medium,F,No,42,No,Yes,No,No,No,Yes,No
103,4.61,Long,M,Yes,51,Yes,Yes,No,No,No,Yes,No
104,2.86,Long,M,Yes,54,No,Yes,No,No,No,No,No
105,9.12,Long,M,Yes,51,No,No,No,No,No,No,No
106,7.52,Long,F,Yes,39,Yes,No,No,No,No,Yes,No
107,5.52,Short,F,Yes,28,No,No,No,No,Yes,No,No
108,8.04,Long,F,Yes,38,Yes,No,Yes,No,Yes,No,No
109,7.04,Long,F,Yes,48,No,Yes,No,No,No,Yes,No
110,8.61,Medium,M,No,50,No,No,No,No,No,No,No
111,4.58,Short,M,Yes,25,Yes,No,No,No,No,No,No
112,4.55,Short,M,Yes,24,No,No,No,No,No,No,No
113,6.48,Medium,M,Yes,32,No,No,No,No,No,No,No
114,9.86,Long,M,Yes,25,Yes,Yes,No,No,No,Yes,Yes
115,3.97,Medium,M,Yes,36,No,No,No,No,Yes,No,No
116,5.86,Medium,M,Yes,50,No,Yes,No,No,No,No,No
117,6.22,Medium,F,Yes,38,Yes,Yes,No,No,Yes,Yes,No
118,8.08,Medium,M,No,39,Yes,No,Yes,No,No,No,No
119,3.83,Long,F,Yes,35,Yes,Yes,Yes,No,No,Yes,No
120,6.85,Short,F,No,44,Yes,Yes,No,No,Yes,Yes,No
121,5.35,Long,F,Yes,52,No,No,No,No,Yes,No,No
122,3.89,Medium,M,Yes,36,No,No,No,No,No,Yes,No
123,3.78,Long,M,Yes,46,No,No,No,No,No,No,No
124,4.87,Short,M,No,51,Yes,No,No,No,Yes,Yes,No
125,2.99,Medium,M,Yes,24,No,No,No,No,No,No,No
126,7.46,Medium,F,Yes,30,No,No,No,No,No,Yes,No
127,3.2,Short,F,Yes,31,Yes,No,No,No,No,No,Yes
128,4.8,Short,M,Yes,49,Yes,Yes,Yes,No,No,Yes,Yes
129,3.23,Long,M,No,24,No,No,No,No,No,No,No
130,6.7,Long,M,Yes,26,No,No,No,No,No,No,No
131,3.65,Medium,M,No,52,No,No,No,No,No,No,No
132,5.07,Long,M,Yes,29,No,No,No,No,Yes,Yes,No
133,7.57,Long,M,Yes,48,No,No,No,Yes,No,No,No
134,6.93,Short,M,No,29,No,No,No,No,Yes,No,No
135,2.77,Medium,F,Yes,54,Yes,No,Yes,No,No,Yes,No
136,5.85,Long,F,No,42,No,Yes,Yes,No,No,Yes,Yes
137,8.31,Long,F,No,39,No,No,No,No,No,No,No
138,6.1,Long,M,Yes,30,No,No,No,No,No,No,No
139,2.3,Long,F,No,37,No,No,No,No,Yes,No,No
140,2.81,Medium,F,Yes,31,No,No,No,No,No,No,Yes
141,4.53,Long,F,Yes,32,Yes,Yes,No,No,No,No,No
142,3.85,Medium,M,No,33,No,No,No,No,No,Yes,No
143,4.86,Medium,F,Yes,27,No,No,No,No,No,No,No
144,5.51,Medium,F,Yes,50,No,No,No,Yes,Yes,Yes,No
145,5.43,Medium,M,No,44,No,No,No,No,No,No,No
146,5.97,Medium,F,Yes,45,Yes,No,Yes,No,Yes,Yes,No
147,3.05,Medium,M,Yes,38,No,No,No,No,No,No,No
148,3.81,Long,M,Yes,27,Yes,No,No,No,No,No,No
149,4.36,Long,F,No,26,No,No,No,No,Yes,No,No
150,2.24,Medium,F,No,18,Yes,No,No,No,No,No,No
151,2.67,Short,M,No,33,No,No,No,No,No,No,No
152,3.19,Medium,F,No,31,No,No,No,No,No,No,No
153,5.89,Short,F,Yes,33,Yes,Yes,Yes,No,No,Yes,No
154,3.58,Long,F,No,21,No,No,No,No,No,Yes,No
155,2.82,Medium,F,No,22,Yes,No,No,No,Yes,Yes,Yes
156,4.54,Medium,F,Yes,21,Yes,No,No,No,No,Yes,No
157,9.08,Short,F,No,53,Yes,No,Yes,No,No,Yes,No
158,4.54,Long,F,Yes,27,No,No,No,No,No,No,No
159,8.35,Medium,F,Yes,54,Yes,No,No,No,Yes,No,No
160,3.3,Long,F,Yes,34,Yes,Yes,No,No,No,Yes,No
161,2.85,Short,F,No,33,Yes,Yes,No,No,No,No,Yes
162,4.34,Medium,M,Yes,26,No,No,No,No,No,Yes,No
163,5.84,Long,F,No,26,Yes,No,No,No,No,No,No
164,7.89,Short,M,No,28,Yes,Yes,Yes,No,Yes,Yes,No
165,5.13,Medium,F,No,39,No,No,No,No,Yes,No,No
166,7.08,Medium,F,Yes,31,No,No,No,No,Yes,No,No
167,9.68,Long,M,No,53,Yes,No,Yes,No,Yes,Yes,No
168,7.19,Long,F,No,47,Yes,Yes,No,No,Yes,No,No
169,5.02,Medium,F,No,30,Yes,No,Yes,No,No,No,No
170,9.39,Medium,M,No,44,Yes,No,No,No,No,No,No
171,3.08,Long,M,Yes,42,No,Yes,Yes,Yes,Yes,Yes,Yes
172,7.95,Medium,M,Yes,34,No,No,No,Yes,Yes,No,No
173,7.55,Long,M,Yes,51,No,Yes,Yes,No,No,No,No
174,2.03,Short,M,Yes,23,No,No,No,No,Yes,No,No
175,8.98,Short,F,No,49,No,No,Yes,No,No,Yes,No
176,3.75,Medium,M,No,45,Yes,No,No,No,No,No,No
177,6.28,Long,M,No,35,No,No,No,No,No,No,No
178,9.48,Long,F,Yes,33,Yes,Yes,No,No,No,Yes,Yes
179,4.03,Medium,M,No,47,Yes,No,No,No,No,Yes,No
180,3.82,Long,M,Yes,45,No,No,No,No,No,No,No
181,5.94,Long,F,No,44,No,Yes,No,Yes,Yes,Yes,Yes
182,7.04,Medium,M,Yes,29,No,Yes,No,No,No,Yes,No
183,4.62,Medium,F,No,26,Yes,Yes,No,No,Yes,Yes,No
184,2.48,Long,F,No,31,No,No,No,No,No,No,No
185,5.22,Short,M,Yes,25,Yes,No,No,No,No,No,No
186,9.66,Short,M,Yes,46,No,No,No,No,No,Yes,No
187,4.81,Long,F,No,30,No,No,No,No,No,No,No
188,8.79,Medium,F,No,36,No,No,No,No,Yes,No,No
189,7.68,Medium,F,No,40,No,No,No,No,No,No,No
190,9.96,Medium,M,No,32,No,No,No,No,No,Yes,No
191,4.51,Long,F,No,51,Yes,Yes,No,No,No,Yes,No
192,7.38,Long,M,Yes,49,No,Yes,No,No,No,No,No
193,8.67,Medium,M,No,32,No,No,No,No,No,Yes,No
194,5.43,Medium,M,Yes,41,No,Yes,No,No,No,Yes,No
195,7.06,Short,M,No,34,No,No,No,No,No,No,No
196,3.85,Medium,F,Yes,24,Yes,Yes,No,No,No,No,No
197,2.4,Medium,F,No,53,No,No,Yes,No,No,Yes,No
198,5.09,Long,M,Yes,30,Yes,No,No,Yes,No,Yes,No
199,8.37,Long,M,Yes,56,Yes,No,Yes,No,No,No,No
200,7.63,Medium,F,No,51,No,No,No,No,Yes,No,No
201,7.63,Long,M,No,19,No,Yes,No,No,No,Yes,No
202,4.23,Long,M,Yes,43,Yes,Yes,Yes,Yes,Yes,No,No
203,5.15,Long,M,Yes,26,Yes,No,Yes,No,No,Yes,Yes
204,9.32,Long,F,No,25,Yes,No,No,No,No,No,No
205,2.99,Long,F,Yes,28,Yes,No,No,No,No,No,No
206,9.43,Long,M,No,27,No,No,No,Yes,Yes,No,No
207,3.31,Short,M,No,17,No,No,No,No,No,No,Yes
208,4.73,Long,F,Yes,27,No,No,No,No,No,No,No
209,2.2,Medium,F,Yes,32,No,No,No,No,No,Yes,No
210,9.5,Long,F,Yes,32,No,No,No,No,No,No,No
211,4.56,Long,M,Yes,48,No,No,No,No,No,No,No
212,2.56,Long,F,Yes,43,No,No,No,Yes,No,No,Yes
213,2.8,Medium,F,Yes,52,No,No,No,No,No,Yes,No
214,6.53,Long,F,Yes,23,No,No,No,No,No,No,No
215,4.22,Medium,F,No,46,Yes,Yes,Yes,No,No,No,Yes
216,6.25,Medium,M,Yes,35,Yes,No,No,No,Yes,Yes,No
217,4.28,Medium,M,No,40,No,No,No,No,No,No,No
218,9.53,Long,M,No,53,No,No,No,No,No,Yes,No
219,3.46,Long,F,Yes,37,Yes,No,No,No,Yes,No,No
220,4.26,Long,M,No,37,No,No,No,No,No,No,No
221,8.66,Medium,F,Yes,47,Yes,Yes,No,No,No,Yes,Yes
222,3.53,Short,F,No,21,Yes,Yes,No,No,No,No,No
223,3.77,Medium,F,Yes,34,No,No,No,No,No,No,No
224,6.98,Short,M,Yes,37,Yes,Yes,Yes,No,Yes,Yes,No
225,9.52,Short,F,Yes,35,No,No,No,No,Yes,No,No
226,2.74,Long,F,Yes,24,Yes,No,No,No,No,Yes,No
227,7.4,Medium,M,No,54,No,No,No,No,Yes,No,No
228,4.31,Medium,M,Yes,47,Yes,No,No,No,No,No,No
229,2.13,Medium,F,No,55,Yes,No,No,No,Yes,No,No
230,7.32,Long,M,Yes,48,Yes,No,No,No,No,No,No
231,2.36,Medium,F,No,49,Yes,Yes,No,No,No,Yes,No
232,4.86,Short,F,No,29,No,Yes,No,No,No,Yes,No
233,2.19,Long,M,Yes,36,No,No,No,No,No,No,No
234,7.84,Short,F,Yes,38,No,No,No,No,Yes,Yes,No
235,2.26,Long,M,No,20,No,No,No,No,No,No,No
236,2.5,Long,F,Yes,49,Yes,Yes,No,No,Yes,Yes,No
237,2.4,Long,F,Yes,27,Yes,No,No,No,No,No,No
238,4.95,Long,F,No,23,Yes,No,No,No,Yes,No,No
239,5.64,Long,F,Yes,24,No,No,No,No,Yes,No,Yes
240,3,Medium,M,No,43,Yes,Yes,Yes,No,No,Yes,No
241,5.02,Long,M,No,35,Yes,Yes,No,No,No,Yes,No
242,7.62,Medium,F,Yes,23,No,No,No,No,No,No,Yes
243,4.17,Medium,M,No,45,No,No,No,No,Yes,No,No
244,5.58,Long,F,No,17,Yes,Yes,No,Yes,No,No,Yes
245,8.09,Long,F,Yes,44,No,No,No,No,No,Yes,No
246,5.86,Medium,M,Yes,52,No,No,No,No,No,No,No
247,7.08,Long,F,Yes,36,Yes,Yes,No,No,No,Yes,No
248,2.57,Long,F,Yes,42,Yes,No,No,No,Yes,No,No
249,8.44,Medium,F,No,53,No,No,No,No,Yes,No,Yes
250,8.31,Long,F,Yes,27,Yes,Yes,No,Yes,Yes,Yes,Yes
251,6.65,Medium,F,Yes,45,Yes,Yes,No,No,No,Yes,No
252,3.77,Medium,M,No,30,No,No,No,No,No,No,No
253,5.75,Medium,M,Yes,51,No,No,No,No,Yes,No,No
254,4.3,Short,M,Yes,34,No,No,No,No,Yes,No,Yes
255,7.24,Short,M,Yes,30,No,Yes,No,No,No,No,Yes
256,9.34,Long,M,No,42,No,No,Yes,No,No,Yes,Yes
257,6.14,Long,M,No,33,No,No,No,No,No,No,Yes
258,4.38,Medium,M,No,30,Yes,Yes,Yes,No,No,Yes,No
259,9.16,Long,F,Yes,50,No,No,No,No,No,No,No
260,4.14,Short,M,No,39,No,No,No,No,Yes,No,No
261,4.95,Medium,F,Yes,31,No,No,No,No,Yes,No,No
262,2.69,Medium,F,No,40,No,No,No,No,No,No,No
263,7.48,Long,F,No,52,No,No,No,No,No,No,No
264,7.03,Medium,F,Yes,34,No,Yes,No,No,No,Yes,No
265,7.32,Short,F,No,22,No,No,No,No,No,No,No
266,3.97,Long,F,Yes,40,No,No,Yes,No,No,Yes,No
267,6.41,Medium,F,No,25,No,No,No,No,No,No,Yes
268,6.94,Long,F,No,44,No,No,No,No,No,Yes,No
269,7.56,Medium,M,No,31,No,No,No,No,No,No,No
270,6.23,Medium,F,No,54,No,No,No,No,No,No,No
271,5.51,Short,M,No,21,Yes,Yes,No,No,Yes,Yes,No
272,4.28,Long,M,Yes,43,No,Yes,No,No,Yes,Yes,No
273,3.79,Short,M,No,41,No,No,No,Yes,Yes,Yes,No
274,2.56,Medium,M,Yes,34,Yes,Yes,No,No,Yes,Yes,No
275,3.89,Long,M,Yes,43,No,No,No,No,No,No,Yes
276,3.77,Medium,M,No,19,No,No,No,No,Yes,No,No
277,6.89,Medium,M,No,35,No,No,No,No,No,No,No
278,7.51,Long,M,Yes,31,Yes,No,No,No,No,No,No
279,3.58,Medium,M,Yes,41,No,Yes,No,No,No,Yes,No
280,3.78,Long,F,Yes,42,Yes,No,Yes,No,No,No,No
281,7.77,Medium,F,Yes,31,No,No,No,No,Yes,Yes,No
282,3.67,Long,M,No,50,Yes,Yes,Yes,No,No,Yes,No
283,6.87,Short,F,Yes,50,Yes,Yes,Yes,No,No,Yes,No
284,6.75,Short,F,Yes,46,Yes,Yes,Yes,No,No,Yes,No
285,8.37,Long,F,Yes,23,No,No,No,No,Yes,No,Yes
286,7.03,Short,F,Yes,51,No,No,No,No,No,No,No
287,5.29,Long,M,Yes,27,No,No,No,No,No,No,No
288,8.34,Long,F,No,51,No,No,No,No,No,Yes,No
289,5.06,Medium,M,Yes,46,Yes,Yes,No,No,No,Yes,Yes
290,2.49,Medium,M,No,19,No,Yes,No,No,No,No,No
291,5.61,Long,F,No,50,Yes,No,No,No,No,Yes,No
292,2.8,Medium,M,Yes,42,Yes,No,Yes,No,Yes,No,No
293,9.07,Long,F,No,50,No,No,No,No,No,No,No
294,4.69,Long,M,No,21,No,Yes,No,No,Yes,No,No
295,7.15,Medium,F,Yes,30,No,No,No,No,No,Yes,No
296,2.95,Medium,M,No,51,No,No,No,No,Yes,Yes,No
297,4.49,Medium,M,No,48,No,No,No,No,No,No,No
298,2.61,Long,F,No,23,No,No,No,No,No,No,No
299,8.89,Short,F,Yes,31,No,No,No,No,No,No,No
300,8.78,Long,F,No,19,Yes,No,No,No,Yes,No,No
301,3.71,Long,F,Yes,42,Yes,Yes,No,No,No,Yes,No
302,7.54,Long,F,Yes,19,No,No,No,No,Yes,No,No
303,4.29,Long,F,No,24,Yes,No,No,No,No,No,No
304,9.64,Medium,F,Yes,25,No,No,No,Yes,No,No,No
305,7.63,Short,F,No,46,No,No,No,No,No,Yes,No
306,6.25,Long,M,No,33,No,No,No,No,No,No,No
307,6.11,Short,F,No,38,No,No,No,Yes,No,No,Yes
308,7.57,Short,M,Yes,42,Yes,No,No,No,No,No,No
309,7.92,Medium,M,No,30,No,No,No,No,No,No,No
310,3.43,Medium,F,Yes,30,Yes,Yes,No,No,No,Yes,No
311,4.52,Medium,F,Yes,19,No,No,No,No,Yes,No,No
312,6.43,Short,F,Yes,52,No,No,No,No,No,No,No
313,6.66,Short,M,Yes,36,No,No,No,No,Yes,No,No
314,8.34,Long,F,No,40,No,No,No,No,Yes,No,No
315,7.32,Long,F,Yes,48,Yes,No,No,No,No,No,No
316,2.09,Long,F,No,27,No,Yes,Yes,No,No,Yes,Yes
317,5.42,Long,F,No,43,No,No,No,Yes,Yes,No,No
318,10.11,Medium,F,No,29,No,No,No,Yes,Yes,No,No
319,2.62,Long,F,No,42,No,Yes,Yes,No,Yes,Yes,No
320,6.12,Long,F,No,47,No,No,No,No,Yes,No,No
321,2.97,Medium,M,No,38,No,No,No,No,No,Yes,No
322,2.26,Medium,M,No,53,Yes,Yes,No,No,Yes,No,No
323,8.69,Long,F,No,52,Yes,Yes,No,No,Yes,Yes,Yes
324,3.19,Medium,M,No,33,No,No,No,No,Yes,No,No
325,8.66,Long,M,No,49,No,No,No,No,No,No,No
326,5.07,Medium,F,Yes,30,Yes,No,No,No,No,No,No
327,9.66,Medium,M,No,42,No,No,No,No,No,No,No
328,7.25,Long,M,No,49,Yes,No,No,No,No,No,No
329,7.47,Medium,M,No,20,No,No,No,No,No,No,No
330,9.47,Long,M,No,27,Yes,No,No,No,No,No,Yes
331,4.75,Short,F,No,44,No,No,Yes,No,Yes,Yes,No
332,3.8,Long,F,Yes,46,No,Yes,Yes,No,No,Yes,No
333,4.24,Medium,M,Yes,30,No,No,No,No,Yes,No,No
334,9.62,Long,M,Yes,21,No,Yes,Yes,Yes,Yes,Yes,Yes
335,2.44,Medium,M,No,17,No,Yes,No,No,Yes,Yes,No
336,7.98,Long,M,No,44,Yes,Yes,No,No,No,Yes,No
337,4.83,Long,M,Yes,28,Yes,No,No,No,No,No,No
338,9.25,Long,F,No,22,No,No,No,No,No,No,Yes
339,6.9,Long,F,Yes,41,No,No,Yes,No,No,No,No
340,4.47,Medium,F,No,30,No,No,No,No,No,No,Yes
341,4.76,Medium,M,Yes,22,Yes,Yes,Yes,No,No,Yes,No
342,7.51,Long,M,No,31,No,No,No,No,No,No,No
343,7.07,Medium,F,No,54,No,No,No,No,No,No,No
344,8.42,Short,M,Yes,42,Yes,No,No,No,No,Yes,No
345,8.33,Medium,F,Yes,34,No,No,No,No,No,No,No
346,4.6,Medium,M,Yes,23,No,No,No,No,No,No,No
347,9.64,Short,M,No,32,Yes,No,No,No,No,Yes,No
348,8.94,Medium,M,Yes,43,No,No,No,No,Yes,No,No
349,9.24,Short,M,No,34,No,No,No,No,No,No,No
350,4.76,Long,F,No,31,No,Yes,No,No,Yes,No,No
351,4.2,Long,F,Yes,29,Yes,Yes,No,No,No,Yes,No
352,3.37,Long,F,No,29,No,No,No,No,Yes,No,No
353,2.31,Short,F,No,22,Yes,Yes,Yes,No,No,Yes,No
354,5.08,Long,M,Yes,38,No,No,No,No,No,No,No
355,3.96,Long,F,No,32,No,No,No,Yes,Yes,No,Yes
356,6.98,Long,M,Yes,36,Yes,No,No,No,No,Yes,No
357,7.4,Long,F,Yes,51,Yes,No,No,No,Yes,No,No
358,7.4,Medium,F,Yes,49,No,Yes,No,No,Yes,Yes,No
359,2.91,Medium,F,Yes,33,No,No,No,No,No,No,Yes
360,9.67,Short,F,No,31,No,No,No,No,Yes,No,Yes
361,5.27,Short,F,No,52,No,No,No,No,No,No,No
362,3.65,Short,F,No,38,No,No,No,No,No,No,Yes
363,8.89,Medium,M,No,43,No,Yes,No,No,No,Yes,No
364,3.23,Short,M,No,33,No,Yes,Yes,No,Yes,Yes,No
365,5.58,Long,F,Yes,55,No,No,No,No,No,No,No
366,4.45,Short,M,Yes,25,Yes,No,No,No,Yes,No,No
367,4.12,Long,M,Yes,21,No,No,No,No,No,No,No
368,4.36,Long,M,Yes,24,Yes,Yes,No,No,No,Yes,No
369,2.9,Medium,M,No,51,No,No,No,No,Yes,No,No
370,5.2,Long,F,No,26,No,No,No,No,No,No,Yes
371,6.65,Long,M,Yes,39,No,No,No,No,No,No,No
372,4.57,Medium,M,Yes,21,No,No,No,No,No,No,No
373,7.06,Short,M,No,38,No,No,No,No,No,No,No
374,9.52,Short,M,Yes,24,No,No,No,No,No,No,No
375,3.2,Long,F,Yes,21,No,No,No,No,Yes,Yes,No
376,3.22,Medium,F,No,28,Yes,No,No,No,Yes,No,Yes
377,8.67,Long,M,Yes,21,No,No,No,No,Yes,Yes,No
378,7.66,Long,M,No,26,Yes,No,No,No,Yes,Yes,No
379,5.85,Long,F,No,27,Yes,Yes,No,No,Yes,Yes,No
380,9.3,Medium,F,Yes,50,No,Yes,Yes,No,No,Yes,No
381,9.98,Long,M,Yes,20,Yes,Yes,Yes,No,Yes,Yes,No
382,9.12,Medium,F,Yes,34,No,No,No,No,Yes,Yes,Yes
383,5.31,Short,M,Yes,28,No,No,No,No,No,No,No
384,9.53,Medium,M,No,24,No,No,No,No,No,No,Yes
385,8.02,Short,M,Yes,33,Yes,No,Yes,No,Yes,No,No
386,7.81,Long,F,Yes,48,No,No,No,No,Yes,Yes,No
387,5.07,Long,M,Yes,35,No,No,No,No,No,Yes,No
388,5.96,Long,M,Yes,32,No,Yes,No,Yes,Yes,Yes,No
389,9.51,Long,M,Yes,46,No,Yes,No,No,Yes,No,No
390,6.56,Medium,M,No,52,Yes,Yes,Yes,No,No,Yes,Yes
391,3.48,Short,F,No,50,Yes,Yes,No,No,No,Yes,No
392,4.63,Short,M,Yes,49,No,No,No,No,No,Yes,No
393,4.45,Long,F,No,52,No,No,No,No,No,No,No
394,7.1,Long,M,No,46,No,No,No,No,Yes,No,No
395,8.95,Long,M,No,30,No,No,No,No,No,No,No
396,4.21,Short,F,Yes,43,No,Yes,No,No,No,No,No
397,7.23,Short,F,Yes,29,Yes,Yes,No,No,Yes,Yes,No
398,4.76,Short,M,No,50,No,No,No,No,Yes,Yes,No
399,7.48,Long,F,No,39,No,Yes,No,No,No,Yes,No
400,2.25,Medium,F,No,52,No,No,No,No,Yes,No,Yes
401,4.11,Long,F,Yes,45,No,No,No,No,Yes,No,No
402,2.67,Medium,M,Yes,47,No,No,No,No,No,No,No
403,4,Medium,M,No,34,Yes,No,No,No,No,No,Yes
404,3.65,Long,M,Yes,29,No,No,No,No,No,No,No
405,4.57,Medium,M,Yes,47,No,No,No,No,Yes,No,No
406,4.89,Long,M,Yes,31,Yes,Yes,Yes,No,No,Yes,No
407,5.92,Medium,M,No,26,No,No,No,No,No,No,No
408,7.27,Long,M,Yes,54,Yes,No,No,No,No,Yes,No
409,4.53,Medium,M,No,45,No,No,No,No,Yes,No,No
