Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
108,2.9,Medium,F,Yes,53,Yes,No,Yes,No,No,Yes,No
109,6.53,Long,M,Yes,33,No,No,No,No,No,No,No
110,9.56,Short,M,No,32,Yes,Yes,No,No,No,Yes,No
111,3.86,Long,M,Yes,43,No,No,No,No,No,No,No
112,7.49,Short,F,No,23,Yes,No,No,No,No,Yes,No
113,9.18,Medium,F,Yes,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes
114,6.49,Medium,F,No,31,No,Yes,No,No,No,No,No
115,3.26,Long,M,No,28,Yes,No,No,No,Yes,Yes,No
116,5.33,Short,M,Yes,45,No,Yes,Yes,No,Yes,Yes,Yes
117,5.05,Short,F,Yes,29,Yes,Yes,Yes,No,Yes,Yes,Yes
118,3.33,Medium,F,No,27,No,No,No,No,Yes,No,No
119,6.58,Medium,F,No,39,Yes,No,No,No,No,No,No
120,8.61,Long,M,No,55,No,Yes,Yes,No,No,Yes,No
121,7.57,Short,F,No,56,No,No,No,No,No,No,No
122,2.19,Long,M,No,26,No,No,No,No,No,Yes,No
123,2.74,Short,F,Yes,51,No,No,No,No,No,No,Yes
124,6.43,Medium,M,No,51,No,Yes,Yes,No,No,Yes,No
125,8.76,Short,F,Yes,29,No,Yes,No,No,No,Yes,No
126,5.93,Short,F,Yes,29,No,No,No,No,No,No,No
127,8.35,Medium,F,Yes,54,Yes,No,No,No,Yes,No,No
128,8.56,Long,M,No,44,Yes,No,Yes,No,Yes,No,Yes
129,6.58,Medium,M,No,52,No,No,No,No,No,Yes,No
130,4.3,Long,M,Yes,20,No,No,No,No,No,No,No
131,5.5,Long,M,Yes,44,No,Yes,No,No,No,Yes,No
132,2.91,Long,F,No,42,Yes,Yes,No,No,Yes,Yes,No
133,6.69,Short,F,Yes,21,No,No,No,No,No,No,No
134,7.99,Long,M,No,37,No,Yes,No,No,No,No,No
135,5.51,Medium,M,Yes,21,Yes,Yes,Yes,No,Yes,Yes,Yes
136,3.41,Short,M,No,27,No,Yes,No,Yes,No,Yes,No
137,7.1,Long,F,Yes,37,No,Yes,No,No,No,Yes,No
138,8.82,Short,M,Yes,39,No,No,No,Yes,No,No,Yes
139,3.69,Short,F,No,46,Yes,Yes,No,No,No,Yes,No
140,2.6,Medium,F,No,38,No,No,No,No,No,No,No
141,3.67,Long,M,Yes,47,Yes,Yes,Yes,No,No,Yes,No
142,8.8,Long,M,No,52,Yes,No,No,No,No,Yes,No
143,8.12,Medium,M,No,24,No,No,No,No,No,No,No
144,2.53,Short,M,No,36,No,No,No,No,No,No,No
145,5.41,Long,F,No,38,Yes,Yes,Yes,No,Yes,Yes,Yes
146,9.35,Medium,M,No,36,Yes,No,Yes,No,No,Yes,No
147,2.77,Medium,M,Yes,49,Yes,No,Yes,Yes,Yes,Yes,No
148,4.17,Medium,F,No,45,Yes,No,No,No,Yes,Yes,No
149,4.83,Long,M,Yes,28,Yes,No,No,No,No,No,No
150,7.08,Long,F,Yes,33,Yes,Yes,No,No,No,No,No
151,5.98,Long,M,Yes,34,No,No,No,No,Yes,No,No
152,4.44,Medium,M,Yes,51,Yes,No,No,No,No,No,No
153,7.16,Medium,M,Yes,46,No,No,No,No,No,No,No
154,6.32,Short,F,No,33,No,No,No,No,No,No,No
155,2.84,Short,M,No,48,Yes,Yes,No,No,No,Yes,No
156,4.79,Short,F,No,50,Yes,Yes,No,No,Yes,Yes,No
157,2.5,Long,M,No,27,Yes,No,Yes,No,No,No,No
158,4.3,Short,M,Yes,34,No,No,No,No,Yes,No,Yes
159,6.97,Long,F,No,50,No,No,No,No,Yes,No,No
160,4.2,Short,F,Yes,38,Yes,No,No,Yes,Yes,No,No
161,9.82,Medium,F,No,50,Yes,Yes,Yes,No,No,Yes,No
162,7.23,Medium,F,Yes,50,Yes,Yes,Yes,Yes,Yes,Yes,Yes
163,8.78,Long,F,No,19,Yes,No,No,No,Yes,No,No
164,3.37,Medium,F,Yes,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes
165,9.72,Short,M,No,31,Yes,No,No,No,Yes,No,No
166,2.35,Medium,M,No,32,No,Yes,Yes,No,No,Yes,No
167,3.43,Long,F,Yes,40,Yes,No,No,No,No,Yes,Yes
168,4.99,Medium,F,Yes,31,No,No,No,No,No,No,No
169,5.82,Medium,M,Yes,52,Yes,Yes,No,No,No,Yes,No
170,3.67,Medium,M,No,42,No,No,No,No,No,No,No
171,6.52,Long,F,Yes,43,Yes,No,No,No,No,No,Yes
172,9.94,Short,M,No,53,Yes,No,No,Yes,Yes,Yes,Yes
173,3.34,Short,M,No,17,No,No,No,No,No,No,No
174,3.61,Long,M,Yes,46,No,No,No,No,No,No,No
175,3.45,Short,F,No,56,Yes,No,No,No,No,No,No
176,8.16,Long,M,Yes,34,No,No,No,No,No,No,No
177,7.37,Long,M,Yes,48,No,No,No,No,No,Yes,No
178,5.5,Long,M,No,53,Yes,Yes,Yes,No,Yes,Yes,No
179,8.83,Long,M,Yes,30,No,Yes,No,No,Yes,No,No
180,4.23,Medium,M,Yes,24,Yes,Yes,No,No,Yes,Yes,Yes
181,5.54,Short,F,No,27,No,No,No,No,No,No,No
182,4.79,Medium,M,No,29,No,No,No,No,No,Yes,No
183,5.33,Medium,M,No,44,No,No,No,No,No,No,No
184,8.44,Long,M,Yes,55,No,Yes,No,No,Yes,Yes,No
185,3.38,Long,M,No,51,No,No,Yes,No,No,No,No
186,3.66,Medium,M,Yes,45,No,No,No,No,Yes,No,No
187,2.8,Medium,F,Yes,45,Yes,No,No,No,No,No,No
188,7.73,Long,F,Yes,21,Yes,Yes,Yes,No,Yes,Yes,No
189,2.19,Long,M,No,24,No,Yes,No,No,No,No,No
190,2.61,Medium,M,Yes,50,Yes,Yes,No,No,No,Yes,No
191,2.65,Long,F,No,40,No,No,No,No,No,No,No
192,5.27,Short,F,No,22,No,No,No,No,No,No,No
193,7.38,Medium,F,Yes,45,No,No,No,No,Yes,No,No
194,3.23,Long,M,No,24,No,No,No,No,No,No,No
195,6.98,Long,F,No,44,No,No,No,No,No,No,No
196,4.45,Short,M,Yes,25,Yes,No,No,No,Yes,No,No
197,3.95,Long,F,Yes,41,No,No,No,No,No,No,No
198,6.05,Medium,F,Yes,22,No,No,No,No,No,No,Yes
199,5.6,Short,F,No,43,No,No,No,Yes,Yes,Yes,No
200,2.45,Long,F,No,33,No,No,No,No,No,No,No
201,4.03,Medium,M,No,48,No,No,No,No,Yes,No,No
202,9.44,Short,F,No,30,Yes,No,No,No,No,No,No
203,6.24,Long,F,Yes,29,Yes,Yes,Yes,No,No,Yes,No
204,3.72,Medium,M,Yes,34,No,No,No,No,No,Yes,No
205,4.16,Long,M,Yes,45,Yes,Yes,No,No,Yes,Yes,No
206,9.67,Short,F,No,31,No,No,No,No,Yes,No,Yes
207,4.45,Medium,M,Yes,19,Yes,Yes,No,No,No,Yes,No
208,4.28,Short,M,No,50,No,Yes,No,No,No,Yes,No
209,8.13,Short,F,Yes,29,Yes,Yes,Yes,No,No,Yes,No
210,7.44,Long,F,No,54,No,No,No,No,No,No,No
211,6.7,Long,M,Yes,26,No,No,No,No,No,No,No
212,4.83,Medium,F,No,40,Yes,No,No,No,Yes,Yes,No
213,10.08,Long,M,Yes,23,Yes,No,No,No,No,No,No
214,5.45,Medium,M,Yes,28,No,No,No,No,No,No,Yes
215,2.81,Medium,F,Yes,37,Yes,No,No,No,No,No,No
216,5.79,Medium,F,No,37,Yes,No,No,No,Yes,Yes,No
217,9.3,Short,F,No,26,Yes,No,No,No,No,Yes,No
218,8.85,Medium,M,Yes,30,No,No,No,No,No,No,No
219,3.14,Medium,F,No,53,No,No,Yes,No,Yes,No,No
220,3.61,Short,F,No,47,No,Yes,No,No,No,Yes,No
221,5.8,Long,F,Yes,54,No,No,No,No,Yes,No,No
222,6.27,Long,F,Yes,45,Yes,No,No,No,No,No,No
223,3.17,Long,F,Yes,44,No,Yes,Yes,No,No,Yes,No
224,2.32,Long,M,Yes,22,Yes,No,No,No,No,Yes,No
225,8.64,Medium,F,Yes,51,Yes,No,No,No,Yes,No,No
226,3.82,Short,F,Yes,51,No,No,Yes,No,No,Yes,No
227,5.47,Long,F,Yes,22,No,No,Yes,No,No,Yes,Yes
228,2.56,Long,F,No,53,Yes,Yes,Yes,No,No,Yes,No
229,4.65,Medium,F,No,43,Yes,Yes,Yes,No,Yes,Yes,Yes
230,7.76,Short,F,No,22,No,No,No,No,Yes,No,No
231,4.53,Long,F,Yes,32,Yes,Yes,No,No,No,No,No
232,3.87,Medium,M,No,31,No,No,No,No,No,No,No
233,6.05,Long,F,No,49,No,No,No,No,No,No,No
234,9.37,Short,M,Yes,26,Yes,No,No,No,Yes,No,No
235,9.78,Medium,F,Yes,56,Yes,Yes,Yes,Yes,No,Yes,No
236,7.27,Medium,M,No,38,No,No,No,No,No,Yes,No
237,8.69,Medium,F,Yes,34,No,Yes,Yes,No,No,No,No
238,4.87,Medium,M,No,45,Yes,Yes,No,No,No,No,Yes
239,2.27,Medium,F,No,53,Yes,No,No,No,Yes,No,No
240,8.69,Long,F,Yes,28,No,Yes,No,Yes,No,Yes,No
241,9.56,Long,M,No,27,No,No,No,Yes,No,No,Yes
242,6.16,Medium,F,No,20,Yes,Yes,Yes,No,No,No,No
243,2.24,Short,F,Yes,48,No,No,No,No,No,No,Yes
244,2.29,Medium,F,No,23,Yes,Yes,No,No,No,No,No
245,5.1,Long,F,No,47,No,No,No,No,No,No,No
246,6.49,Long,M,No,23,Yes,Yes,No,Yes,Yes,Yes,No
247,7.46,Long,M,Yes,50,Yes,No,No,No,No,No,No
248,9.42,Medium,M,No,45,Yes,No,No,No,Yes,No,No
249,6.75,Short,F,Yes,46,Yes,Yes,Yes,No,No,Yes,No
250,4.24,Medium,F,No,42,Yes,Yes,No,No,No,Yes,No
251,5.24,Medium,M,Yes,47,No,No,No,No,No,No,No
252,2.46,Long,M,Yes,21,No,No,No,No,Yes,No,No
253,7.41,Medium,F,Yes,26,No,No,No,No,No,No,No
254,7.81,Long,F,Yes,35,Yes,No,No,No,Yes,No,No
255,6.11,Long,F,No,48,No,No,No,No,No,No,No
256,5.92,Short,M,Yes,21,Yes,No,No,No,Yes,No,No
257,8.09,Long,F,Yes,37,No,No,No,No,No,No,No
258,4.75,Short,F,No,44,No,No,Yes,No,Yes,Yes,No
259,5.77,Short,M,No,27,No,No,No,No,No,No,No
260,4.45,Short,M,No,46,No,Yes,No,No,Yes,Yes,No
261,2.54,Medium,F,No,43,Yes,Yes,Yes,No,No,Yes,No
262,4.97,Medium,M,No,29,Yes,No,No,Yes,No,No,No
263,6.57,Medium,M,No,22,No,No,No,No,No,No,No
264,3.08,Long,M,Yes,29,Yes,Yes,No,No,No,Yes,No
265,8.38,Long,F,Yes,23,Yes,Yes,Yes,No,No,Yes,No
266,5.25,Medium,M,No,46,No,Yes,No,No,No,Yes,No
267,9.31,Long,F,No,53,No,No,No,No,Yes,No,Yes
268,5.2,Long,F,Yes,55,No,Yes,No,No,No,No,No
269,2.99,Long,F,No,27,No,No,No,No,No,No,No
270,9.68,Long,F,Yes,44,Yes,Yes,No,Yes,No,No,Yes
271,4.31,Medium,M,Yes,47,Yes,No,No,No,No,No,No
272,3.67,Long,M,No,50,Yes,Yes,Yes,No,No,Yes,No
273,2.58,Long,F,Yes,33,No,No,No,No,No,Yes,No
274,8.69,Medium,F,Yes,36,No,No,Yes,No,No,No,No
275,6.77,Medium,M,Yes,31,Yes,Yes,Yes,No,No,Yes,No
276,2.19,Long,M,No,23,Yes,Yes,Yes,No,No,Yes,No
277,7.51,Long,M,Yes,31,Yes,No,No,No,No,No,No
278,5.21,Medium,M,No,26,No,No,No,No,No,Yes,No
279,2.98,Short,F,No,33,Yes,No,No,No,Yes,Yes,Yes
280,4.97,Medium,F,No,29,No,No,No,No,No,No,No
281,3.54,Long,F,No,44,No,No,No,No,No,No,Yes
282,2.26,Long,M,No,20,No,No,No,No,No,No,No
283,3.03,Medium,F,Yes,26,Yes,Yes,Yes,No,Yes,No,Yes
284,4.52,Medium,F,No,50,Yes,Yes,No,No,No,No,No
285,3.12,Long,M,Yes,36,No,No,No,No,Yes,No,No
286,3.35,Medium,F,No,45,No,No,No,No,Yes,No,No
287,6.86,Medium,M,No,39,No,No,No,No,No,No,No
288,6.26,Short,F,Yes,21,No,Yes,No,No,Yes,Yes,No
289,5.37,Long,F,No,40,No,No,No,No,No,No,No
290,9.02,Long,F,Yes,39,No,No,No,No,No,No,Yes
291,8.44,Long,M,Yes,54,Yes,No,Yes,No,Yes,No,Yes
292,4.39,Long,F,No,52,Yes,Yes,Yes,No,Yes,Yes,No
293,3.31,Long,F,No,25,No,No,No,No,Yes,No,No
294,3.66,Medium,M,Yes,41,Yes,Yes,No,Yes,No,Yes,No
295,3.11,Medium,M,No,27,Yes,No,Yes,Yes,Yes,No,Yes
296,6.26,Medium,M,No,52,Yes,Yes,Yes,No,Yes,Yes,Yes
297,8.32,Long,F,Yes,24,No,No,No,No,No,No,No
298,8.95,Medium,M,Yes,27,No,No,No,No,Yes,No,No
299,2.32,Medium,F,No,18,No,No,No,No,Yes,No,No
300,7.51,Long,M,No,31,No,No,No,No,No,No,No
301,2.69,Long,F,Yes,27,No,No,No,No,No,No,Yes
302,8.68,Medium,F,No,49,Yes,Yes,Yes,No,Yes,Yes,No
303,9.74,Medium,M,No,32,No,No,No,No,No,No,No
304,5.36,Long,F,Yes,22,No,No,No,No,No,No,No
305,6.71,Short,M,No,23,Yes,No,No,No,No,Yes,No
306,4.62,Long,F,Yes,52,Yes,No,No,No,No,No,No
307,5.9,Medium,F,No,35,No,No,No,No,Yes,No,No
308,5.69,Medium,F,No,40,Yes,Yes,Yes,Yes,No,Yes,No
309,7.45,Long,F,No,24,No,No,No,No,No,No,No
310,9.86,Long,M,Yes,22,Yes,Yes,Yes,No,Yes,Yes,No
311,7.89,Medium,F,No,27,No,No,No,No,No,No,No
312,9.48,Short,M,No,36,Yes,No,No,Yes,Yes,Yes,No
313,4.36,Long,F,No,26,No,No,No,No,Yes,No,No
314,3.72,Medium,F,No,35,No,No,No,No,No,No,No
315,5.4,Long,M,Yes,40,No,No,No,No,No,No,No
316,6.01,Medium,F,Yes,25,No,No,No,No,No,No,No
317,8.3,Medium,M,Yes,56,No,No,No,Yes,Yes,No,Yes
318,9.94,Long,F,No,21,No,Yes,No,No,No,Yes,No
319,2.13,Short,F,No,44,Yes,No,No,No,No,Yes,No
320,9.84,Medium,M,Yes,39,No,Yes,Yes,No,No,Yes,No
321,3.3,Long,M,Yes,49,No,Yes,Yes,No,Yes,Yes,No
322,6.31,Long,M,Yes,53,Yes,Yes,No,No,No,Yes,No
323,7.85,Long,M,No,37,Yes,Yes,No,No,No,Yes,Yes
324,7.57,Medium,M,No,26,Yes,No,No,No,Yes,Yes,No
325,7.46,Medium,M,No,39,No,Yes,No,No,No,Yes,No
326,5.94,Long,F,No,44,No,Yes,No,Yes,Yes,Yes,Yes
327,8.98,Short,F,No,49,No,No,Yes,No,No,Yes,No
328,7.11,Medium,F,Yes,30,Yes,Yes,Yes,No,No,Yes,No
329,3.73,Medium,M,No,53,No,No,No,No,No,Yes,No
330,3.94,Long,F,No,30,No,No,No,No,No,No,No
331,5.43,Long,F,No,36,No,No,Yes,No,No,Yes,No
332,4.11,Medium,F,No,36,No,No,No,No,No,Yes,Yes
333,6.58,Long,F,Yes,52,No,No,No,Yes,No,No,Yes
334,7.12,Long,F,No,22,Yes,Yes,No,No,No,Yes,No
335,4.02,Long,M,Yes,23,No,No,Yes,No,No,Yes,Yes
336,4.02,Medium,M,Yes,31,No,No,No,Yes,Yes,Yes,No
337,4.02,Long,F,Yes,36,No,No,No,Yes,Yes,No,No
338,10.04,Long,M,Yes,27,No,No,No,Yes,No,No,Yes
339,9.11,Medium,F,Yes,34,No,No,No,Yes,Yes,No,No
340,5.07,Long,M,Yes,29,No,No,No,No,Yes,Yes,No
341,7.66,Medium,F,No,54,No,No,No,No,Yes,Yes,No
342,6.51,Long,M,No,29,No,No,No,No,No,Yes,No
343,7.33,Short,F,Yes,27,No,No,No,No,Yes,No,No
344,8.68,Short,M,Yes,39,Yes,No,Yes,No,Yes,Yes,No
345,7.07,Medium,M,Yes,25,No,No,No,No,No,No,No
346,6.38,Short,F,Yes,47,No,Yes,Yes,No,No,Yes,Yes
347,8.35,Long,M,No,39,Yes,Yes,No,No,No,No,No
348,8,Short,F,Yes,39,No,No,No,No,No,No,No
349,7.86,Short,M,Yes,32,No,No,No,No,No,No,No
350,4.62,Long,F,No,50,No,No,No,No,Yes,No,No
351,4.55,Long,F,Yes,36,Yes,No,No,No,Yes,No,Yes
352,4.99,Long,F,No,20,No,No,No,No,No,No,No
353,8.09,Long,F,No,32,No,Yes,Yes,No,Yes,Yes,No
354,2.42,Medium,M,Yes,35,Yes,Yes,No,No,No,No,No
355,9.46,Long,F,Yes,49,No,No,No,No,Yes,No,No
356,6.48,Long,M,No,21,Yes,Yes,No,No,No,Yes,No
357,9.86,Long,F,No,36,No,No,No,Yes,No,No,No
358,3.39,Long,F,No,49,Yes,No,No,No,Yes,No,No
359,5.97,Long,F,No,36,No,No,No,No,Yes,No,No
360,4.56,Long,M,Yes,48,No,No,No,No,No,No,No
361,8.36,Medium,M,Yes,38,No,No,No,No,No,No,Yes
362,3.54,Long,F,No,50,Yes,No,No,Yes,Yes,No,No
363,5.23,Long,F,Yes,28,Yes,Yes,Yes,No,No,Yes,Yes
364,9.88,Long,M,Yes,23,No,Yes,No,No,Yes,Yes,No
365,6.59,Medium,M,No,23,No,Yes,No,No,No,Yes,No
366,9.28,Medium,M,No,46,No,No,Yes,Yes,Yes,No,No
367,9.32,Long,F,Yes,49,No,No,No,Yes,No,No,No
368,9.93,Medium,F,No,19,Yes,Yes,Yes,No,No,No,No
369,2.23,Short,F,Yes,48,No,No,No,No,Yes,No,No
370,9.64,Medium,F,Yes,25,No,No,No,Yes,No,No,No
371,5.03,Medium,F,No,31,Yes,No,No,No,No,Yes,No
372,9.02,Medium,F,No,45,No,No,Yes,No,No,No,No
373,9.38,Long,F,No,41,No,No,No,No,Yes,No,No
374,2.77,Long,F,Yes,44,No,No,No,Yes,Yes,Yes,No
375,2.3,Long,F,No,37,No,No,No,No,Yes,No,No
376,4.08,Medium,M,Yes,18,No,No,No,No,No,No,No
377,2.05,Short,F,No,43,No,No,No,No,Yes,No,Yes
378,8.79,Medium,M,No,34,No,No,No,No,No,No,Yes
379,3.93,Long,M,Yes,44,Yes,Yes,No,No,No,Yes,Yes
380,2.93,Medium,F,Yes,31,No,No,No,No,Yes,No,No
381,4.29,Long,M,Yes,50,Yes,No,Yes,No,No,Yes,No
382,4.29,Short,M,Yes,23,No,No,No,No,No,No,No
383,3.84,Long,F,Yes,46,No,No,No,No,No,No,Yes
384,3.29,Medium,M,Yes,20,Yes,No,No,No,No,Yes,No
385,3.2,Long,M,No,40,No,Yes,No,No,No,No,No
386,4.31,Long,M,Yes,51,No,No,Yes,Yes,No,Yes,No
387,8.02,Long,F,Yes,40,Yes,Yes,No,No,Yes,Yes,Yes
388,6.75,Medium,F,Yes,43,Yes,No,No,No,Yes,No,No
389,3.19,Long,M,No,40,No,Yes,Yes,No,No,Yes,No
390,9.5,Long,F,Yes,32,No,No,No,No,No,No,No
391,8.87,Long,F,No,20,No,No,No,No,No,No,No
392,8.77,Long,M,No,49,Yes,Yes,Yes,Yes,No,Yes,No
393,7.47,Long,M,Yes,27,Yes,No,No,No,Yes,No,Yes
394,8.84,Medium,F,No,33,No,No,No,No,No,No,No
395,5.04,Medium,F,Yes,45,Yes,No,No,Yes,Yes,No,No
396,2.83,Short,F,No,31,Yes,No,No,No,Yes,No,No
397,6.66,Medium,M,No,43,No,Yes,No,No,No,Yes,No
398,8.99,Long,F,No,44,No,No,No,No,Yes,No,No
399,4,Medium,M,No,34,Yes,No,No,No,No,No,Yes
400,7.48,Long,F,No,52,No,No,No,No,No,No,No
401,9.51,Short,M,Yes,48,Yes,No,No,No,Yes,No,No
402,7.86,Long,F,Yes,35,Yes,Yes,No,No,No,Yes,No
403,7.1,Long,F,Yes,49,Yes,No,No,No,No,No,No
404,3.53,Medium,F,No,37,Yes,Yes,No,No,No,Yes,No
405,8.74,Medium,M,Yes,26,Yes,No,No,No,Yes,No,No
