Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
133,7.07,Short,F,No,55,Yes,No,Yes,No,No,No,Yes
134,7.43,Medium,F,Yes,23,No,Yes,No,No,No,Yes,No
135,7.43,Long,F,Yes,50,No,No,No,No,Yes,Yes,No
136,5.03,Medium,F,Yes,45,No,No,No,No,No,No,No
137,7.13,Medium,M,Yes,46,No,No,No,No,No,No,No
138,3.71,Long,F,Yes,42,Yes,Yes,No,No,No,Yes,No
139,7.67,Long,F,Yes,23,No,No,No,No,No,No,No
140,2.1,Medium,F,No,30,No,No,No,No,No,No,No
141,6.37,Long,F,Yes,30,No,No,No,No,No,No,No
142,7.52,Long,F,Yes,39,Yes,No,No,No,No,Yes,No
143,8.44,Long,M,Yes,54,Yes,No,Yes,No,Yes,No,Yes
144,5.51,Short,M,No,21,Yes,Yes,No,No,Yes,Yes,No
145,5.54,Long,M,Yes,27,No,No,No,No,No,No,No
146,5.6,Short,F,No,43,No,No,No,Yes,Yes,Yes,No
147,4.52,Long,M,Yes,22,No,Yes,No,No,Yes,Yes,No
148,4.03,Medium,M,No,52,Yes,No,No,No,No,No,No
149,3.95,Long,M,Yes,29,No,No,No,Yes,Yes,No,Yes
150,5.38,Long,M,Yes,42,No,No,No,No,No,No,No
151,3.2,Medium,F,No,25,No,Yes,Yes,No,No,Yes,No
152,7.78,Medium,M,No,36,No,No,No,No,Yes,No,No
153,8.32,Long,F,No,55,Yes,Yes,No,No,No,Yes,Yes
154,3.93,Medium,M,No,20,No,No,No,Yes,Yes,No,No
155,9.2,Long,F,Yes,50,No,No,No,No,Yes,No,No
156,9.08,Short,F,No,53,Yes,No,Yes,No,No,Yes,No
157,2.64,Short,F,Yes,35,No,No,No,No,No,No,No
158,9.9,Medium,M,Yes,20,No,No,No,No,Yes,No,No
159,2.89,Medium,M,Yes,28,No,No,No,No,No,Yes,No
160,4.76,Long,F,Yes,23,No,No,No,No,No,No,Yes
161,7.62,Long,F,Yes,42,Yes,Yes,Yes,No,No,Yes,No
162,4.44,Medium,M,No,47,No,No,No,No,Yes,Yes,No
163,2.67,Short,M,No,33,No,No,No,No,No,No,No
164,8.19,Long,F,Yes,24,No,No,No,No,No,No,No
165,9.12,Medium,M,No,37,No,No,No,No,No,No,No
166,3.5,Long,M,No,37,No,No,No,No,Yes,No,Yes
167,8.66,Long,M,No,53,Yes,Yes,Yes,No,No,Yes,No
168,7.61,Long,F,Yes,22,No,Yes,No,No,No,Yes,Yes
169,2.26,Medium,F,No,23,No,Yes,No,No,No,Yes,No
170,6.63,Medium,M,Yes,45,Yes,No,No,Yes,Yes,Yes,Yes
171,7.92,Medium,F,No,32,No,No,No,No,No,Yes,No
172,7.68,Short,F,No,56,No,No,No,No,No,No,No
173,2.6,Long,M,Yes,36,Yes,Yes,Yes,No,No,No,No
174,7.82,Long,F,Yes,43,Yes,Yes,Yes,No,No,Yes,Yes
175,5.29,Long,M,Yes,27,No,No,No,No,No,No,No
176,7.8,Medium,M,Yes,31,No,Yes,No,No,No,No,No
177,9.42,Medium,F,Yes,20,No,No,No,No,Yes,No,No
178,3.15,Long,F,Yes,20,No,No,No,Yes,Yes,No,No
179,5.5,Long,M,No,53,Yes,Yes,Yes,No,Yes,Yes,No
180,2.32,Medium,F,No,17,No,No,No,No,No,Yes,No
181,7.6,Medium,F,Yes,37,No,No,No,No,Yes,No,No
182,3.95,Long,F,Yes,41,No,No,No,No,No,No,No
183,8.15,Short,F,Yes,48,No,Yes,Yes,No,Yes,Yes,No
184,3.65,Medium,M,No,52,No,No,No,No,No,No,No
185,3.96,Medium,F,Yes,37,No,No,No,No,No,No,No
186,9.7,Long,M,Yes,28,No,No,No,No,Yes,No,No
187,4.42,Long,F,No,25,Yes,Yes,Yes,No,No,Yes,No
188,5.37,Short,F,No,17,No,No,No,No,No,No,No
189,3.5,Long,M,No,31,No,No,Yes,Yes,Yes,No,No
190,4.96,Long,F,Yes,24,No,Yes,No,No,Yes,Yes,Yes
191,4.33,Medium,M,Yes,51,No,No,No,No,Yes,Yes,No
192,5.8,Long,F,Yes,52,Yes,No,Yes,No,No,Yes,No
193,7.78,Medium,M,Yes,35,Yes,No,No,No,Yes,No,No
194,6.45,Short,M,No,32,Yes,No,No,No,No,No,Yes
195,9.96,Long,F,No,25,No,No,No,No,No,No,No
196,3.54,Long,F,No,50,Yes,No,No,Yes,Yes,No,No
197,10.05,Long,M,Yes,19,No,No,No,No,No,No,No
198,9.33,Long,F,Yes,50,No,No,No,No,Yes,No,No
199,9.92,Medium,M,No,37,No,No,No,No,No,No,No
200,6.25,Medium,M,Yes,35,Yes,No,No,No,Yes,Yes,No
201,5.46,Medium,M,Yes,29,Yes,Yes,No,No,No,Yes,Yes
202,9.84,Short,M,No,43,No,No,No,No,No,No,No
203,5.09,Long,F,No,50,No,No,No,No,No,Yes,No
204,2.55,Medium,M,Yes,31,Yes,No,No,No,No,Yes,No
205,9.75,Long,F,Yes,26,Yes,Yes,Yes,No,Yes,Yes,No
206,8.61,Long,M,Yes,25,No,No,No,No,Yes,No,No
207,4.28,Medium,M,No,40,No,No,No,No,No,No,No
208,6.56,Short,M,No,21,No,No,No,No,Yes,No,No
209,7.64,Long,M,No,31,No,No,No,No,Yes,No,No
210,4.41,Medium,M,Yes,50,No,Yes,No,No,Yes,No,No
211,9.31,Medium,M,No,48,Yes,Yes,Yes,No,Yes,Yes,Yes
212,6.34,Short,M,Yes,34,Yes,No,No,No,No,Yes,No
213,9.09,Short,F,No,50,No,No,No,No,No,Yes,No
214,3.78,Long,M,Yes,53,No,No,No,No,No,No,Yes
215,8.63,Medium,F,No,44,No,Yes,Yes,No,Yes,Yes,No
216,6.62,Long,M,Yes,38,Yes,Yes,Yes,No,No,Yes,No
217,6.7,Medium,M,No,22,Yes,No,No,No,No,No,No
218,2.49,Long,F,No,53,Yes,Yes,Yes,No,No,Yes,No
219,2.87,Long,M,Yes,53,Yes,No,No,No,Yes,No,No
220,8.34,Short,M,No,24,No,Yes,Yes,No,No,Yes,No
221,7.86,Short,M,Yes,32,No,No,No,No,No,No,No
222,2.24,Medium,M,Yes,50,Yes,No,No,No,No,No,No
223,5.92,Medium,M,Yes,28,No,No,No,No,No,No,No
224,6.53,Medium,F,No,29,Yes,No,No,No,No,Yes,Yes
225,3.14,Short,F,Yes,26,No,No,No,No,No,No,No
226,2.56,Long,M,No,49,No,No,No,No,Yes,No,No
227,8.97,Long,F,No,44,No,No,Yes,No,No,Yes,No
228,7.63,Long,F,No,41,No,No,No,No,Yes,No,No
229,2.51,Long,F,No,24,Yes,No,Yes,No,No,No,No
230,6.39,Medium,M,No,52,Yes,Yes,No,Yes,No,Yes,No
231,5.04,Medium,F,Yes,45,Yes,No,No,Yes,Yes,No,No
232,4.88,Long,F,No,44,Yes,No,No,No,No,Yes,No
233,6.82,Long,F,Yes,42,Yes,No,Yes,No,Yes,No,No
234,2.44,Medium,M,No,17,No,Yes,No,No,Yes,Yes,No
235,4.53,Medium,F,No,48,No,Yes,Yes,No,No,Yes,No
236,3.93,Long,M,Yes,44,Yes,Yes,No,No,No,Yes,Yes
237,3.32,Long,F,No,52,No,No,No,No,Yes,No,No
238,5,Long,M,No,56,Yes,No,No,No,Yes,No,No
239,5.46,Long,F,Yes,43,No,Yes,No,No,No,Yes,No
240,7.84,Medium,M,Yes,34,Yes,Yes,Yes,Yes,Yes,Yes,No
241,6.77,Short,M,No,53,Yes,No,No,Yes,Yes,No,Yes
242,8.42,Long,M,No,25,No,No,No,No,No,Yes,No
243,9.04,Short,F,No,52,No,No,No,No,No,No,No
244,3.56,Short,F,No,35,No,No,No,No,Yes,No,No
245,2.43,Short,M,No,45,No,No,No,No,No,Yes,No
246,5.97,Short,M,Yes,32,No,No,No,No,No,No,No
247,8.94,Medium,M,Yes,43,No,No,No,No,Yes,No,No
248,2.91,Long,F,Yes,31,No,No,No,No,No,Yes,No
249,4.24,Long,M,Yes,23,No,No,No,No,No,No,Yes
250,4.49,Short,M,Yes,24,No,No,No,No,No,No,No
251,7.58,Long,M,Yes,32,No,No,No,No,No,No,No
252,6.6,Medium,M,No,50,No,Yes,No,No,No,Yes,No
253,7.93,Long,M,No,22,Yes,No,No,No,Yes,Yes,No
254,5.02,Medium,F,Yes,31,No,No,No,No,Yes,No,No
255,5.68,Long,M,No,41,No,No,No,No,No,Yes,No
256,9.23,Medium,M,No,51,No,No,No,No,No,No,No
257,6.09,Long,F,Yes,54,No,No,No,No,No,No,No
258,5.93,Short,F,Yes,29,No,No,No,No,No,No,No
259,9.06,Medium,M,No,30,Yes,Yes,Yes,No,No,Yes,No
260,3.17,Medium,F,No,27,No,No,No,Yes,Yes,No,No
261,3.48,Short,F,No,50,Yes,Yes,No,No,No,Yes,No
262,9.36,Long,F,Yes,50,No,No,No,No,No,No,No
263,9.31,Short,M,No,39,No,Yes,Yes,Yes,No,Yes,No
264,6.11,Long,F,No,48,No,No,No,No,No,No,No
265,3.94,Long,F,No,30,No,No,No,No,No,No,No
266,8.09,Long,F,No,32,No,Yes,Yes,No,Yes,Yes,No
267,8.51,Long,M,No,37,No,No,No,No,No,Yes,No
268,5.18,Medium,F,Yes,34,No,No,No,No,Yes,No,No
269,9.86,Medium,M,Yes,22,Yes,Yes,No,No,No,Yes,No
270,9.94,Medium,F,No,37,Yes,No,No,No,No,No,No
271,8.27,Long,F,No,55,Yes,Yes,No,No,No,Yes,No
272,4.8,Medium,F,Yes,38,No,No,Yes,No,No,No,No
273,3.88,Medium,M,Yes,46,No,No,No,No,No,No,No
274,8.47,Medium,F,Yes,46,No,Yes,No,No,No,No,No
275,9.91,Short,F,No,27,No,No,No,No,No,No,No
276,7,Long,F,Yes,25,No,No,No,No,No,Yes,No
277,4.02,Medium,M,No,34,No,No,No,No,No,Yes,No
278,7.63,Short,F,No,46,No,No,No,No,No,Yes,No
279,9.17,Medium,M,No,42,Yes,Yes,Yes,No,No,Yes,No
280,8.75,Long,F,No,30,Yes,No,No,Yes,No,No,Yes
281,6.66,Short,M,Yes,36,No,No,No,No,Yes,No,No
282,3.76,Short,F,No,46,Yes,Yes,No,No,No,No,No
283,8.85,Medium,M,Yes,27,Yes,Yes,No,No,No,Yes,No
284,2.56,Medium,M,Yes,34,Yes,Yes,No,No,Yes,Yes,No
285,4.34,Long,F,No,53,Yes,Yes,No,No,No,Yes,Yes
286,5.04,Medium,F,Yes,52,Yes,Yes,No,No,No,No,No
287,2.65,Long,F,No,40,No,No,No,No,No,No,No
288,5.47,Long,M,Yes,29,No,No,No,No,Yes,No,No
289,6.49,Medium,M,Yes,39,No,No,No,Yes,No,Yes,No
290,6.27,Long,F,Yes,45,Yes,No,No,No,No,No,No
291,10.15,Medium,M,Yes,23,No,No,No,No,No,No,No
292,6.09,Medium,M,No,52,No,No,No,No,No,No,No
293,6.61,Medium,F,No,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes
294,6.16,Medium,M,No,52,Yes,No,No,No,No,No,No
295,6.15,Short,M,Yes,42,No,No,Yes,No,No,Yes,No
296,3.16,Long,M,No,30,No,Yes,No,No,No,Yes,No
297,8.5,Medium,F,No,48,Yes,Yes,Yes,No,No,Yes,Yes
298,7.94,Medium,F,Yes,52,No,No,No,No,No,No,No
299,9.3,Long,M,Yes,40,No,No,No,No,No,No,No
300,2.64,Short,F,No,49,Yes,No,Yes,No,No,Yes,No
301,5.97,Medium,F,Yes,49,Yes,No,Yes,No,Yes,No,No
302,2.8,Long,M,Yes,49,No,Yes,No,Yes,No,No,No
303,2.55,Long,F,Yes,49,No,No,No,No,No,No,No
304,3.19,Short,F,No,57,No,No,No,No,No,Yes,No
305,6.13,Long,M,No,34,Yes,Yes,No,No,No,Yes,No
306,9.81,Short,F,No,51,No,Yes,No,Yes,No,Yes,No
307,8.85,Medium,F,No,34,Yes,No,No,No,Yes,No,No
308,8.77,Short,M,Yes,42,No,Yes,Yes,No,No,Yes,No
309,2.57,Short,M,No,34,No,Yes,No,No,No,Yes,No
310,5.05,Medium,F,Yes,51,Yes,Yes,Yes,No,Yes,Yes,No
311,6.33,Long,M,Yes,28,No,No,No,No,No,Yes,No
312,8.57,Short,F,Yes,44,Yes,Yes,No,Yes,No,Yes,No
313,7.89,Long,F,No,32,No,Yes,No,No,No,Yes,No
314,2.03,Short,M,Yes,23,No,No,No,No,Yes,No,No
315,3.37,Medium,F,Yes,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes
316,8.56,Long,M,No,44,Yes,No,Yes,No,Yes,No,Yes
317,9.02,Long,F,Yes,35,No,No,No,No,No,No,No
318,9.14,Long,F,Yes,47,Yes,No,No,No,No,Yes,No
319,5.62,Long,F,No,22,No,Yes,Yes,No,No,Yes,No
320,10,Short,F,No,31,Yes,No,No,No,Yes,Yes,No
321,2.62,Long,F,No,55,Yes,No,No,No,Yes,No,No
322,4.83,Medium,F,No,40,Yes,No,No,No,Yes,Yes,No
323,2.4,Medium,F,No,53,No,No,Yes,No,No,Yes,No
324,4.28,Long,M,Yes,43,No,Yes,No,No,Yes,Yes,No
325,4.85,Short,F,No,50,No,Yes,No,Yes,No,Yes,Yes
326,7.23,Short,F,No,20,Yes,No,No,No,No,No,No
327,2.19,Long,F,Yes,33,No,No,No,No,No,No,No
328,3.16,Long,F,Yes,21,Yes,No,Yes,No,No,Yes,No
329,2.6,Long,M,No,51,No,No,No,No,No,Yes,No
330,9.01,Long,F,No,47,Yes,No,No,No,No,No,No
331,5.85,Short,M,Yes,32,No,No,No,No,No,Yes,No
332,9.08,Medium,M,No,26,No,No,No,No,No,No,No
333,2.68,Long,M,No,51,Yes,No,No,No,No,No,Yes
334,9.07,Medium,F,No,32,No,Yes,No,No,No,Yes,No
335,4.1,Short,M,No,24,Yes,No,No,No,No,Yes,No
336,9.41,Short,M,No,45,Yes,Yes,No,No,No,Yes,No
337,2.09,Long,M,Yes,49,No,No,No,No,No,No,No
338,4.64,Short,M,Yes,47,No,No,No,No,Yes,No,No
339,7.74,Medium,F,No,40,No,No,No,No,Yes,Yes,No
340,6.66,Medium,F,No,41,No,No,No,No,No,Yes,No
341,8.45,Medium,M,No,21,Yes,Yes,Yes,Yes,No,Yes,No
342,4.86,Medium,F,No,28,No,No,No,No,No,Yes,Yes
343,7.59,Long,F,No,50,No,No,No,No,No,No,No
344,7.89,Medium,F,No,27,No,No,No,No,No,No,No
345,5.66,Medium,M,Yes,20,No,No,No,No,Yes,No,No
346,9.89,Medium,F,Yes,28,Yes,Yes,No,No,No,Yes,No
347,8.17,Medium,M,Yes,36,Yes,No,Yes,No,No,No,No
348,3.23,Long,M,No,24,No,No,No,No,No,No,No
349,9.25,Medium,F,Yes,22,Yes,No,No,No,No,No,Yes
350,3.76,Short,M,Yes,20,No,No,No,No,Yes,No,No
351,2.81,Short,F,No,31,No,No,Yes,No,Yes,Yes,Yes
352,4.73,Short,M,No,27,Yes,Yes,No,No,No,Yes,No
353,5.13,Medium,F,No,39,No,No,No,No,Yes,No,No
354,3.33,Long,M,No,52,Yes,No,No,No,No,No,No
355,5.18,Short,M,No,27,Yes,Yes,Yes,No,No,No,No
356,7.64,Medium,F,No,45,No,No,No,No,No,No,No
357,2.77,Long,M,No,31,No,No,No,No,Yes,No,No
358,9.35,Long,M,No,34,Yes,No,Yes,Yes,No,No,Yes
359,6.56,Medium,F,No,41,No,No,No,No,No,Yes,No
360,7.01,Medium,F,No,37,Yes,Yes,Yes,No,No,Yes,No
361,4.72,Medium,F,No,42,Yes,No,Yes,No,Yes,Yes,No
362,8.83,Short,F,No,49,No,No,No,No,No,No,No
363,6.74,Short,M,No,51,Yes,No,No,No,Yes,No,No
364,3.35,Long,M,No,31,Yes,Yes,Yes,No,No,Yes,No
365,5.22,Short,M,Yes,25,Yes,No,No,No,No,No,No
366,6.85,Short,F,No,44,No,No,No,No,No,Yes,No
367,3.87,Medium,F,No,45,No,No,No,No,No,No,No
368,4.16,Short,M,No,41,No,No,No,No,No,No,No
369,8.32,Long,F,Yes,24,No,No,No,No,No,No,No
370,9.98,Long,M,Yes,20,Yes,Yes,Yes,No,Yes,Yes,No
371,6.85,Medium,F,Yes,27,No,No,No,No,No,No,No
372,3.93,Medium,M,No,22,Yes,Yes,No,No,No,Yes,No
373,8.92,Long,F,No,49,No,No,No,No,No,No,No
374,8.31,Long,M,Yes,43,No,No,No,No,No,No,No
375,9.32,Long,F,Yes,27,No,No,No,No,No,No,No
376,3.53,Short,F,No,21,Yes,Yes,No,No,No,No,No
377,7.08,Long,F,Yes,33,Yes,Yes,No,No,No,No,No
378,2.11,Long,F,No,32,Yes,Yes,No,No,No,Yes,No
379,8.85,Long,F,No,32,Yes,No,No,No,No,Yes,No
380,7.29,Long,F,No,50,Yes,No,No,No,No,No,No
381,5.54,Short,F,No,27,No,No,No,No,No,No,No
382,5.01,Long,F,No,49,Yes,Yes,No,No,No,Yes,No
383,9.15,Long,F,Yes,47,Yes,Yes,Yes,No,Yes,Yes,No
384,8.13,Long,F,Yes,41,Yes,No,No,No,No,No,No
385,9.52,Short,M,Yes,24,No,No,No,No,No,No,No
386,6,Short,F,No,37,No,No,No,No,No,No,No
387,7.26,Medium,F,No,21,No,No,No,No,No,No,No
388,7.92,Medium,M,Yes,38,No,No,Yes,No,Yes,No,Yes
389,5.47,Medium,M,Yes,32,No,No,No,No,No,No,No
390,5.03,Medium,F,No,25,No,No,No,No,Yes,Yes,No
391,8.56,Long,M,No,39,Yes,Yes,Yes,No,No,No,No
392,7.51,Long,M,Yes,25,No,No,No,No,No,No,Yes
393,5.73,Medium,F,No,34,No,No,No,No,No,No,Yes
394,2.22,Medium,M,Yes,43,No,No,No,No,No,Yes,No
395,8.69,Medium,F,Yes,34,No,Yes,Yes,No,No,No,No
396,9.13,Long,F,Yes,40,Yes,No,No,No,No,No,No
397,8.08,Medium,M,No,21,No,No,No,No,Yes,No,No
398,3.31,Short,M,No,17,No,No,No,No,No,No,Yes
399,3.72,Medium,M,No,29,No,No,No,No,No,No,No
400,2.31,Short,F,No,22,Yes,Yes,Yes,No,No,Yes,No
401,7.82,Short,F,Yes,29,No,No,No,No,No,No,Yes
402,8.07,Long,M,Yes,25,Yes,No,No,No,Yes,No,No
403,9.4,Long,F,Yes,46,No,No,No,No,Yes,Yes,No
404,6,Medium,F,Yes,45,No,No,No,No,Yes,No,No
405,6.26,Long,F,Yes,51,No,No,No,No,No,No,No
406,9.76,Long,M,Yes,32,No,No,No,No,Yes,No,No
407,3.63,Short,F,No,18,No,No,No,No,No,No,No
408,7.84,Short,F,Yes,38,No,No,No,No,Yes,Yes,No
409,5.54,Long,M,No,29,Yes,Yes,Yes,No,No,Yes,No
410,2.2,Short,F,Yes,29,No,No,No,No,Yes,Yes,No
