Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
134,6.77,Short,M,No,53,Yes,No,No,Yes,Yes,No,Yes
135,4.29,Short,M,Yes,23,No,No,No,No,No,No,No
136,8.57,Long,M,Yes,27,Yes,No,No,Yes,Yes,No,No
137,2.08,Medium,M,Yes,51,No,No,No,No,No,No,No
138,4.33,Short,M,Yes,32,No,No,No,No,No,No,No
139,6.26,Short,F,Yes,21,No,Yes,No,No,Yes,Yes,No
140,5.25,Medium,F,Yes,32,No,No,No,Yes,No,No,Yes
141,5.2,Long,F,No,26,No,No,No,No,No,No,Yes
142,5.39,Medium,M,No,45,No,No,No,No,No,No,No
143,5.85,Long,F,No,27,Yes,Yes,No,No,Yes,Yes,No
144,4.03,Medium,M,No,48,No,No,No,No,Yes,No,No
145,3.14,Medium,F,No,53,No,No,Yes,No,Yes,No,No
146,8.38,Long,F,Yes,23,Yes,Yes,Yes,No,No,Yes,No
147,3.33,Long,F,No,22,Yes,Yes,No,No,No,Yes,Yes
148,5.51,Long,F,Yes,39,Yes,Yes,No,No,No,Yes,No
149,7.5,Short,M,No,42,No,No,No,No,No,No,No
150,6.15,Medium,M,Yes,37,No,No,No,No,Yes,No,No
151,5.39,Long,M,Yes,35,Yes,No,No,Yes,Yes,No,No
152,6.4,Medium,M,No,53,No,No,No,No,Yes,Yes,No
153,6.82,Medium,F,Yes,25,No,Yes,No,No,Yes,No,No
154,7.18,Long,M,No,43,Yes,Yes,Yes,No,Yes,Yes,No
155,3.16,Long,F,Yes,21,Yes,No,Yes,No,No,Yes,No
156,2.67,Short,M,Yes,20,No,No,No,No,No,No,No
157,2.12,Long,F,No,30,No,No,No,No,No,No,No
158,7.58,Long,M,Yes,53,No,No,No,No,No,No,No
159,6.31,Short,F,Yes,48,No,No,No,No,Yes,No,No
160,4.06,Medium,M,No,44,Yes,No,No,No,No,Yes,No
161,2.34,Long,F,Yes,21,Yes,No,Yes,Yes,No,No,Yes
162,6.15,Medium,F,Yes,44,Yes,Yes,No,No,Yes,Yes,No
163,3.95,Medium,M,Yes,51,No,No,No,No,No,No,No
164,3.17,Long,F,Yes,46,No,No,No,No,No,Yes,No
165,5.76,Long,F,Yes,51,No,No,No,No,No,No,No
166,2.9,Short,F,No,26,Yes,Yes,Yes,No,Yes,Yes,No
167,4.39,Medium,F,Yes,37,No,No,No,No,Yes,No,No
168,2.92,Medium,F,Yes,53,No,Yes,No,No,No,Yes,No
169,2.46,Long,M,Yes,21,No,No,No,No,Yes,No,No
170,8.31,Long,F,No,49,Yes,No,No,No,No,No,No
171,8.69,Long,M,Yes,23,No,No,No,No,No,No,No
172,3.05,Medium,M,Yes,38,No,No,No,No,No,No,No
173,7.91,Medium,F,No,31,Yes,No,No,No,No,No,No
174,3.47,Short,F,Yes,52,Yes,No,No,No,No,Yes,No
175,6.31,Long,F,Yes,27,Yes,No,No,No,No,No,No
176,3.79,Long,M,Yes,31,No,No,No,No,Yes,No,No
177,4.78,Long,F,No,32,No,Yes,No,No,No,No,No
178,7.05,Medium,M,Yes,30,No,No,No,Yes,Yes,No,Yes
179,6.58,Medium,M,No,52,No,No,No,No,No,Yes,No
180,5.74,Short,F,No,38,No,No,Yes,No,Yes,Yes,No
181,9.15,Medium,M,No,51,No,No,No,No,No,No,No
182,5.66,Medium,M,Yes,20,No,No,No,No,Yes,No,No
183,7.54,Long,F,No,54,No,No,No,Yes,Yes,No,No
184,5.86,Long,F,Yes,56,No,No,No,No,No,No,No
185,3.87,Medium,M,No,31,No,No,No,No,No,No,No
186,6.39,Medium,M,No,44,Yes,Yes,No,No,No,Yes,No
187,8.97,Long,F,No,44,No,No,Yes,No,No,Yes,No
188,2.14,Long,F,Yes,24,No,Yes,No,No,Yes,Yes,No
189,6.54,Medium,M,No,45,No,No,No,No,No,No,No
190,3.02,Medium,M,Yes,24,No,No,No,No,No,No,No
191,3.07,Short,F,No,57,Yes,No,No,No,No,No,No
192,6.28,Long,M,No,35,No,No,No,No,No,No,No
193,6.88,Medium,F,Yes,29,No,No,No,No,Yes,No,No
194,3.36,Short,M,No,21,Yes,Yes,No,No,No,Yes,No
195,7.16,Long,M,No,39,Yes,Yes,No,No,No,Yes,No
196,4.97,Long,F,Yes,24,No,No,No,No,No,Yes,No
197,6.43,Long,F,Yes,21,No,No,No,No,No,No,No
198,3.34,Long,M,Yes,49,No,No,No,No,No,No,No
199,4.96,Medium,F,No,36,No,No,No,No,Yes,No,No
200,2.14,Short,F,Yes,50,No,No,No,No,No,No,No
201,4.78,Short,M,Yes,49,Yes,Yes,No,No,Yes,Yes,No
202,8.31,Medium,M,Yes,40,Yes,No,No,No,Yes,Yes,No
203,8.33,Long,M,Yes,47,No,Yes,Yes,Yes,Yes,Yes,Yes
204,8.12,Medium,M,Yes,40,Yes,No,No,No,Yes,No,No
205,3.84,Medium,M,Yes,51,Yes,No,No,No,No,No,No
206,7.54,Long,M,No,25,No,Yes,No,No,Yes,Yes,No
207,9.86,Medium,M,No,33,No,No,No,No,Yes,No,Yes
208,6.25,Long,M,No,33,No,No,No,No,No,No,No
209,2.2,Short,F,Yes,28,No,Yes,Yes,No,No,Yes,No
210,3.83,Long,F,Yes,35,Yes,Yes,Yes,No,No,Yes,No
211,8.31,Long,M,Yes,43,No,No,No,No,No,No,No
212,6.05,Medium,F,Yes,22,No,No,No,No,No,No,Yes
213,7.32,Short,F,Yes,28,No,Yes,No,No,No,Yes,No
214,6.49,Long,M,No,23,Yes,Yes,No,Yes,Yes,Yes,No
215,2.81,Medium,F,Yes,47,No,Yes,Yes,No,No,Yes,No
216,8.87,Long,F,Yes,26,No,No,No,No,No,No,No
217,8.13,Long,F,Yes,41,Yes,No,No,No,No,No,No
218,6.86,Medium,M,No,38,No,No,No,No,No,No,Yes
219,5.03,Long,F,Yes,24,Yes,No,No,No,No,No,No
220,2.54,Long,F,No,32,Yes,No,No,No,No,Yes,No
221,7.7,Medium,F,No,44,No,No,No,No,No,No,No
222,2.84,Medium,F,Yes,52,No,No,No,No,No,No,Yes
223,8.58,Medium,F,No,43,Yes,Yes,No,No,No,No,No
224,10.03,Short,F,No,24,No,Yes,No,No,No,Yes,No
225,3.2,Short,F,Yes,31,Yes,No,No,No,No,No,Yes
226,2.68,Medium,F,Yes,34,Yes,Yes,No,No,Yes,Yes,No
227,6.64,Medium,M,No,21,No,No,No,No,No,No,No
228,3.58,Short,F,No,54,Yes,Yes,Yes,No,No,Yes,No
229,8.32,Medium,M,Yes,27,No,Yes,No,No,No,No,No
230,9.42,Long,F,Yes,34,No,No,No,No,No,No,No
231,2.11,Long,M,No,24,No,No,No,No,No,No,No
232,4.76,Long,F,No,31,No,Yes,No,No,Yes,No,No
233,2.58,Long,F,Yes,33,No,No,No,No,No,Yes,No
234,4.58,Long,M,No,22,Yes,Yes,Yes,Yes,No,Yes,No
235,3.15,Medium,M,No,29,No,No,No,Yes,No,No,No
236,3.36,Long,F,No,27,No,No,No,No,No,No,No
237,3.76,Medium,F,Yes,35,Yes,No,No,No,No,No,No
238,9.37,Long,F,No,40,No,No,No,No,Yes,No,No
239,8.78,Medium,M,No,21,No,No,No,No,Yes,No,No
240,9.69,Medium,M,Yes,44,No,No,No,No,Yes,No,No
241,8.42,Long,M,No,25,No,No,No,No,No,Yes,No
242,4.46,Medium,F,Yes,36,No,No,No,No,No,Yes,No
243,9.37,Long,M,Yes,46,Yes,Yes,Yes,No,Yes,Yes,No
244,3.61,Medium,M,No,46,No,No,No,Yes,No,No,No
245,8.63,Medium,M,No,43,Yes,No,Yes,Yes,No,Yes,No
246,2.22,Medium,M,Yes,43,Yes,Yes,No,No,Yes,Yes,No
247,5.95,Short,F,Yes,33,Yes,Yes,No,No,Yes,No,No
248,2.19,Short,F,Yes,24,No,No,No,No,Yes,No,Yes
249,2.36,Medium,F,No,49,Yes,Yes,No,No,No,Yes,No
250,7.28,Medium,F,Yes,28,No,No,No,Yes,Yes,No,Yes
251,6.48,Medium,M,Yes,32,No,No,No,No,No,No,No
252,6.33,Long,F,Yes,45,Yes,No,Yes,Yes,Yes,No,No
253,6.97,Long,F,Yes,47,No,No,Yes,No,No,No,Yes
254,9.71,Long,F,No,38,No,No,No,No,No,No,No
255,5.89,Medium,F,Yes,54,No,No,No,No,No,No,Yes
256,5.43,Long,M,No,53,No,No,No,No,No,No,No
257,3.86,Long,F,Yes,22,Yes,No,No,Yes,Yes,Yes,No
258,3.14,Short,F,Yes,26,No,No,No,No,No,No,No
259,3.11,Medium,M,Yes,35,No,No,Yes,No,Yes,No,No
260,4.46,Medium,F,No,29,Yes,No,No,No,Yes,No,No
261,9.25,Long,F,No,22,No,No,Yes,No,No,No,No
262,8.66,Long,M,No,49,No,No,No,No,No,No,No
263,4.58,Long,M,Yes,21,Yes,Yes,No,No,No,Yes,No
264,5.68,Long,F,No,30,No,No,No,No,No,Yes,No
265,7.78,Medium,M,No,36,No,No,No,No,Yes,No,No
266,5.51,Long,F,No,28,No,No,No,Yes,No,No,No
267,2.64,Long,F,Yes,53,No,No,Yes,No,No,Yes,No
268,3.3,Long,M,Yes,49,No,Yes,Yes,No,Yes,Yes,No
269,6.43,Medium,M,No,51,No,Yes,Yes,No,No,Yes,No
270,5.43,Long,F,Yes,26,No,No,No,No,No,No,No
271,8.94,Short,F,No,34,Yes,No,No,No,No,No,No
272,2.34,Long,F,Yes,27,No,No,No,No,No,No,No
273,6.71,Long,F,Yes,49,No,No,No,Yes,No,No,Yes
274,6.88,Medium,F,Yes,44,No,No,No,No,No,No,No
275,6.66,Medium,M,No,51,No,No,No,No,Yes,No,Yes
276,8.67,Long,F,Yes,24,Yes,No,No,Yes,Yes,No,Yes
277,2.2,Short,M,Yes,53,Yes,No,No,No,No,No,No
278,6.21,Medium,F,No,23,No,No,No,Yes,Yes,No,Yes
279,5.41,Long,F,Yes,53,No,No,No,No,Yes,No,No
280,5.52,Short,F,Yes,28,No,No,No,No,Yes,No,No
281,2.47,Short,M,No,21,No,No,No,No,No,No,No
282,8.77,Long,F,Yes,42,No,Yes,No,No,No,Yes,No
283,2.34,Short,M,No,44,No,Yes,No,No,No,Yes,No
284,4.19,Short,M,No,27,Yes,Yes,No,No,Yes,Yes,No
285,8.85,Long,F,No,32,Yes,No,No,No,No,Yes,No
286,2.5,Medium,M,No,26,Yes,No,No,No,Yes,No,No
287,5.84,Short,M,No,22,No,No,No,No,No,Yes,No
288,10.05,Long,M,Yes,19,No,No,No,No,No,No,No
289,3.67,Medium,M,Yes,48,Yes,Yes,Yes,No,No,Yes,No
290,8.08,Medium,F,No,40,No,No,No,Yes,Yes,No,No
291,6.39,Long,F,Yes,22,No,No,No,No,No,No,No
292,4.62,Long,F,Yes,25,Yes,No,Yes,No,Yes,Yes,Yes
293,8.94,Medium,M,Yes,34,No,No,No,No,No,No,No
294,5.52,Short,F,No,30,Yes,Yes,No,No,No,Yes,No
295,2.41,Medium,F,No,49,Yes,Yes,Yes,No,No,Yes,No
296,9.93,Long,M,Yes,25,No,No,Yes,No,Yes,No,Yes
297,8.77,Short,F,Yes,30,Yes,No,No,No,Yes,Yes,No
298,3.1,Long,F,No,28,No,Yes,No,No,Yes,Yes,No
299,7.57,Medium,M,No,49,Yes,Yes,No,No,No,Yes,No
300,6.11,Long,F,No,48,No,No,No,No,No,No,No
301,8.62,Medium,M,Yes,32,No,No,No,No,No,No,No
302,4.49,Medium,M,No,40,Yes,Yes,No,No,No,Yes,No
303,8.65,Medium,F,Yes,49,No,No,No,No,No,No,No
304,8.84,Medium,M,No,48,No,No,No,No,Yes,Yes,No
305,5.2,Long,F,Yes,55,No,Yes,No,No,No,No,No
306,9.51,Long,M,No,25,No,No,No,No,Yes,No,No
307,3.35,Long,M,No,23,No,No,Yes,No,No,Yes,No
308,8.71,Short,M,No,53,Yes,No,No,No,No,No,No
309,5.94,Medium,F,No,25,Yes,No,No,No,No,Yes,No
310,5.24,Short,M,Yes,24,Yes,No,No,No,No,Yes,No
311,3.95,Long,F,Yes,41,No,No,No,No,No,No,No
312,3.76,Medium,M,Yes,33,No,No,No,Yes,No,No,Yes
313,5.99,Long,F,No,50,No,No,No,No,No,Yes,No
314,2.55,Long,M,No,49,Yes,Yes,No,No,No,Yes,No
315,2.74,Medium,F,Yes,49,No,Yes,No,No,No,Yes,No
316,8.29,Long,M,Yes,47,No,No,No,No,Yes,No,No
317,8.67,Long,M,Yes,19,No,No,No,No,Yes,No,No
318,6.05,Medium,F,Yes,23,Yes,No,No,No,No,Yes,No
319,3.19,Long,M,No,41,Yes,Yes,Yes,No,Yes,Yes,Yes
320,3.54,Short,F,No,34,No,Yes,No,No,Yes,No,No
321,2.95,Short,F,No,45,Yes,No,No,Yes,No,No,Yes
322,5.58,Medium,F,Yes,43,No,Yes,No,Yes,No,No,No
323,6.01,Medium,M,Yes,36,Yes,Yes,Yes,No,Yes,Yes,No
324,3.74,Medium,M,No,32,No,No,No,Yes,No,No,No
325,7.32,Medium,F,Yes,28,No,No,No,No,No,No,No
326,6.4,Medium,F,No,25,No,No,No,No,No,No,No
327,5.05,Medium,F,Yes,51,Yes,Yes,Yes,No,Yes,Yes,No
328,5,Medium,F,No,32,Yes,Yes,Yes,No,No,Yes,No
329,5.53,Medium,F,Yes,32,Yes,Yes,No,No,No,Yes,No
330,5.3,Medium,F,No,36,Yes,Yes,No,No,No,No,No
331,8.66,Long,M,No,53,Yes,Yes,Yes,No,No,Yes,No
332,8.32,Long,M,Yes,46,Yes,No,No,No,Yes,No,No
333,2.65,Short,F,No,48,Yes,Yes,Yes,No,No,Yes,No
334,6.62,Short,F,No,34,No,No,No,No,Yes,No,Yes
335,6.8,Long,F,Yes,43,No,No,No,Yes,Yes,No,No
336,7.86,Long,F,Yes,35,Yes,Yes,No,No,No,Yes,No
337,6.14,Long,M,No,35,Yes,No,Yes,No,No,Yes,No
338,4.02,Medium,M,No,34,No,No,No,No,No,Yes,No
339,2.64,Long,F,Yes,35,Yes,No,No,No,No,No,No
340,2.55,Long,F,No,33,No,No,No,No,No,No,No
341,6.13,Short,M,Yes,42,No,Yes,Yes,No,No,Yes,Yes
342,2.62,Long,F,No,55,Yes,No,No,No,Yes,No,No
343,3.33,Medium,F,No,27,No,No,No,No,Yes,No,No
344,7.64,Medium,M,No,30,No,No,No,No,No,No,No
345,4.38,Short,M,Yes,23,No,No,Yes,No,Yes,Yes,No
346,3.36,Medium,F,No,51,No,No,No,No,Yes,No,No
347,4.7,Short,F,Yes,23,No,No,No,No,No,No,No
348,8.87,Medium,M,No,31,No,Yes,No,No,Yes,Yes,No
349,4.69,Short,F,No,50,No,No,No,No,No,No,No
350,2.19,Long,F,Yes,33,No,No,No,No,No,No,No
351,6.52,Long,M,No,49,No,No,No,No,No,Yes,No
352,2.3,Short,F,No,21,No,No,No,No,No,No,No
353,2.71,Medium,F,No,37,Yes,Yes,No,No,No,No,No
354,2.79,Medium,M,Yes,45,Yes,Yes,No,No,Yes,Yes,No
355,3.81,Medium,F,Yes,22,No,No,No,No,No,Yes,Yes
356,8.3,Medium,M,Yes,56,No,No,No,Yes,Yes,No,Yes
357,5.6,Long,M,Yes,24,No,Yes,No,No,No,Yes,No
358,2.26,Long,M,No,20,No,No,No,No,No,No,No
359,5.43,Long,M,No,32,Yes,No,Yes,No,Yes,No,No
360,9.24,Medium,F,Yes,23,No,No,No,No,No,No,No
361,6.74,Short,M,No,51,Yes,No,No,No,Yes,No,No
362,2.85,Medium,F,No,24,No,No,No,No,No,No,Yes
363,5.83,Short,M,Yes,20,No,No,Yes,No,Yes,No,No
364,7.94,Medium,M,No,25,No,Yes,No,No,No,No,No
365,7.27,Long,M,No,33,No,No,No,No,No,Yes,No
366,5.18,Medium,F,Yes,34,No,No,No,No,Yes,No,No
367,7.32,Long,M,No,21,No,No,No,No,Yes,No,No
368,7.85,Short,M,Yes,34,No,No,No,No,No,No,No
369,7.08,Short,F,No,54,Yes,Yes,Yes,No,Yes,Yes,No
370,5.6,Short,F,No,42,No,No,No,Yes,Yes,No,Yes
371,10.07,Medium,M,Yes,47,No,No,No,No,No,No,No
372,7.06,Long,F,No,50,No,No,No,No,No,Yes,No
373,9.48,Long,F,Yes,49,No,No,No,No,No,No,No
374,3.03,Medium,M,No,28,No,No,No,No,Yes,No,Yes
375,6.1,Medium,M,No,52,No,No,No,No,No,No,No
376,8.55,Short,M,Yes,41,No,Yes,Yes,No,Yes,Yes,No
377,7.32,Short,F,No,22,No,No,No,No,No,No,No
378,7.39,Short,M,No,41,No,No,Yes,No,No,No,Yes
379,5.97,Medium,F,Yes,49,Yes,No,Yes,No,Yes,No,No
380,8.36,Medium,F,Yes,54,No,No,No,Yes,No,No,No
381,2.35,Long,M,No,18,Yes,Yes,Yes,No,No,Yes,No
382,9.82,Short,M,No,44,No,No,No,No,No,No,No
383,3.23,Long,F,Yes,27,No,No,No,No,No,No,No
384,5.09,Medium,F,No,31,No,No,No,No,Yes,No,No
385,2.54,Long,M,Yes,47,No,No,No,No,No,No,No
386,7.27,Long,M,Yes,54,Yes,No,No,No,No,Yes,No
387,8.37,Long,F,No,22,No,Yes,No,No,No,Yes,No
388,4.57,Short,F,Yes,24,No,No,No,No,No,No,No
389,8.85,Short,F,Yes,28,No,Yes,No,No,Yes,Yes,No
390,4.78,Medium,F,Yes,50,Yes,Yes,No,No,No,Yes,No
391,5.54,Long,M,Yes,27,No,No,No,No,No,No,No
392,9.18,Long,F,Yes,47,No,No,No,No,No,Yes,No
393,2.82,Long,F,Yes,39,No,No,No,No,No,No,No
394,2.27,Medium,F,No,24,Yes,Yes,No,No,Yes,Yes,No
395,7.42,Short,M,No,46,No,No,No,No,Yes,Yes,No
396,9.35,Medium,M,Yes,53,No,No,No,No,Yes,Yes,Yes
397,7.62,Medium,F,No,52,No,No,No,Yes,Yes,Yes,No
398,4.04,Medium,M,No,24,No,No,No,No,No,Yes,No
399,6.45,Long,M,Yes,25,Yes,Yes,Yes,No,No,Yes,No
400,7.41,Long,M,No,40,No,No,No,No,No,No,No
401,7.95,Short,M,No,29,No,No,No,No,No,No,Yes
402,8.58,Long,M,No,33,No,No,No,No,No,No,Yes
403,7.96,Medium,F,Yes,52,No,Yes,No,No,No,Yes,Yes
404,8.19,Short,F,Yes,28,No,No,No,No,No,No,Yes
405,8.66,Short,M,No,48,No,Yes,No,No,No,Yes,No
406,3.76,Long,F,Yes,34,No,No,No,No,No,No,No
407,5.34,Long,M,No,28,No,Yes,Yes,No,Yes,Yes,Yes
408,4.52,Medium,F,Yes,24,Yes,No,No,No,Yes,No,No
