Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
321,6.59,Short,F,No,38,No,No,No,No,No,No,No
322,5.98,Short,M,Yes,30,Yes,Yes,Yes,No,No,Yes,Yes
323,3.52,Short,F,No,21,Yes,Yes,No,Yes,Yes,Yes,Yes
324,3.8,Long,F,Yes,43,Yes,Yes,Yes,No,No,Yes,No
325,3.11,Short,F,No,33,No,No,No,No,No,No,No
326,2.26,Long,F,No,31,Yes,No,No,No,No,No,No
327,5.57,Short,M,No,27,Yes,No,No,No,Yes,No,No
328,4.84,Medium,F,Yes,21,Yes,Yes,Yes,No,No,Yes,No
329,6.11,Short,M,Yes,54,No,No,No,No,No,No,No
330,8.53,Long,M,No,38,No,No,No,No,Yes,Yes,No
331,3.89,Long,M,Yes,43,No,No,No,No,No,No,Yes
332,8.68,Medium,M,No,28,No,No,No,No,Yes,No,Yes
333,7.12,Long,F,No,22,Yes,Yes,No,No,No,Yes,No
334,9.04,Short,F,No,52,No,No,No,No,No,No,No
335,8.52,Long,M,Yes,18,Yes,No,No,No,No,No,No
336,8.85,Long,M,Yes,30,Yes,No,Yes,No,No,No,No
337,9.85,Short,F,No,54,No,No,No,No,Yes,Yes,No
338,7.53,Long,M,Yes,26,Yes,Yes,Yes,No,No,Yes,No
339,7.97,Long,M,No,17,Yes,No,No,No,No,No,No
340,5.22,Long,M,Yes,27,No,No,No,No,No,No,No
341,5.24,Medium,M,Yes,47,No,No,No,No,No,No,No
342,7.14,Short,M,No,35,No,No,No,Yes,No,No,No
343,2.26,Short,F,Yes,52,No,Yes,No,No,Yes,No,No
344,4.49,Medium,M,No,40,Yes,Yes,No,No,No,Yes,No
345,3.74,Medium,F,Yes,36,Yes,No,No,Yes,No,No,Yes
346,7.15,Medium,F,Yes,30,No,No,No,No,No,Yes,No
347,3.96,Medium,M,Yes,54,No,No,No,No,No,No,No
348,6.77,Medium,M,Yes,19,No,No,No,No,No,No,No
349,9.84,Short,M,No,43,No,No,No,No,No,No,No
350,7.58,Medium,M,No,47,No,No,No,No,No,Yes,No
351,10.15,Medium,M,Yes,23,No,No,No,No,No,No,No
352,3.18,Long,M,Yes,38,No,No,No,No,Yes,No,No
353,7.17,Short,F,No,53,No,No,No,No,No,Yes,Yes
354,4.99,Medium,F,No,27,No,Yes,No,No,No,No,Yes
355,7.39,Long,F,No,50,Yes,Yes,No,No,No,Yes,No
356,4.22,Long,M,Yes,49,No,Yes,No,No,No,Yes,No
357,4.7,Short,F,Yes,23,No,No,No,No,No,No,No
358,8.14,Long,F,Yes,40,No,No,Yes,No,Yes,No,Yes
359,7.23,Short,F,Yes,25,No,No,No,No,No,No,No
360,2.65,Long,F,Yes,26,Yes,No,No,Yes,Yes,No,No
361,7.58,Medium,F,No,44,Yes,Yes,No,No,Yes,No,No
362,6.16,Long,F,No,52,No,Yes,Yes,Yes,Yes,Yes,Yes
363,2.99,Short,M,No,31,Yes,Yes,Yes,No,No,Yes,No
364,4.37,Medium,F,Yes,27,Yes,No,No,No,No,No,No
365,3.31,Long,F,No,25,No,No,No,No,Yes,No,No
366,6.15,Medium,F,Yes,44,Yes,Yes,No,No,Yes,Yes,No
367,5.84,Short,M,No,22,No,No,No,No,No,Yes,No
368,4.75,Long,M,Yes,53,No,Yes,No,No,No,No,No
369,4.46,Medium,F,Yes,36,No,No,No,No,No,Yes,No
370,2.85,Short,F,Yes,51,Yes,No,Yes,No,No,Yes,No
371,6.63,Short,F,No,36,No,Yes,No,No,No,No,No
372,7.14,Medium,M,Yes,18,No,Yes,No,No,Yes,Yes,No
373,2.3,Short,F,Yes,29,Yes,Yes,Yes,No,No,Yes,No
374,9.2,Long,F,No,20,No,Yes,Yes,No,Yes,Yes,Yes
375,2.15,Short,M,Yes,53,Yes,No,No,No,Yes,No,No
376,5.63,Long,M,Yes,26,No,No,No,No,Yes,No,No
377,7.56,Long,M,No,22,Yes,No,No,No,No,No,No
378,5.64,Long,M,Yes,42,Yes,Yes,Yes,No,Yes,Yes,No
379,5.92,Medium,M,No,26,No,No,No,No,No,No,No
380,2.53,Long,F,No,47,Yes,Yes,Yes,No,No,Yes,No
381,9.73,Short,M,Yes,49,Yes,No,No,No,No,No,No
382,2.55,Long,M,No,49,Yes,Yes,No,No,No,Yes,No
383,2.25,Medium,F,No,52,No,No,No,No,Yes,No,Yes
384,4.54,Long,M,No,29,No,No,No,No,No,No,No
385,7.88,Medium,F,Yes,53,No,Yes,Yes,No,Yes,No,Yes
386,3.35,Long,M,No,30,No,Yes,No,No,Yes,Yes,Yes
387,6.53,Long,M,Yes,33,No,No,No,No,No,No,No
388,6.43,Short,F,Yes,52,No,No,No,No,No,No,No
389,2.44,Medium,M,No,20,Yes,No,Yes,No,No,No,No
390,8.8,Long,F,No,53,Yes,Yes,No,No,No,Yes,No
391,9.18,Long,F,Yes,47,No,No,No,No,No,Yes,No
392,3.93,Long,M,Yes,44,No,No,No,No,No,No,No
393,3.3,Medium,F,No,52,No,No,No,No,Yes,No,Yes
394,6.13,Long,M,Yes,53,Yes,No,Yes,No,No,Yes,No
395,3.53,Short,F,No,19,No,No,No,No,No,No,No
396,5.51,Medium,M,Yes,21,Yes,Yes,Yes,No,Yes,Yes,Yes
397,5.2,Long,F,No,26,No,No,No,No,No,No,Yes
398,7.88,Medium,M,Yes,37,No,No,No,No,No,No,No
399,8.36,Long,M,No,49,No,Yes,No,No,No,Yes,Yes
400,8.8,Long,M,Yes,52,No,No,No,No,No,No,No
401,5.19,Medium,M,No,24,No,No,No,No,Yes,No,Yes
402,4.02,Medium,M,Yes,31,No,No,No,Yes,Yes,Yes,No
403,3.48,Short,M,No,28,No,No,No,No,No,No,No
404,5.94,Long,F,No,44,No,Yes,No,Yes,Yes,Yes,Yes
405,2.2,Short,F,Yes,28,No,Yes,Yes,No,No,Yes,No
