Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
33,2.19,Short,F,Yes,24,No,No,No,No,Yes,No,Yes
34,6.89,Medium,M,Yes,28,No,Yes,No,No,No,Yes,Yes
35,2.54,Long,F,No,30,No,No,No,Yes,Yes,No,Yes
36,4.78,Medium,F,No,29,No,No,No,No,Yes,No,No
37,5.42,Long,F,No,43,No,No,No,Yes,Yes,No,No
38,4.09,Long,M,Yes,23,No,No,No,No,No,No,No
39,3.01,Short,M,No,21,Yes,Yes,Yes,No,No,Yes,No
40,4.96,Medium,M,Yes,44,No,No,No,No,No,Yes,No
41,6.75,Medium,M,Yes,48,Yes,No,No,No,Yes,No,No
42,2.19,Long,M,No,23,Yes,Yes,Yes,No,No,Yes,No
43,5.47,Medium,M,Yes,32,No,No,No,No,No,No,No
44,3.49,Medium,M,No,45,No,No,No,Yes,No,No,No
45,4.69,Medium,M,No,21,Yes,No,No,No,No,No,No
46,8.69,Medium,F,Yes,36,No,No,Yes,No,No,No,No
47,7.73,Long,F,Yes,23,No,No,No,No,No,No,No
48,9.9,Short,F,No,25,Yes,No,No,No,No,No,No
49,4.8,Short,M,Yes,49,Yes,Yes,Yes,No,No,Yes,Yes
50,7.89,Medium,M,Yes,40,No,No,No,Yes,No,No,No
51,8.15,Medium,M,Yes,40,Yes,No,Yes,No,No,Yes,No
52,5.55,Short,F,No,42,No,No,No,No,Yes,No,No
53,4.04,Long,M,Yes,46,No,No,No,No,No,No,No
54,3.17,Long,F,No,19,No,No,No,No,Yes,No,No
55,8.31,Long,M,Yes,43,No,No,No,No,No,No,No
56,6.69,Medium,F,No,26,Yes,No,No,No,No,No,No
57,5.74,Long,F,No,49,Yes,No,No,No,No,Yes,No
58,3.87,Medium,M,No,21,No,No,No,No,No,No,No
59,3.47,Long,F,Yes,55,No,No,No,No,Yes,No,Yes
60,2.85,Medium,M,No,49,No,No,Yes,No,Yes,No,No
61,6,Long,M,Yes,43,No,No,No,No,No,No,No
62,7.82,Long,M,Yes,21,Yes,Yes,No,No,No,Yes,No
63,7.81,Long,F,No,20,No,No,No,No,No,No,No
64,4.62,Long,F,Yes,52,Yes,No,No,No,No,No,No
65,2.28,Medium,M,No,50,No,No,No,Yes,Yes,No,No
66,8.89,Short,F,Yes,31,No,No,No,No,No,No,No
67,8.74,Long,F,Yes,26,No,No,No,No,Yes,No,No
68,7.62,Short,M,Yes,40,No,Yes,No,Yes,Yes,Yes,No
69,8.56,Long,M,No,39,Yes,Yes,Yes,No,No,No,No
70,6.26,Long,M,No,22,No,No,No,No,Yes,Yes,No
71,2.53,Short,M,No,36,No,No,No,No,No,No,No
72,6.56,Short,M,No,21,No,No,No,No,Yes,No,No
73,8.3,Medium,F,No,55,Yes,No,No,Yes,Yes,Yes,Yes
74,3.25,Short,F,Yes,50,No,No,No,No,Yes,No,No
75,3.7,Short,F,Yes,55,No,No,No,No,Yes,No,No
76,3.76,Medium,M,No,43,No,No,No,No,No,Yes,No
77,9.18,Long,F,Yes,27,No,No,No,Yes,Yes,No,No
78,8.83,Long,M,No,40,No,No,Yes,No,Yes,Yes,No
79,4.97,Medium,F,No,29,No,No,No,No,No,No,No
80,9.77,Medium,M,Yes,42,No,No,No,No,No,No,Yes
81,8.85,Long,M,Yes,27,No,No,Yes,No,No,No,Yes
82,7.45,Medium,M,No,41,No,No,No,No,No,No,No
83,5.68,Long,F,No,49,Yes,Yes,No,No,No,Yes,No
84,2.61,Medium,M,Yes,50,Yes,Yes,No,No,No,Yes,No
85,8.13,Long,F,No,37,No,Yes,Yes,No,Yes,No,No
86,7.09,Long,F,No,52,No,No,No,No,No,No,No
87,5.7,Long,F,No,31,No,No,No,No,No,Yes,No
88,3.73,Medium,M,No,53,No,No,No,No,No,Yes,No
89,8.13,Short,F,Yes,29,Yes,Yes,Yes,No,No,Yes,No
90,4.07,Short,F,Yes,36,No,No,No,No,Yes,No,No
91,4.43,Medium,F,Yes,35,No,No,No,No,No,Yes,No
92,7.84,Short,F,Yes,38,No,No,No,No,Yes,Yes,No
93,4.11,Long,F,Yes,45,No,No,No,No,Yes,No,No
94,6.12,Long,F,No,47,No,No,No,No,Yes,No,No
95,8.27,Medium,F,No,47,No,No,No,No,No,No,No
96,7.66,Medium,F,No,54,No,No,No,No,Yes,Yes,No
97,7.82,Short,F,Yes,29,No,No,No,No,No,No,Yes
98,6.5,Medium,F,No,24,No,No,No,No,Yes,No,No
99,10.04,Long,M,Yes,19,Yes,Yes,Yes,No,No,No,No
100,3.2,Short,F,Yes,27,Yes,Yes,Yes,No,No,Yes,No
101,9.73,Medium,M,No,39,No,No,Yes,No,No,Yes,No
102,3.17,Long,F,Yes,44,No,Yes,Yes,No,No,Yes,No
103,9.86,Long,M,Yes,35,Yes,No,No,Yes,No,No,No
104,3.3,Long,M,Yes,49,No,Yes,Yes,No,Yes,Yes,No
105,9.91,Short,F,No,27,No,No,No,No,No,No,No
106,9.46,Medium,F,Yes,27,Yes,Yes,No,No,Yes,Yes,No
107,6.53,Long,F,Yes,23,No,No,No,No,No,No,No
108,5.43,Medium,M,Yes,49,Yes,Yes,No,Yes,Yes,Yes,No
109,2.55,Medium,M,Yes,50,No,Yes,Yes,No,No,Yes,No
110,4.27,Medium,M,No,37,No,No,No,No,No,Yes,No
111,9.71,Long,F,No,38,Yes,Yes,No,No,No,No,Yes
112,2.43,Short,M,No,45,No,No,No,No,No,Yes,No
113,4.58,Short,M,No,37,No,No,No,No,Yes,No,No
114,8.93,Long,M,Yes,44,No,No,No,No,No,Yes,No
115,6.66,Short,F,Yes,22,No,Yes,No,No,No,Yes,No
116,5.92,Long,F,No,46,Yes,Yes,No,Yes,Yes,Yes,No
117,9.94,Long,F,No,21,No,Yes,No,No,No,Yes,No
118,8.09,Long,F,Yes,37,Yes,Yes,No,No,No,Yes,No
119,4.19,Medium,F,No,43,No,No,No,No,Yes,No,No
120,2.99,Long,F,No,27,No,No,No,No,No,No,No
121,5.67,Medium,F,Yes,32,Yes,No,No,No,No,Yes,No
122,7.38,Medium,F,Yes,45,No,No,No,No,Yes,No,No
123,3.16,Medium,F,No,52,No,No,No,No,No,No,No
124,4.71,Long,F,No,40,No,No,No,No,No,No,No
125,7.18,Medium,F,Yes,26,No,No,No,No,No,Yes,No
126,5.24,Short,M,Yes,24,Yes,No,No,No,No,Yes,No
127,7.09,Long,M,No,42,Yes,Yes,No,No,No,Yes,Yes
128,2.45,Long,M,Yes,38,Yes,No,Yes,No,Yes,No,Yes
129,7.58,Long,M,Yes,53,No,No,No,No,No,No,No
130,8.8,Long,F,No,18,No,No,No,No,No,No,No
131,6.85,Short,F,No,44,No,No,No,No,No,Yes,No
132,7.25,Medium,F,Yes,52,Yes,No,No,No,No,No,No
133,7.02,Short,F,No,32,Yes,No,No,Yes,No,No,Yes
134,2.87,Medium,M,No,55,Yes,Yes,Yes,No,No,Yes,No
135,6.01,Medium,F,Yes,25,No,No,No,No,No,No,No
136,6.53,Long,M,Yes,33,No,No,No,No,No,No,No
137,7.97,Medium,M,No,24,Yes,No,No,Yes,No,No,No
138,8.98,Short,F,No,49,No,No,Yes,No,No,Yes,No
139,5.26,Long,F,No,57,Yes,No,No,No,No,Yes,No
140,3.82,Medium,F,Yes,26,No,Yes,Yes,No,No,Yes,No
141,2.22,Short,M,Yes,51,No,No,No,No,Yes,No,Yes
142,6.97,Medium,F,No,39,No,No,No,No,No,No,Yes
143,9.41,Long,F,Yes,49,No,No,No,No,No,No,No
144,2.26,Long,M,No,20,No,No,No,No,No,No,No
145,8.36,Long,F,No,37,Yes,Yes,Yes,No,No,Yes,Yes
146,3.24,Long,M,Yes,55,No,No,No,No,No,Yes,No
147,10.11,Medium,F,No,29,No,No,No,Yes,Yes,No,No
148,7.51,Long,M,Yes,31,Yes,No,No,No,No,No,No
149,6.88,Long,M,No,42,Yes,Yes,Yes,No,Yes,Yes,Yes
150,9.69,Long,F,Yes,43,No,No,No,No,No,No,No
151,8.65,Medium,F,No,17,Yes,No,No,No,No,No,No
152,3.61,Long,M,Yes,46,No,No,No,No,No,No,No
153,2.15,Short,M,Yes,53,Yes,No,No,No,Yes,No,No
154,3.31,Long,M,No,40,Yes,No,No,No,No,Yes,Yes
155,8.02,Long,M,No,57,No,No,No,No,Yes,No,No
156,7.8,Medium,M,No,21,Yes,No,No,No,No,No,No
157,5.03,Medium,F,No,31,Yes,No,No,No,No,Yes,No
158,9.9,Short,F,No,28,No,Yes,Yes,No,Yes,No,No
159,6.71,Short,M,Yes,38,Yes,No,No,Yes,Yes,No,No
160,9.23,Long,F,No,30,Yes,No,Yes,Yes,Yes,Yes,No
161,4.53,Long,M,Yes,47,No,No,No,No,No,No,Yes
162,7.32,Short,F,Yes,28,No,Yes,No,No,No,Yes,No
163,5.77,Short,M,No,27,No,No,No,No,No,No,No
164,3.94,Medium,M,Yes,54,Yes,No,No,No,No,Yes,No
165,8.24,Medium,F,Yes,29,No,No,No,Yes,Yes,No,Yes
166,4.29,Long,F,No,24,Yes,No,No,No,No,No,No
167,6.62,Short,M,Yes,37,No,Yes,No,No,No,Yes,No
168,3.53,Short,F,No,19,No,No,No,No,No,No,No
169,6.44,Long,F,Yes,52,No,No,No,No,No,Yes,No
170,9.33,Long,F,No,41,No,No,No,No,Yes,No,No
171,3.16,Long,M,Yes,42,No,No,No,No,No,Yes,No
172,9.69,Medium,M,Yes,44,No,No,No,No,Yes,No,No
173,4.44,Short,M,No,51,Yes,No,No,No,No,Yes,No
174,3.08,Long,M,Yes,39,No,No,No,No,No,Yes,No
175,3.89,Medium,M,Yes,35,Yes,Yes,Yes,Yes,Yes,Yes,Yes
176,6.08,Short,F,Yes,29,Yes,No,No,No,Yes,No,No
177,3.19,Medium,M,No,33,No,No,No,No,Yes,No,No
178,7.47,Medium,M,No,20,No,No,No,No,No,No,No
179,3.93,Long,M,Yes,44,No,No,No,No,No,No,No
180,8.37,Long,F,No,22,Yes,No,Yes,No,Yes,Yes,No
181,4.73,Short,M,No,27,Yes,Yes,No,No,No,Yes,No
182,2.59,Long,M,No,46,No,No,No,No,Yes,No,No
183,6.86,Medium,M,No,38,No,No,No,No,No,No,Yes
184,3.02,Medium,M,Yes,24,No,No,No,No,No,No,No
185,6.83,Medium,F,Yes,25,No,No,No,No,No,No,No
186,9.86,Long,M,Yes,22,Yes,Yes,Yes,No,Yes,Yes,No
187,10.08,Medium,M,Yes,50,No,No,No,No,Yes,No,No
188,6.42,Long,M,Yes,38,No,No,No,No,No,No,Yes
189,4,Long,F,No,44,No,No,No,No,Yes,No,No
190,8.44,Long,M,Yes,54,Yes,No,Yes,No,Yes,No,Yes
191,4.47,Short,F,Yes,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes
192,8.58,Medium,F,No,46,No,No,No,No,Yes,Yes,No
193,8.02,Long,F,No,34,Yes,No,No,No,Yes,No,No
194,9.06,Medium,M,Yes,29,Yes,No,No,No,No,No,No
195,4.76,Medium,M,Yes,22,Yes,Yes,Yes,No,No,Yes,No
196,3.12,Long,M,Yes,36,No,No,No,No,Yes,No,No
197,5.54,Long,M,No,29,No,No,No,No,No,Yes,No
198,8.66,Long,M,No,53,Yes,Yes,Yes,No,No,Yes,No
199,3.83,Short,F,No,33,No,Yes,Yes,No,Yes,Yes,No
200,2.99,Short,M,No,31,Yes,Yes,Yes,No,No,Yes,No
201,5.22,Long,M,Yes,27,No,No,No,No,No,No,No
202,2.25,Short,F,No,45,Yes,No,No,No,No,Yes,No
203,3.62,Short,F,Yes,50,No,No,No,Yes,Yes,No,Yes
204,8.58,Long,M,Yes,40,Yes,No,No,No,No,No,No
205,3.54,Long,M,Yes,44,Yes,No,No,No,No,No,No
206,6.47,Long,M,Yes,42,Yes,No,No,No,Yes,No,No
207,4.13,Short,F,Yes,40,Yes,Yes,No,No,No,Yes,Yes
208,7.96,Medium,F,Yes,50,Yes,No,Yes,No,No,Yes,Yes
209,7.9,Long,F,Yes,42,No,No,No,No,Yes,No,No
210,7.62,Long,F,No,20,Yes,Yes,Yes,Yes,No,Yes,No
211,5.62,Medium,M,Yes,33,No,Yes,Yes,Yes,No,Yes,Yes
212,4.46,Long,M,Yes,26,Yes,No,No,No,No,Yes,No
213,7.52,Long,F,No,56,No,No,No,No,No,No,No
214,8.81,Long,F,No,41,Yes,No,No,No,No,No,No
215,9.39,Long,M,Yes,47,No,No,No,No,No,No,No
216,8.33,Long,M,Yes,47,No,Yes,Yes,Yes,Yes,Yes,Yes
217,3.17,Long,F,Yes,46,No,No,No,No,No,Yes,No
218,8.22,Long,M,No,40,No,No,No,No,Yes,No,No
219,6.61,Long,F,Yes,49,Yes,No,No,No,Yes,No,No
220,7.65,Medium,M,No,53,No,No,No,No,No,Yes,No
221,6.11,Short,M,Yes,54,No,No,No,No,No,No,No
222,4.39,Medium,F,No,34,No,No,No,No,Yes,No,No
223,5.45,Long,F,No,49,No,No,No,No,Yes,Yes,No
224,6.16,Medium,M,Yes,40,No,Yes,No,Yes,Yes,No,Yes
225,3.95,Long,F,Yes,41,No,No,No,No,No,No,No
226,2.94,Long,F,Yes,45,Yes,Yes,No,No,No,Yes,No
227,3.78,Long,M,Yes,46,No,No,No,No,No,No,No
228,3.86,Medium,M,No,23,No,Yes,No,Yes,Yes,Yes,No
229,8.12,Medium,M,Yes,40,Yes,No,No,No,Yes,No,No
230,3.82,Medium,M,No,28,No,No,No,No,No,No,No
231,4.12,Long,M,No,40,No,No,No,No,No,No,Yes
232,4.31,Short,F,Yes,42,No,No,No,No,No,No,No
233,8.61,Medium,M,Yes,33,No,No,No,No,Yes,No,No
234,2.04,Medium,M,No,40,No,Yes,No,No,No,No,No
235,7.51,Long,F,No,22,No,No,No,No,No,No,Yes
236,3.32,Medium,F,No,25,Yes,Yes,No,No,No,Yes,Yes
237,7.15,Short,F,Yes,25,Yes,Yes,No,No,No,No,No
238,9.56,Long,M,No,54,Yes,Yes,No,No,No,Yes,No
239,8.08,Medium,M,No,39,Yes,No,Yes,No,No,No,No
240,3.72,Medium,M,No,29,No,No,No,No,No,No,No
241,4.16,Long,M,Yes,45,Yes,Yes,No,No,Yes,Yes,No
242,2.16,Long,F,No,37,No,No,No,No,No,No,No
243,6.93,Short,F,No,40,Yes,Yes,Yes,No,Yes,Yes,Yes
244,3.74,Long,F,Yes,39,Yes,No,No,No,No,No,No
245,8.66,Short,M,No,48,No,Yes,No,No,No,Yes,No
246,2.8,Medium,M,Yes,42,Yes,No,Yes,No,Yes,No,No
247,3.37,Medium,F,Yes,26,No,No,No,No,No,No,No
248,6.5,Medium,M,No,25,Yes,Yes,No,No,No,Yes,Yes
249,3.19,Medium,M,Yes,38,Yes,Yes,No,No,No,Yes,No
250,2.44,Long,F,Yes,43,No,No,No,No,No,No,No
251,2.61,Short,F,No,49,No,No,No,No,No,No,No
252,9.1,Long,F,Yes,36,Yes,Yes,Yes,No,No,Yes,Yes
253,4.45,Short,M,No,46,No,Yes,No,No,Yes,Yes,No
254,4.52,Long,M,No,33,Yes,No,No,No,Yes,No,Yes
255,9.3,Short,F,No,28,Yes,Yes,Yes,No,No,No,No
256,6.13,Short,M,Yes,42,No,Yes,Yes,No,No,Yes,Yes
257,5.8,Long,F,Yes,52,Yes,No,Yes,No,No,Yes,No
258,7.72,Short,F,No,49,Yes,Yes,Yes,No,Yes,Yes,No
259,8.35,Medium,M,No,19,Yes,No,No,No,No,No,Yes
260,7.61,Long,F,Yes,22,No,Yes,No,No,No,Yes,Yes
261,4.77,Short,M,No,28,Yes,Yes,Yes,No,No,Yes,No
262,5.07,Long,M,Yes,37,Yes,Yes,Yes,No,Yes,Yes,No
263,8.16,Long,M,Yes,34,No,No,No,No,No,No,No
264,4.45,Medium,M,Yes,49,Yes,No,Yes,No,Yes,No,No
265,8.19,Medium,F,Yes,55,Yes,Yes,Yes,No,Yes,No,No
266,6.45,Long,M,No,51,No,No,No,No,No,No,Yes
267,5.43,Long,M,No,53,No,No,No,No,No,No,No
268,3.83,Long,F,Yes,35,Yes,Yes,Yes,No,No,Yes,No
269,6.3,Medium,F,Yes,41,No,No,No,No,No,No,No
270,5.97,Short,M,Yes,32,No,No,No,No,No,No,No
271,2.58,Long,F,Yes,33,No,No,No,No,No,Yes,No
272,5.13,Short,M,Yes,25,Yes,No,No,No,No,No,No
273,6.88,Short,F,Yes,50,Yes,No,No,No,Yes,No,Yes
274,4.88,Medium,M,No,45,Yes,Yes,Yes,No,Yes,Yes,No
275,2.96,Long,M,Yes,45,No,No,No,No,No,No,Yes
276,4.42,Long,M,No,34,No,No,No,No,No,No,No
277,3.69,Long,M,Yes,55,No,No,No,No,No,Yes,Yes
278,6.4,Long,F,Yes,50,Yes,Yes,Yes,No,No,No,Yes
279,5.64,Long,F,Yes,24,No,No,No,No,Yes,No,Yes
280,2.83,Medium,F,Yes,53,No,No,No,No,No,Yes,No
281,9.37,Medium,M,Yes,51,No,Yes,No,No,No,Yes,Yes
282,2.85,Long,F,Yes,46,No,No,No,No,No,No,No
283,5.47,Long,M,Yes,29,No,No,No,No,Yes,No,No
284,4.87,Long,F,No,23,No,No,No,No,No,No,No
285,7.52,Medium,F,No,51,No,No,Yes,Yes,No,Yes,No
286,9.42,Medium,M,No,45,Yes,No,No,No,Yes,No,No
287,5.95,Medium,F,Yes,52,Yes,Yes,Yes,No,No,Yes,No
288,6.5,Medium,M,No,51,No,No,No,No,Yes,No,No
289,9.82,Medium,F,No,50,Yes,Yes,Yes,No,No,Yes,No
290,4.73,Short,M,Yes,51,Yes,No,No,Yes,No,Yes,No
291,6.3,Short,F,No,37,No,No,No,No,No,No,No
292,8.02,Short,M,Yes,33,Yes,No,Yes,No,Yes,No,No
293,8.04,Long,M,No,18,No,No,No,No,Yes,No,No
294,6.45,Short,F,Yes,52,Yes,Yes,No,No,No,Yes,Yes
295,4.02,Medium,M,No,34,No,No,No,No,No,Yes,No
296,2.25,Long,M,No,20,No,No,No,No,No,Yes,No
297,4.52,Medium,F,Yes,24,Yes,No,No,No,Yes,No,No
298,7.8,Short,F,No,32,No,Yes,No,Yes,No,No,No
299,7.02,Short,F,No,34,Yes,No,No,No,No,No,No
300,3.14,Long,F,Yes,24,Yes,Yes,No,No,No,Yes,No
301,4.04,Long,M,Yes,24,Yes,No,No,No,No,No,No
302,9.95,Short,F,No,33,No,Yes,No,No,No,Yes,No
303,3.79,Short,M,No,41,No,No,No,Yes,Yes,Yes,No
304,2.36,Medium,F,No,22,Yes,No,No,No,No,No,No
305,3.91,Long,M,Yes,23,No,No,No,No,No,Yes,Yes
306,5.32,Short,M,Yes,28,No,No,No,No,Yes,No,Yes
307,7.16,Medium,F,No,38,No,No,No,No,No,No,Yes
308,6.37,Long,F,Yes,30,No,No,No,No,No,No,No
309,5.63,Long,M,Yes,42,No,Yes,Yes,No,Yes,Yes,No
310,6.56,Medium,F,No,33,Yes,No,No,No,Yes,Yes,No
311,9.64,Long,M,No,54,No,No,Yes,No,No,Yes,No
312,8.42,Short,M,Yes,42,Yes,No,No,No,No,Yes,No
313,5.86,Medium,M,Yes,52,No,No,No,No,No,No,No
314,10.07,Long,M,Yes,21,Yes,Yes,Yes,Yes,No,Yes,No
315,9.42,Long,M,Yes,42,No,No,No,No,No,No,No
316,6.56,Medium,F,No,41,No,No,No,No,No,Yes,No
317,9.76,Long,M,Yes,31,No,No,No,No,No,Yes,No
318,2.91,Medium,F,Yes,33,No,No,No,No,No,No,Yes
319,8.84,Medium,F,Yes,40,Yes,No,Yes,No,No,No,No
320,9.85,Short,M,No,51,Yes,No,No,No,No,No,No
321,7.32,Long,M,No,22,Yes,Yes,No,No,No,No,No
322,6,Short,F,No,37,No,No,No,No,No,No,No
323,3.21,Medium,M,No,45,No,Yes,No,No,No,Yes,No
324,6.57,Long,F,Yes,49,Yes,No,No,No,No,Yes,No
325,2.8,Long,M,No,34,Yes,Yes,Yes,Yes,No,No,Yes
326,2.9,Short,F,Yes,54,No,No,No,No,No,No,Yes
327,9.88,Long,M,Yes,24,No,Yes,No,No,No,No,No
328,4.7,Medium,F,No,46,No,No,No,No,Yes,No,No
329,8.61,Long,M,Yes,25,No,No,No,No,Yes,No,No
330,7.14,Long,F,Yes,26,No,No,No,Yes,Yes,No,No
331,3.1,Long,M,Yes,43,No,No,No,No,No,No,No
332,6.1,Long,M,Yes,29,Yes,Yes,No,No,No,Yes,No
333,2.84,Short,F,No,27,Yes,Yes,Yes,No,Yes,Yes,No
334,7.33,Short,F,Yes,27,No,No,No,No,Yes,No,No
335,5.37,Long,M,Yes,37,Yes,Yes,No,No,No,Yes,No
336,2.34,Short,M,No,43,No,No,No,No,No,No,No
337,5.43,Long,M,No,32,Yes,No,Yes,No,Yes,No,No
338,6.89,Medium,M,No,35,No,No,No,No,No,No,No
339,9.45,Short,F,Yes,38,No,No,No,No,No,No,No
340,8.81,Medium,M,No,31,Yes,No,No,No,No,No,No
341,6.38,Short,F,No,34,No,No,No,Yes,No,No,No
342,2.29,Long,F,Yes,40,Yes,Yes,Yes,No,No,Yes,No
343,7.62,Long,F,Yes,42,Yes,Yes,Yes,No,No,Yes,No
344,4.01,Long,F,Yes,44,No,No,No,No,No,Yes,No
345,6.4,Short,F,Yes,44,No,No,No,No,No,No,Yes
346,7.82,Long,F,Yes,43,Yes,Yes,Yes,No,No,Yes,Yes
347,3.2,Short,F,Yes,31,Yes,No,No,No,No,No,Yes
348,6.88,Medium,M,Yes,19,No,No,Yes,No,Yes,Yes,No
349,4.97,Medium,M,No,45,No,No,No,No,Yes,No,No
350,4.2,Medium,M,Yes,27,No,No,No,No,No,No,Yes
351,6.26,Medium,M,No,23,No,No,No,No,No,No,No
352,4.19,Short,M,No,27,Yes,Yes,No,No,Yes,Yes,No
353,2.4,Long,F,Yes,27,Yes,No,No,No,No,No,No
354,3.82,Short,F,Yes,51,No,No,Yes,No,No,Yes,No
355,4.8,Long,F,Yes,22,Yes,Yes,No,Yes,No,Yes,Yes
356,5.21,Medium,M,No,26,No,No,No,No,No,Yes,No
357,5.69,Medium,F,No,40,Yes,Yes,Yes,Yes,No,Yes,No
358,5.29,Long,M,Yes,27,No,No,No,No,No,No,No
359,9.96,Short,M,No,49,No,No,No,No,No,Yes,Yes
360,3.94,Long,F,No,30,No,No,No,No,No,No,No
361,7.3,Medium,M,Yes,49,No,No,No,No,No,No,No
362,8.61,Long,M,No,55,No,Yes,Yes,No,No,Yes,No
363,9.89,Medium,M,No,31,No,No,No,No,Yes,No,No
364,7.76,Short,F,No,22,No,No,No,No,Yes,No,No
365,8.07,Long,F,No,25,Yes,Yes,No,No,Yes,Yes,No
366,4.76,Long,F,No,31,No,Yes,No,No,Yes,No,No
367,8.93,Long,F,Yes,42,Yes,Yes,Yes,No,No,Yes,No
368,6.45,Long,M,Yes,25,Yes,Yes,Yes,No,No,Yes,No
369,6.88,Medium,F,Yes,44,No,No,No,No,No,No,No
370,5.35,Long,F,Yes,52,No,No,No,No,Yes,No,No
371,6.05,Medium,M,Yes,34,No,No,No,No,No,No,No
372,2.5,Long,M,No,27,Yes,No,Yes,No,No,No,No
373,7.25,Long,M,No,49,Yes,No,No,No,No,No,No
374,7.57,Medium,F,Yes,20,No,No,No,No,No,No,No
375,9.96,Medium,F,No,32,No,No,No,No,No,No,Yes
376,6.09,Medium,M,No,52,No,No,No,No,No,No,No
377,3.78,Medium,M,No,34,No,No,No,No,Yes,No,No
378,4.12,Long,M,Yes,41,No,No,No,No,Yes,Yes,No
379,4.83,Short,F,No,40,Yes,No,No,No,No,No,No
380,3.31,Long,M,No,44,No,No,No,No,No,No,No
381,10.14,Medium,M,Yes,48,Yes,Yes,Yes,No,No,Yes,No
382,7.08,Medium,F,Yes,31,No,No,No,No,Yes,No,No
383,7.05,Short,M,Yes,35,No,Yes,No,Yes,Yes,Yes,No
384,4.27,Long,F,Yes,26,No,No,No,No,No,Yes,No
385,3.61,Short,M,Yes,56,Yes,No,No,No,No,No,No
386,7.66,Long,F,No,17,No,No,No,No,No,Yes,No
387,5.17,Long,M,Yes,47,No,No,No,No,No,No,No
388,8.64,Medium,F,Yes,51,Yes,No,No,No,Yes,No,No
389,2.13,Medium,M,No,39,Yes,Yes,No,No,Yes,Yes,No
390,3.13,Long,M,Yes,55,No,Yes,No,No,Yes,No,No
391,2.39,Long,F,No,32,Yes,No,No,No,No,No,No
392,8.1,Medium,M,No,24,Yes,Yes,Yes,No,No,Yes,Yes
393,3.71,Medium,F,Yes,30,Yes,No,No,No,No,No,No
394,7.48,Long,F,Yes,29,No,No,No,No,No,Yes,No
395,3.08,Long,F,Yes,26,Yes,No,No,Yes,No,No,No
396,7.03,Long,F,Yes,46,No,No,No,No,No,No,No
397,6.95,Long,F,Yes,36,No,No,No,No,No,No,No
398,2.73,Medium,M,Yes,52,Yes,Yes,Yes,No,No,Yes,No
399,9.35,Long,M,No,34,Yes,No,Yes,Yes,No,No,Yes
400,8.66,Medium,F,Yes,47,Yes,Yes,No,No,No,Yes,Yes
401,5.52,Short,F,No,30,Yes,Yes,No,No,No,Yes,No
402,5.31,Short,M,Yes,28,No,No,No,No,No,No,No
403,8.05,Long,M,No,33,No,No,No,No,Yes,No,No
404,5.99,Long,F,No,50,No,No,No,No,No,No,No
405,4.42,Long,F,No,25,Yes,Yes,Yes,No,No,Yes,No
406,9.14,Long,F,Yes,47,Yes,No,No,No,No,Yes,No
407,4.31,Long,M,Yes,51,No,No,Yes,Yes,No,Yes,No
