Record#,Elapsed_Time,Time_in_Community,Gender,Working,Age,Family,Hobbies,Social_Club,Political,Professional,Religious,Support_Group
69,4.55,Medium,F,No,27,No,No,No,No,Yes,No,No
70,8.65,Medium,M,Yes,22,No,No,No,No,No,No,No
71,7.83,Long,M,No,27,No,No,No,No,No,No,No
72,8,Short,F,Yes,39,No,No,No,No,No,No,No
73,8.79,Long,F,No,30,No,No,No,No,No,No,No
74,4.12,Long,M,No,40,No,No,No,No,No,No,Yes
75,8.12,Medium,M,No,24,No,No,No,No,No,No,No
76,8.45,Medium,F,No,53,Yes,Yes,Yes,No,No,Yes,Yes
77,7.1,Medium,M,Yes,20,Yes,Yes,No,No,Yes,Yes,No
78,9.08,Medium,F,Yes,36,Yes,Yes,No,No,Yes,Yes,Yes
79,6.28,Long,M,No,38,Yes,No,No,No,No,No,No
80,4.48,Short,F,Yes,24,No,No,No,No,No,Yes,No
81,4.23,Long,M,Yes,43,Yes,Yes,Yes,Yes,Yes,No,No
82,4.54,Long,F,Yes,27,No,No,No,No,No,No,No
83,3.19,Medium,M,No,29,Yes,No,Yes,No,No,Yes,No
84,4.87,Short,F,No,41,Yes,No,No,No,No,No,No
85,2.28,Long,F,Yes,40,Yes,No,No,No,No,No,No
86,6.53,Short,M,Yes,35,Yes,No,No,No,No,No,No
87,3,Medium,M,No,43,Yes,Yes,Yes,No,No,Yes,No
88,6.34,Short,F,No,38,No,Yes,No,No,No,No,No
89,6.86,Long,M,Yes,41,Yes,Yes,Yes,No,Yes,Yes,Yes
90,5.62,Medium,M,No,23,No,No,No,No,Yes,No,No
91,7.79,Medium,F,Yes,37,Yes,Yes,No,No,No,Yes,Yes
92,4.16,Short,M,No,41,No,No,No,No,No,No,No
93,4.78,Short,M,No,25,No,No,No,No,Yes,Yes,No
94,6.52,Long,M,No,49,No,No,No,No,No,Yes,No
95,7.87,Long,F,Yes,39,No,No,No,No,No,No,Yes
96,8.01,Long,M,No,52,No,Yes,No,No,Yes,Yes,No
97,3.25,Long,F,Yes,43,Yes,No,No,No,Yes,No,No
98,5.51,Medium,M,Yes,37,No,Yes,No,No,No,Yes,No
99,7.46,Long,M,Yes,50,Yes,No,No,No,No,No,No
100,6.06,Medium,M,Yes,50,No,No,No,No,Yes,No,No
101,7.17,Short,F,No,53,No,No,No,No,No,Yes,Yes
102,5.17,Long,F,No,28,No,No,No,No,Yes,No,No
103,5.98,Medium,M,No,38,No,No,No,No,No,Yes,No
104,5.28,Short,F,Yes,46,No,Yes,Yes,No,No,Yes,Yes
105,7.38,Long,M,Yes,49,No,Yes,No,No,No,No,No
106,6.52,Medium,M,Yes,39,Yes,No,No,No,No,Yes,No
107,6.14,Medium,M,No,48,No,No,No,No,Yes,No,No
108,6.48,Medium,M,Yes,32,No,No,No,No,No,No,No
109,8.32,Medium,M,Yes,27,No,Yes,No,No,No,No,No
110,3.99,Long,M,Yes,39,Yes,Yes,No,No,Yes,Yes,No
111,3.18,Short,M,No,22,Yes,No,No,No,Yes,No,Yes
112,6.87,Short,F,Yes,50,Yes,Yes,Yes,No,No,Yes,No
113,8.35,Long,M,No,37,No,No,No,No,No,Yes,No
114,9.06,Medium,M,Yes,29,Yes,No,No,No,No,No,No
115,2.34,Short,M,No,44,No,Yes,No,No,No,Yes,No
116,3.78,Long,M,Yes,46,No,No,No,No,No,No,No
117,8.65,Long,M,Yes,24,Yes,Yes,No,Yes,No,No,No
118,5.24,Short,F,No,30,No,No,No,No,No,Yes,No
119,2.13,Short,M,Yes,24,Yes,No,No,No,No,No,No
120,3.18,Short,M,No,36,No,No,No,No,No,No,No
121,4.07,Short,F,Yes,36,No,No,No,No,Yes,No,No
122,5.58,Long,F,Yes,55,No,No,No,No,No,No,No
123,3.27,Medium,F,No,29,Yes,Yes,No,No,No,Yes,Yes
124,4.57,Medium,M,Yes,29,Yes,No,No,No,Yes,No,No
125,8.88,Medium,F,Yes,33,Yes,Yes,No,No,No,Yes,No
126,3.43,Long,F,Yes,37,No,No,No,No,No,No,No
127,3.91,Long,M,Yes,48,No,No,No,Yes,No,No,Yes
128,2.2,Medium,M,Yes,45,No,No,No,No,No,No,No
129,2.8,Long,M,No,34,Yes,Yes,Yes,Yes,No,No,Yes
130,3.32,Long,F,Yes,46,No,No,No,No,No,No,Yes
131,8.21,Medium,M,Yes,39,No,No,No,No,No,Yes,No
132,4.72,Medium,F,No,42,Yes,No,Yes,No,Yes,Yes,No
133,2.3,Long,F,No,37,No,No,No,No,Yes,No,No
134,9.33,Long,F,No,41,No,No,No,No,Yes,No,No
135,3.04,Long,M,Yes,26,No,No,No,No,Yes,Yes,No
136,5.91,Short,M,No,20,No,No,No,No,No,No,No
137,3.88,Short,F,No,34,Yes,No,No,No,Yes,No,No
138,2.8,Medium,F,Yes,54,Yes,No,No,No,No,Yes,No
139,6.52,Medium,M,No,21,No,No,No,No,No,No,No
140,8.78,Medium,M,Yes,23,Yes,No,No,No,Yes,No,No
141,2.13,Medium,F,No,55,Yes,No,No,No,Yes,No,No
142,5.83,Medium,M,Yes,30,No,No,No,No,No,No,No
143,3.47,Long,F,Yes,55,No,No,No,No,Yes,No,Yes
144,2.58,Long,F,Yes,33,No,No,No,No,No,Yes,No
145,2.51,Long,F,No,54,No,Yes,No,No,Yes,Yes,No
146,8.63,Long,M,No,36,Yes,No,Yes,No,Yes,Yes,Yes
147,6.82,Long,F,Yes,42,Yes,No,Yes,No,Yes,No,No
148,6.09,Short,M,Yes,40,Yes,No,No,No,Yes,No,No
149,8.56,Short,M,Yes,43,No,No,No,No,No,No,No
150,6.34,Long,M,No,34,Yes,No,No,No,Yes,No,No
151,3.35,Long,M,Yes,24,No,No,No,No,Yes,No,No
152,8.49,Long,M,Yes,22,No,No,No,No,No,No,No
153,2.03,Short,F,No,40,No,No,No,No,Yes,No,No
154,2.92,Medium,F,Yes,53,No,Yes,No,No,No,Yes,No
155,5.09,Long,F,No,50,No,No,No,No,No,Yes,No
156,2.26,Long,F,No,31,Yes,No,No,No,No,No,No
157,8.53,Long,M,No,35,No,No,No,Yes,Yes,No,No
158,7.7,Long,M,No,36,No,No,No,Yes,No,No,Yes
159,9.67,Long,M,No,52,Yes,Yes,Yes,No,No,Yes,No
160,3.71,Medium,F,Yes,30,Yes,No,No,No,No,No,No
161,8.58,Long,M,No,33,No,No,No,No,No,No,Yes
162,9.39,Medium,M,No,44,Yes,No,No,No,No,No,No
163,8.68,Medium,M,No,36,No,Yes,No,No,No,No,No
164,5.64,Long,M,Yes,42,Yes,Yes,Yes,No,Yes,Yes,No
165,8.67,Long,F,No,56,No,No,No,No,Yes,No,No
166,7.18,Long,M,No,43,Yes,Yes,Yes,No,Yes,Yes,No
167,2.92,Medium,M,No,50,Yes,No,No,No,No,Yes,No
168,9.09,Short,F,Yes,45,Yes,Yes,Yes,No,Yes,Yes,Yes
169,5.54,Long,F,Yes,24,Yes,No,No,No,No,Yes,No
170,6.51,Long,M,No,29,No,No,No,No,No,Yes,No
171,5.61,Long,F,No,32,Yes,No,No,Yes,No,Yes,No
172,2.09,Long,F,No,40,Yes,No,No,No,No,Yes,No
173,9.48,Long,M,Yes,47,Yes,Yes,No,No,No,Yes,No
174,2.81,Long,F,Yes,50,No,No,No,No,No,Yes,No
175,6.92,Long,F,Yes,42,Yes,Yes,No,No,No,Yes,No
176,5.43,Medium,M,Yes,41,No,Yes,No,No,No,Yes,No
177,2.15,Short,M,Yes,53,Yes,No,No,No,Yes,No,No
178,3.33,Long,F,Yes,29,Yes,Yes,Yes,No,Yes,Yes,No
179,7.06,Long,F,Yes,49,No,Yes,No,Yes,Yes,No,No
180,7.89,Medium,F,No,27,No,No,No,No,No,No,No
181,2.2,Medium,F,No,28,No,Yes,Yes,No,No,Yes,No
182,4.34,Short,M,Yes,33,Yes,Yes,No,No,No,Yes,No
183,3.08,Short,F,No,37,Yes,No,No,No,Yes,No,No
184,5.2,Long,F,No,26,No,No,No,No,No,No,Yes
185,2.85,Long,F,Yes,46,No,No,No,No,No,No,No
186,4.24,Medium,M,Yes,30,No,No,No,No,Yes,No,No
187,6.18,Medium,F,No,22,Yes,No,Yes,No,Yes,No,No
188,8.83,Long,F,No,36,No,No,Yes,No,Yes,Yes,Yes
189,2.55,Medium,M,Yes,50,No,Yes,Yes,No,No,Yes,No
190,10.04,Long,M,Yes,27,No,No,No,Yes,No,No,Yes
191,6.58,Medium,M,No,52,No,No,No,No,No,Yes,No
192,9.92,Short,F,No,28,No,No,No,No,No,No,No
193,9.23,Medium,M,No,51,No,No,No,No,No,No,No
194,4.39,Medium,M,No,47,No,No,No,No,Yes,No,No
195,3.53,Medium,M,Yes,35,No,No,No,No,Yes,No,No
196,7.88,Long,F,Yes,49,No,No,No,No,No,No,No
197,2.99,Medium,F,Yes,26,Yes,Yes,Yes,No,No,Yes,No
198,2.49,Long,F,No,53,Yes,Yes,Yes,No,No,Yes,No
199,2.73,Short,M,Yes,23,Yes,No,No,No,No,No,No
200,3.19,Long,M,No,40,No,Yes,Yes,No,No,Yes,No
201,8.61,Medium,M,No,50,No,No,No,No,No,No,No
202,3.53,Short,F,No,19,No,No,No,No,No,No,No
203,7.72,Short,F,No,26,Yes,No,No,No,No,No,No
204,9.3,Medium,F,Yes,50,No,Yes,Yes,No,No,Yes,No
205,5.86,Medium,M,Yes,52,No,No,No,No,No,No,No
206,9.81,Long,M,Yes,45,No,No,No,No,Yes,Yes,No
207,9.93,Long,M,Yes,25,No,No,Yes,No,Yes,No,Yes
208,3.03,Long,M,Yes,40,No,No,No,No,Yes,No,No
209,6.83,Short,F,Yes,47,No,No,No,No,No,No,No
210,2.36,Medium,M,No,31,Yes,Yes,No,No,Yes,No,No
211,6.93,Medium,M,No,36,Yes,Yes,Yes,No,No,Yes,Yes
212,8.82,Long,M,Yes,33,Yes,Yes,No,No,No,Yes,Yes
213,9,Long,F,Yes,40,No,No,Yes,No,No,Yes,No
214,5.82,Medium,M,Yes,52,Yes,Yes,No,No,No,Yes,No
215,4.49,Short,M,Yes,24,No,No,No,No,No,No,No
216,6.22,Long,M,No,20,No,No,No,No,Yes,No,No
217,6.53,Long,M,No,21,Yes,Yes,No,No,No,Yes,No
218,9.38,Long,M,No,32,No,Yes,No,No,No,No,Yes
219,6.24,Long,F,Yes,29,Yes,Yes,Yes,No,No,Yes,No
220,3.75,Medium,M,No,42,Yes,Yes,No,No,No,Yes,No
221,3.8,Medium,M,Yes,47,No,No,No,No,Yes,Yes,No
222,2.21,Medium,F,Yes,29,No,No,No,No,Yes,No,No
223,3.75,Short,F,No,36,No,Yes,No,No,No,Yes,No
224,9.25,Short,F,No,49,No,No,No,No,Yes,No,No
225,2.89,Short,F,No,45,No,No,No,No,No,No,No
226,6.1,Long,M,Yes,29,Yes,Yes,No,No,No,Yes,No
227,6.98,Long,M,Yes,36,Yes,No,No,No,No,Yes,No
228,5.83,Short,M,No,21,Yes,Yes,Yes,No,No,Yes,No
229,8.86,Long,F,No,45,Yes,Yes,No,No,No,No,No
230,2.95,Medium,M,No,51,No,No,No,No,Yes,Yes,No
231,6.25,Medium,M,Yes,44,Yes,No,No,No,No,No,No
232,2.27,Medium,F,No,24,Yes,Yes,No,No,Yes,Yes,No
233,5.98,Long,M,Yes,34,No,No,No,No,Yes,No,No
234,4.48,Medium,M,Yes,24,No,No,Yes,No,No,No,No
235,2.98,Long,M,No,49,No,No,No,No,No,Yes,No
236,6.08,Medium,M,No,51,No,Yes,No,No,No,Yes,No
237,8.55,Long,M,No,43,Yes,Yes,No,Yes,Yes,No,Yes
238,7.26,Medium,M,Yes,44,No,No,No,No,No,No,No
239,4.23,Medium,M,Yes,24,Yes,Yes,No,No,Yes,Yes,Yes
240,8.82,Long,F,No,33,Yes,No,No,No,Yes,No,Yes
241,4.03,Medium,M,No,48,No,No,No,No,Yes,No,No
242,4.52,Medium,F,Yes,24,Yes,No,No,No,Yes,No,No
243,2.61,Medium,M,Yes,50,Yes,Yes,No,No,No,Yes,No
244,4.47,Long,F,No,53,No,Yes,Yes,No,No,Yes,No
245,9.14,Long,F,Yes,47,Yes,No,No,No,No,Yes,No
246,7.53,Long,M,Yes,26,Yes,Yes,Yes,No,No,Yes,No
247,6.27,Long,F,Yes,54,No,No,No,No,No,No,Yes
248,6.07,Medium,F,Yes,48,No,No,No,Yes,Yes,Yes,Yes
249,8.77,Short,F,No,37,No,Yes,Yes,No,Yes,Yes,No
250,6.95,Long,M,No,42,No,No,Yes,No,No,Yes,No
251,8.88,Medium,F,Yes,32,No,No,Yes,No,No,No,No
252,7.43,Long,M,Yes,47,Yes,Yes,Yes,No,No,Yes,No
253,5.8,Medium,F,No,25,No,No,No,No,No,Yes,No
254,4.58,Long,M,No,22,Yes,Yes,Yes,Yes,No,Yes,No
255,4.45,Medium,M,Yes,19,Yes,Yes,No,No,No,Yes,No
256,5.23,Medium,F,No,35,Yes,Yes,Yes,Yes,No,Yes,Yes
257,3.86,Short,F,No,48,Yes,No,No,No,No,Yes,No
258,6.53,Medium,F,No,26,No,Yes,Yes,No,No,No,No
259,2.84,Short,F,No,27,Yes,Yes,Yes,No,Yes,Yes,No
260,2.65,Medium,F,No,37,No,No,No,No,No,No,No
261,9.64,Medium,M,No,42,Yes,No,No,No,No,Yes,No
262,6.78,Long,F,Yes,47,No,No,No,No,No,No,Yes
263,3.8,Medium,F,No,27,No,No,No,No,No,No,No
264,3.83,Long,F,Yes,35,Yes,Yes,Yes,No,No,Yes,No
265,8.95,Medium,M,Yes,27,No,No,No,No,Yes,No,No
266,3.78,Long,F,Yes,42,Yes,No,Yes,No,No,No,No
267,8.02,Long,F,Yes,40,Yes,Yes,No,No,Yes,Yes,Yes
268,6.47,Medium,M,No,42,No,No,No,No,No,No,No
269,7.89,Short,M,Yes,35,Yes,Yes,Yes,No,No,Yes,No
270,7.47,Medium,F,Yes,20,No,No,No,No,Yes,No,Yes
271,3.79,Long,M,Yes,31,No,No,No,No,Yes,No,No
272,9.11,Long,F,No,34,Yes,No,Yes,No,Yes,Yes,Yes
273,8.76,Medium,M,No,20,Yes,No,No,No,No,No,No
274,6.97,Long,F,No,50,No,No,No,No,Yes,No,No
275,8.04,Medium,F,No,26,No,No,No,No,No,No,No
276,4.76,Short,M,No,50,No,No,No,No,Yes,Yes,No
277,10.07,Medium,F,No,52,Yes,Yes,Yes,No,No,Yes,No
278,6.43,Long,M,Yes,23,Yes,Yes,Yes,No,No,Yes,No
279,2.69,Long,M,No,33,No,No,No,No,No,Yes,No
280,10.02,Medium,F,Yes,49,No,No,No,No,No,No,No
281,8.8,Long,M,No,52,Yes,No,No,No,No,Yes,No
282,5.47,Medium,M,Yes,32,No,No,No,No,No,No,No
283,9.31,Short,M,No,39,No,Yes,Yes,Yes,No,Yes,No
284,9.65,Long,F,Yes,22,No,No,No,No,Yes,No,No
285,4.04,Long,M,Yes,24,Yes,No,No,No,No,No,No
286,10.08,Long,M,Yes,23,Yes,No,No,No,No,No,No
287,3.15,Short,F,No,36,Yes,No,No,No,No,No,No
288,6.45,Long,M,Yes,28,Yes,No,No,No,Yes,No,No
289,4.51,Medium,M,Yes,24,Yes,No,Yes,No,No,Yes,No
290,4.75,Long,M,Yes,32,No,No,No,No,No,No,No
291,4.02,Medium,M,Yes,31,No,No,No,Yes,Yes,Yes,No
292,3.34,Short,M,No,17,No,No,No,No,No,No,No
293,6.39,Medium,M,No,49,No,No,No,No,No,Yes,No
294,4.44,Long,M,No,22,Yes,Yes,Yes,No,No,Yes,No
295,6.99,Medium,F,No,41,No,No,No,No,No,No,No
296,4.1,Long,M,No,22,No,No,No,No,No,No,No
297,3.19,Medium,F,No,31,No,No,No,No,No,No,No
298,4.19,Long,F,Yes,32,Yes,No,No,No,No,No,No
299,8.4,Long,M,No,54,No,No,No,No,No,Yes,No
300,8.87,Medium,M,No,31,No,Yes,No,No,Yes,Yes,No
301,2.64,Short,F,No,49,Yes,No,Yes,No,No,Yes,No
302,2.17,Long,M,Yes,49,No,Yes,No,No,No,Yes,No
303,5.84,Long,F,No,40,No,No,No,No,Yes,No,Yes
304,3.92,Long,M,Yes,44,No,No,No,No,No,No,No
305,10.07,Long,M,Yes,21,Yes,Yes,Yes,Yes,No,Yes,No
306,2.82,Medium,M,Yes,42,Yes,No,No,No,Yes,No,No
307,3.01,Long,M,No,48,Yes,Yes,Yes,No,No,Yes,No
308,6.91,Long,M,No,55,Yes,No,No,No,Yes,No,No
309,5.18,Medium,M,Yes,44,No,No,No,No,Yes,No,No
310,2.08,Short,M,Yes,27,No,No,No,No,Yes,No,No
311,7.01,Medium,F,No,45,No,Yes,No,No,Yes,Yes,No
312,7.76,Long,F,No,50,No,No,No,No,No,No,No
313,6.77,Short,M,No,53,Yes,No,No,Yes,Yes,No,Yes
314,7.52,Short,F,No,24,No,No,No,No,No,Yes,No
315,6.5,Medium,F,No,24,No,No,No,No,Yes,No,No
316,7.29,Short,F,Yes,26,Yes,No,No,No,No,No,No
317,2.95,Long,F,Yes,54,No,No,No,No,No,No,No
318,6.95,Long,F,Yes,36,No,No,No,No,No,No,No
319,7.3,Long,M,Yes,19,No,Yes,No,No,Yes,Yes,No
320,5.77,Short,M,No,27,No,No,No,No,No,No,No
321,6.41,Medium,F,No,25,No,No,No,No,No,No,Yes
322,5.19,Medium,F,No,47,Yes,Yes,No,No,No,No,No
323,3.44,Medium,M,No,45,Yes,No,No,No,No,Yes,No
324,5.05,Short,F,Yes,29,Yes,Yes,Yes,No,Yes,Yes,Yes
325,3.23,Long,M,Yes,29,No,No,No,No,No,No,No
326,8.67,Long,M,Yes,21,No,No,No,No,Yes,Yes,No
327,3.33,Long,M,No,41,Yes,Yes,No,No,Yes,Yes,No
328,5.85,Medium,M,No,39,Yes,Yes,No,No,No,Yes,No
329,3.82,Long,M,Yes,27,Yes,Yes,No,No,Yes,Yes,No
330,7.3,Long,M,Yes,52,No,No,No,No,No,No,Yes
331,4.63,Long,M,Yes,43,Yes,No,No,No,No,Yes,Yes
332,5.07,Long,M,Yes,35,No,No,No,No,No,Yes,No
333,4.05,Short,M,No,30,No,No,No,No,Yes,No,No
334,7.13,Medium,M,Yes,46,No,No,No,No,No,No,No
335,8.65,Medium,F,No,36,Yes,No,Yes,Yes,No,Yes,Yes
336,5.85,Long,F,Yes,55,No,Yes,Yes,Yes,Yes,Yes,Yes
337,2.77,Long,M,No,31,No,No,No,No,Yes,No,No
338,3.62,Medium,M,No,39,No,Yes,No,No,Yes,No,No
339,5.08,Medium,F,No,26,Yes,No,Yes,No,Yes,Yes,Yes
340,2.79,Medium,M,Yes,45,Yes,Yes,No,No,Yes,Yes,No
341,5.21,Short,F,Yes,31,No,No,No,No,Yes,No,No
342,2.34,Short,M,No,43,No,No,No,No,No,No,No
343,6.41,Long,M,Yes,38,No,No,No,No,No,Yes,No
344,7.54,Long,M,No,25,No,Yes,No,No,Yes,Yes,No
345,8.81,Long,F,No,54,No,No,No,No,No,No,No
346,2.93,Medium,F,Yes,31,No,No,No,No,Yes,No,No
347,2.82,Medium,M,Yes,44,Yes,No,No,No,No,No,No
348,9.06,Long,M,Yes,52,Yes,Yes,No,No,No,Yes,No
349,6.3,Short,F,No,37,No,No,No,No,No,No,No
350,2.3,Short,F,No,21,No,No,No,No,No,No,No
351,5.8,Medium,F,No,29,No,No,No,Yes,No,Yes,No
352,7.92,Long,F,Yes,37,Yes,Yes,Yes,Yes,No,Yes,Yes
353,9.64,Long,M,No,29,No,Yes,No,Yes,Yes,Yes,Yes
354,3.68,Medium,F,No,32,No,No,No,No,No,No,No
355,7.03,Medium,F,Yes,34,No,Yes,No,No,No,Yes,No
356,5.29,Long,M,Yes,27,No,No,No,No,No,No,No
357,4.78,Medium,M,No,51,Yes,Yes,Yes,No,No,Yes,No
358,6.65,Medium,F,Yes,45,Yes,Yes,No,No,No,Yes,No
359,7.72,Long,M,No,53,Yes,Yes,No,No,No,Yes,Yes
360,5.49,Short,M,No,24,No,No,No,No,No,Yes,No
361,3.77,Short,F,Yes,49,Yes,Yes,Yes,No,No,Yes,Yes
362,2.69,Short,F,Yes,36,No,No,No,No,No,No,No
363,4.58,Long,M,No,18,No,No,No,No,No,No,No
364,7.49,Medium,F,No,27,No,No,No,No,Yes,No,No
365,4.28,Long,M,Yes,43,No,Yes,No,No,Yes,Yes,No
366,8.36,Long,F,No,37,Yes,Yes,Yes,No,No,Yes,Yes
367,4.18,Medium,F,No,38,No,No,No,Yes,No,Yes,No
368,6.57,Long,M,Yes,37,Yes,No,Yes,No,No,Yes,No
369,4.29,Medium,M,Yes,38,No,No,No,No,No,No,No
370,9.43,Medium,F,Yes,32,No,No,No,No,No,Yes,No
371,4.02,Short,M,No,27,Yes,Yes,Yes,No,No,Yes,No
372,4.97,Medium,F,No,29,No,No,No,No,No,No,No
373,7.27,Long,M,Yes,54,Yes,No,No,No,No,Yes,No
374,5.63,Long,F,No,28,Yes,Yes,No,No,No,Yes,No
375,4.69,Short,F,No,50,No,No,No,No,No,No,No
376,6.35,Long,M,No,35,No,No,No,No,No,No,No
377,7.38,Medium,F,Yes,47,No,No,No,Yes,No,No,Yes
378,9.35,Long,M,No,34,Yes,No,Yes,Yes,No,No,Yes
379,3.52,Short,F,No,21,Yes,Yes,No,Yes,Yes,Yes,Yes
380,6.88,Long,M,No,44,Yes,Yes,Yes,No,No,Yes,No
381,9.49,Medium,F,Yes,24,No,No,No,No,No,No,No
382,5.5,Long,M,Yes,44,No,Yes,No,No,No,Yes,No
383,4.22,Medium,M,No,42,Yes,Yes,No,No,Yes,No,No
384,7.98,Long,M,No,44,Yes,Yes,No,No,No,Yes,No
385,2.73,Short,F,No,44,Yes,No,No,No,No,Yes,No
386,2.64,Long,F,Yes,53,No,No,Yes,No,No,Yes,No
387,9.89,Medium,F,Yes,28,Yes,Yes,No,No,No,Yes,No
388,4.24,Medium,F,No,42,Yes,Yes,No,No,No,Yes,No
389,5.13,Long,M,Yes,34,Yes,Yes,Yes,No,No,Yes,Yes
390,4.33,Medium,F,Yes,35,No,No,No,No,No,No,No
391,7.59,Medium,F,No,38,Yes,No,Yes,Yes,Yes,No,No
392,7.84,Long,F,Yes,27,No,No,No,No,No,No,No
393,7.89,Medium,M,Yes,35,No,No,No,No,No,No,No
394,9.51,Long,M,No,25,No,No,No,No,Yes,No,No
395,6.43,Medium,M,No,51,No,Yes,Yes,No,No,Yes,No
396,6.65,Medium,F,Yes,42,No,No,No,No,No,No,No
397,7.1,Long,M,No,46,No,No,No,No,Yes,No,No
398,5.09,Medium,F,No,31,No,No,No,No,Yes,No,No
399,6.97,Long,F,Yes,47,No,No,Yes,No,No,No,Yes
400,2.65,Short,F,No,48,Yes,Yes,Yes,No,No,Yes,No
401,8.08,Medium,F,No,40,No,No,No,Yes,Yes,No,No
402,6.8,Long,F,Yes,43,No,No,No,Yes,Yes,No,No
403,4.22,Long,M,No,23,Yes,Yes,No,No,No,Yes,No
404,5.91,Medium,M,No,50,Yes,No,Yes,No,No,Yes,No
